ApplNo,ProductNo,TECode
077243,003,AB
077243,004,AB
203456,001,AB
203456,002,AB
203456,003,AB
203456,004,AB
076534,001,AB
076534,002,AB
076534,003,AB
076534,004,AB
208146,001,AB
208146,002,AB
208146,003,AB
208146,004,AB
206892,001,AB
206892,002,AB
206892,003,AB
206892,004,AB
200221,001,AB
200221,002,AB
200221,003,AB
200221,004,AB
203044,001,AB
203044,002,AB
203044,003,AB
203044,004,AB
202937,001,AB
202937,002,AB
202937,003,AB
202937,004,AB
202285,001,AB
202285,002,AB
202285,003,AB
202285,004,AB
078109,001,AB
078109,002,AB
078109,003,AB
078109,004,AB
091415,001,AB
091415,002,AB
091415,003,AB
091415,004,AB
090469,001,AB
090469,002,AB
077406,003,AB
077406,004,AB
078152,001,AB
078152,002,AB
209389,001,AB
209389,002,AB
078050,001,AB
078050,002,AB
077557,001,AB
077557,002,AB
021208,001,AB
021208,002,AB
021208,003,AB
090839,001,AB
090839,002,AB
090839,003,AB
090839,004,AB
090839,005,AB
077494,002,AB
077494,003,AB
077494,004,AB
077494,005,AB
077494,006,AB
078116,001,AB
078116,002,AB
078116,003,AB
078116,004,AB
078116,005,AB
077328,001,AB
077328,002,AB
077328,003,AB
077328,004,AB
077328,005,AB
077542,001,AB
077542,002,AB
077542,003,AB
078474,001,AB
078474,002,AB
078516,001,AB
078516,003,AB
203062,001,AB
203062,002,AB
203146,001,AB
203146,002,AB
204722,001,AB
204722,002,AB
208324,001,AB
205988,001,AB
205074,001,AB
205074,002,AB
202560,001,AB
202560,002,AB
202956,001,AB
202956,002,AB
202890,001,AB
202890,002,AB
021086,001,AB
021086,002,AB
021086,003,AB
021086,004,AB
077844,001,AB
091050,001,AB
078119,001,AB
091560,001,AB
091294,001,AB
090159,001,AB
204990,001,AB
091144,001,AB
205412,001,AB
216332,001,AB
021436,006,AB
021436,005,AB
021436,001,AB
021436,002,AB
021436,003,AB
021436,004,AB
208327,001,AB
208327,002,AB
208453,001,AB
208416,001,AB
208416,002,AB
215086,001,AB
209227,001,AB
209227,002,AB
208339,001,AB
210686,001,AB
210686,002,AB
208446,001,AB
208446,002,AB
215947,001,AB
215947,002,AB
212462,001,AB
212462,002,AB
208371,001,AB
208380,001,AB
202271,001,AB
202271,002,AB
202271,003,AB
078470,001,AB
078470,002,AB
078470,003,AB
078441,001,AB
078441,002,AB
078441,003,AB
091343,001,AB
091343,002,AB
091343,003,AB
090912,001,AB
090912,002,AB
090912,003,AB
077532,001,AB
077532,002,AB
077532,003,AB
020547,003,AB
020547,001,AB
040779,001,AA
202800,001,AA
202800,002,AA
202800,003,AA
212418,001,AA
212418,002,AA
212418,003,AA
040419,001,AA
040419,002,AA
040419,003,AA
089990,001,AA
089805,001,AA
089828,001,AA
087083,001,AA
211610,001,AA
211610,002,AA
211610,003,AA
211372,001,AB
211372,002,AB
212089,001,AB
212089,002,AB
084840,001,AB
218023,001,AB
218023,002,AB
205530,001,AB
205530,002,AB
211556,001,BX
211556,002,BX
214282,001,AB
214282,002,AB
217197,001,AB
217197,002,AB
210588,001,AB
210588,002,AB
215101,001,AB
215101,002,AB
209734,001,AB
209734,002,AB
040195,001,AB
040195,002,AB
211069,001,AB
211069,002,AB
205931,001,AB
205931,002,AB
020907,001,AB
020835,003,AB
020835,005,AB
021842,002,AB
021073,001,AB
021073,002,AB
021073,003,AB
077309,001,AB
077309,002,AB
202168,001,AB
202168,002,AB
075382,001,AB
075382,002,AB
074891,001,AB
074891,002,AB
203834,001,AB
203834,002,AB
209366,001,AB
209366,002,AB
074946,001,AB
074946,002,AB
074556,002,AB
074556,003,AB
210401,001,AB
210401,002,AB
204314,001,AB
204314,002,AB
022332,001,AB2
205459,001,AB
202051,001,AB
204819,001,AB
204819,002,AB
204819,003,AB
204819,004,AB
204819,005,AB
085128,001,AA
022334,003,AB
022334,001,AB
022334,004,AB
022334,002,AB
208094,001,AB
215652,001,AB
211034,001,AB
211117,001,AB
213435,001,AB
208979,001,AB
211397,001,AB
211397,002,AB
210948,001,BX
210948,002,BX
208804,001,AB
208804,002,AB
072894,002,AB
072894,001,AB
207046,001,AB
207046,002,AB
072637,002,AB
072637,001,AB
208884,001,AB
208884,002,AB
012616,004,AB
012151,009,AB
012151,008,AB
012151,010,AB
090124,001,AB
090124,002,AB
090124,003,AB
076768,001,AB
076768,002,AB
076768,003,AB
076768,004,AB
076768,005,AB
090258,001,AB
090258,002,AB
090258,003,AB
090258,004,AB
206387,001,AB
206387,002,AB
206387,003,AB
206387,004,AB
090022,001,AB
090022,002,AB
090022,003,AB
090022,004,AB
076984,001,AB
076984,002,AB
076984,003,AB
206665,001,AB
206665,002,AB
203154,001,AB
203154,002,AB
215091,001,AB
215091,002,AB
077353,001,AB
077353,002,AB
214443,001,AB
214443,003,AB
214443,002,AB
217748,001,AB
217748,002,AB
204467,001,AB
204467,003,AB
204467,002,AB
018659,001,AB
018659,002,AB
078253,001,AB
078253,002,AB
075798,001,AB
075798,002,AB
071450,002,AB
071450,001,AB
211820,001,AB
211820,002,AB
018832,002,AB
018877,001,AB
210117,001,AB
210117,003,AB
210117,002,AB
203484,001,AA
205523,001,AB
205523,002,AB
205171,001,AB
205171,002,AB
078027,001,AB
078027,002,AB
206647,001,AB
206647,002,AB
213614,001,AB
213614,002,AB
209180,001,AB
209180,002,AB
074342,001,AB
074342,002,AB
074342,003,AB
074342,004,AB
203346,001,AB
203346,002,AB
203346,003,AB
203346,004,AB
207507,001,AB
207507,002,AB
207507,003,AB
207507,004,AB
200739,001,AB
200739,002,AB
200739,003,AB
200739,004,AB
074174,001,AB
074174,002,AB
074174,003,AB
074174,004,AB
074112,001,AB
074112,002,AB
074112,003,AB
074909,001,AB
090248,001,AB
090248,002,AB
090248,003,AB
090248,004,AB
216932,001,AB2
209942,001,AB2
203339,001,BX
203339,002,BX
214284,001,AB
210215,001,AB
209035,001,AB
076186,001,AB
208096,001,AB
218598,001,AB
019908,001,AB
019908,002,AB
210701,001,AB
210701,002,AB
216531,001,AB
216531,002,AB
210715,001,AB
210715,002,AB
208441,001,AB
208441,002,AB
208354,001,AB
208354,002,AB
210784,001,AB
210784,002,AB
208252,001,AB
208252,002,AB
210058,001,AB
210058,002,AB
015197,002,AB
015197,001,AB
070346,001,AB
079133,001,AB
071111,001,AB
073209,001,AB
212492,001,AB
213944,002,AB
213944,001,AB
213928,002,AB
213928,001,AB
212938,002,AB
212938,001,AB
209060,002,AB
209060,001,AB
204742,001,AB
077069,003,AB
077069,001,AB
077069,002,AB
075389,002,AB
075389,001,AB
075389,003,AB
078578,002,AB
078578,001,AB
078578,003,AB
075424,002,AB
075424,001,AB
076362,001,AB
074739,001,AB
213446,001,AB
079029,002,AB
079029,001,AB
079029,003,AB
202446,001,AB
202446,002,AB
202446,003,AB
202446,004,AB
202446,005,AB
202446,006,AB
212654,002,AB
212654,001,AB
212654,003,AB
212654,004,AB
212654,005,AB
212654,006,AB
216243,001,AB
216243,002,AB
216243,003,AB
216243,004,AB
216243,005,AB
216243,006,AB
213999,001,AB
213999,002,AB
213999,003,AB
213999,004,AB
213999,005,AB
213999,006,AB
217411,001,AB
217411,002,AB
217411,003,AB
217411,004,AB
217411,005,AB
217411,006,AB
215376,001,BX
215376,002,BX
215376,003,BX
215376,004,BX
215376,005,BX
215376,006,BX
085968,004,AB
085968,002,AB
085968,001,AB
085968,006,AB
085968,003,AB
085968,005,AB
089399,002,AB
089399,001,AB
089399,003,AB
089399,004,AB
089399,005,AB
089399,006,AB
214548,001,AB
214548,002,AB
214548,003,AB
214548,004,AB
214548,005,AB
214548,006,AB
218389,001,AB
218389,002,AB
218389,003,AB
218389,004,AB
218389,005,AB
218389,006,AB
210086,001,AB
210086,002,AB
210086,003,AB
210086,004,AB
210086,005,AB
210086,006,AB
207216,001,AB
207216,002,AB
207216,003,AB
207216,004,AB
207073,001,AB
207073,002,AB
207073,003,AB
207073,004,AB
209042,001,AB
209042,002,AB
209042,003,AB
209042,004,AB
206906,001,AB
206906,002,AB
206906,003,AB
206906,004,AB
209591,001,AB
209591,002,AB
209591,003,AB
209591,004,AB
206884,001,AB
206884,003,AB
206884,002,AB
206884,004,AB
207435,001,AB
207435,002,AB
207435,003,AB
207435,004,AB
209010,001,AB
209010,002,AB
209010,003,AB
209010,004,AB
207771,001,AB
207771,002,AB
207771,003,AB
207771,004,AB
202553,001,AB
202553,002,AB
202553,003,AB
078925,001,AB
078925,002,AB
078925,003,AB
078021,001,AB
078021,002,AB
078021,003,AB
076692,001,AB
076692,002,AB
076692,003,AB
090752,003,AB
090752,001,AB
090752,002,AB
077073,001,AB
077073,002,AB
077073,003,AB
076719,001,AB
076719,002,AB
076719,003,AB
078552,001,AB
078552,002,AB
078552,003,AB
077955,001,AB
206367,001,AB
077955,002,AB
206367,002,AB
077955,003,AB
206367,003,AB
078043,001,AB
078043,002,AB
078043,003,AB
078453,001,AB
078453,002,AB
078453,003,AB
078414,001,AB
078414,002,AB
078414,003,AB
207821,001,AB
207821,002,AB
207821,003,AB
077516,001,AB
077516,002,AB
077516,003,AB
076846,001,AB
076846,002,AB
076846,003,AB
203245,001,AB
203245,002,AB
203245,003,AB
078226,001,AB
078226,002,AB
078226,003,AB
217279,001,AB
217279,002,AB
217279,003,AB
217279,004,AB
217279,005,AB
217279,006,AB
217279,007,AB
217279,008,AB
217279,009,AB
217279,010,AB
217279,011,AB
207762,001,AB
207762,002,AB
207762,003,AB
207762,004,AB
207762,005,AB
207762,006,AB
207762,007,AB
207762,008,AB
207762,009,AB
207762,010,AB
207762,011,AB
205199,001,AB
205199,002,AB
205199,003,AB
205199,004,AB
205199,005,AB
205199,006,AB
205199,007,AB
205199,008,AB
203874,001,AB
203874,002,AB
203874,003,AB
203874,004,AB
203874,005,AB
203874,006,AB
203874,007,AB
203874,008,AB
203874,009,AB
203874,010,AB
203874,011,AB
200465,004,AB
200465,005,AB
200465,006,AB
200465,007,AB
200465,008,AB
200465,009,AB
200465,010,AB
200465,011,AB
202713,001,AB
202713,003,AB
202713,002,AB
202713,004,AB
206512,001,AB
206512,002,AB
206512,003,AB
206512,004,AB
205137,001,AB
205137,003,AB
205137,002,AB
205137,004,AB
090245,001,AB
090245,003,AB
090245,002,AB
090245,004,AB
207292,001,AB
207292,003,AB
207292,002,AB
207292,004,AB
090483,001,AB
090483,003,AB
090483,002,AB
090483,004,AB
202829,001,AB
202829,003,AB
202829,002,AB
202829,004,AB
090011,001,AB
090011,003,AB
090011,002,AB
090011,004,AB
206180,001,AB
206180,002,AB
206180,003,AB
206180,004,AB
206180,005,AB
200797,001,AB
200797,002,AB
200797,003,AB
200797,004,AB
200797,005,AB
207299,001,AB
207299,002,AB
207299,003,AB
207299,004,AB
207299,005,AB
201087,001,AB
201087,002,AB
201087,003,AB
201087,004,AB
201087,005,AB
072879,002,AB
072879,003,AB
072879,004,AB
072879,001,AB
072691,002,AB
072691,003,AB
072691,004,AB
072691,001,AB
065256,001,AB
065256,002,AB
065255,001,AB
065228,001,AB
065228,002,AB
065056,001,AB
065056,002,AB
091569,001,AB
091569,002,AB
091568,001,AB
209992,001,AB
209991,001,AB
203824,001,AB
205707,001,AB
205707,002,AB
204755,003,AB
065189,001,AB
065064,001,AB
065063,001,AB
065093,001,AB
065101,001,AB
065096,001,AB
213720,001,AA
213720,002,AA
211139,001,AA
211139,002,AA
211639,001,AA
211639,002,AA
212919,001,AA
212919,002,AA
213980,001,AA
213980,002,AA
212619,001,AA
212619,002,AA
211861,001,AA
211861,002,AA
212582,001,AA
212582,002,AA
212901,001,AA
212901,002,AA
213583,001,AA
213583,002,AA
018164,003,AB
090568,001,AB
206037,001,AB
091164,001,AB
212434,001,AB
078944,001,AB
079220,001,AB
078058,001,AB
078921,001,AB
040409,001,AA
040405,001,AA
010721,006,AA
010721,004,AA
010721,001,AA
217113,001,AB
210180,001,AB
210180,002,AB
209898,001,AB
209898,002,AB
211761,001,AB
211761,002,AB
211761,003,AB
211878,001,AB
211878,002,AB
211878,003,AB
211734,001,AB
211734,002,AB
211734,003,AB
211887,001,AB
211887,002,AB
211887,003,AB
211774,001,AB
211774,002,AB
211774,003,AB
022416,001,AB
022416,002,AB
022416,003,AB
022416,004,AB
020905,001,AB
020905,002,AB
020690,002,AB
020690,001,AB
022568,001,AB
020541,001,AB
206251,001,AB
206251,002,AB
206251,003,AB
206251,004,AB
206251,005,AB
206251,006,AB
206174,001,AB
206174,002,AB
206174,003,AB
206174,004,AB
206174,005,AB
206174,006,AB
202101,001,AB
202101,002,AB
202101,003,AB
202101,004,AB
202101,005,AB
202101,006,AB
207105,001,AB
207105,002,AB
207105,003,AB
207105,004,AB
207105,005,AB
207105,006,AB
204838,001,AB
204838,002,AB
204838,003,AB
204838,004,AB
204838,005,AB
204838,006,AB
078583,001,AB
078583,002,AB
078583,003,AB
078583,004,AB
078583,005,AB
078583,006,AB
203908,001,AB
203908,002,AB
203908,003,AB
203908,004,AB
203908,005,AB
203908,006,AB
205064,001,AB
205064,002,AB
205064,003,AB
205064,004,AB
205064,005,AB
205064,006,AB
205589,001,AB
205589,002,AB
205589,003,AB
205589,004,AB
205589,005,AB
205589,006,AB
204111,001,AB
204111,002,AB
204111,003,AB
204111,004,AB
204111,005,AB
204111,006,AB
202683,001,AB
202683,002,AB
202683,003,AB
202683,004,AB
202683,005,AB
202683,006,AB
205363,001,AB
205363,002,AB
205363,003,AB
205363,004,AB
205363,005,AB
205363,006,AB
206383,001,AB
206383,002,AB
206383,003,AB
206383,004,AB
206383,005,AB
206383,006,AB
213037,001,AB
213037,002,AB
213037,003,AB
201519,001,AB
201519,003,AB
201519,002,AB
201519,004,AB
201519,005,AB
201519,006,AB
203025,001,AB
203025,002,AB
203025,003,AB
203025,004,AB
203025,005,AB
203025,006,AB
206069,001,AB
206069,002,AB
206069,004,AB
206069,003,AB
200751,001,AB
200751,003,AB
200751,004,AB
200751,005,AB
200043,001,AB
200043,004,AB
200043,002,AB
200043,005,AB
200043,003,AB
202768,001,AB
202768,004,AB
202768,002,AB
202768,005,AB
202768,003,AB
020753,001,AB
203163,001,AB
020838,001,AB
020838,002,AB
020838,003,AB
020838,004,AB
021093,001,AB
021093,002,AB
021093,003,AB
072304,002,AB
072304,003,AB
072304,001,AB
078512,001,AB
078512,002,AB
078512,003,AB
073026,002,AB
073026,003,AB
073026,001,AB
073457,002,AB
073457,003,AB
073457,001,AB
074056,003,AB
074056,001,AB
074056,002,AB
213136,001,AB
213136,002,AB
213136,003,AB
077443,001,AB
077443,002,AB
077443,003,AB
076900,001,AB
076900,002,AB
076900,003,AB
072302,002,AB
072302,001,AB
215560,001,AB
215560,002,AB
213302,001,AB
213302,002,AB
073665,001,AB
073665,002,AB
210028,001,AB
210028,002,AB
017794,001,AB
017794,002,AB
017794,003,AB
207687,001,AB
207687,002,AB
207687,003,AB
207687,004,AB
209288,001,AB
209288,002,AB
209288,003,AB
209288,004,AB
214969,001,AB
214969,002,AB
214969,003,AB
214969,004,AB
090548,001,AB
090548,002,AB
090548,003,AB
090548,004,AB
217118,001,AB
217118,002,AB
217118,003,AB
217118,004,AB
216436,001,AB
216436,002,AB
216436,003,AB
216436,004,AB
077575,001,AB
077575,002,AB
077575,003,AB
077575,004,AB
214659,001,AB
214659,002,AB
214659,003,AB
214659,004,AB
091650,001,AB
091650,002,AB
091650,003,AB
202357,001,AB
209912,001,AB
209912,002,AB
209912,003,AB
209912,004,AB
214344,001,AB
214344,002,AB
214344,003,AB
214344,004,AB
091624,001,AB
091624,002,AB
091624,003,AB
091624,004,AB
214513,001,AB
214513,002,AB
214513,003,AB
214513,004,AB
208480,001,AB
208480,002,AB
208480,003,AB
208480,004,AB
217081,001,AB
217081,002,AB
217081,003,AB
217081,004,AB
205945,001,AB
205945,002,AB
205945,003,AB
205945,004,AB
211933,001,AB
211933,002,AB
211933,003,AB
211933,004,AB
091226,001,AB
091226,002,AB
091226,003,AB
091226,004,AB
205519,001,AB
205519,002,AB
205519,003,AB
205519,004,AB
211886,001,AB
211886,002,AB
211886,003,AB
211886,004,AB
205300,001,AB
205300,002,AB
205300,003,AB
205300,004,AB
213853,001,BX
213853,002,BX
213853,003,BX
213853,004,BX
206536,001,AB
206536,002,AB
206536,003,AB
206536,004,AB
091211,002,AB
091211,001,AB
202362,001,AB
202362,002,AB
202992,001,AB
202992,002,AB
050720,001,AB
207504,001,AB
020758,002,AB
020758,003,AB
209266,001,AB
209266,002,AB
209266,003,AB
020757,002,AB
020757,003,AB
075252,002,AB
075252,001,AB
075252,003,AB
075252,004,AB
208687,001,AB
208687,002,AB
208687,003,AB
208687,004,AB
074069,001,AB
074069,002,AB
074069,003,AB
075568,001,AB
077621,002,AB
077621,001,AB
077621,003,AB
077621,004,AB
021641,001,AB
021641,002,AB
217490,001,AB
217490,002,AB
211791,001,AB
211792,001,AB
211793,001,AB
207370,001,AB
207398,001,AB
210000,001,AB
210001,001,AB
209999,001,AB
065404,001,AB
065405,001,AB
065302,003,AB
208250,001,AB
208249,001,AB
207566,001,AB
065398,001,AB
065399,001,AB
065400,001,AB
065225,001,AB
065223,001,AB
065218,001,AB
065211,001,AB
065212,001,AB
065209,001,AB
215772,001,AB
215773,001,AB
209045,001,AB
209044,001,AB
209043,001,AB
065193,001,AB
211068,001,AB
022100,001,AB
022100,002,AB
022100,003,AB
022100,004,AB
007073,001,AB
212378,003,AB
212378,001,AB
212378,002,AB
090334,003,AB
214099,001,AB
214099,002,AB
214114,003,AB
214114,001,AB
214114,002,AB
217788,003,AB
217788,001,AB
217788,002,AB
211555,003,BX
211555,001,BX
211555,002,BX
072234,001,AB
072235,001,AB
077241,003,AB
077241,002,AB
077241,001,AB
215885,001,AB
215885,002,AB
215885,003,AB
217687,001,AB
217687,002,AB
217687,003,AB
078401,002,AB
078401,001,AB
077088,002,AB
077088,001,AB
077068,002,AB
077068,001,AB
214374,001,AB
214374,002,AB
214374,003,AB
209102,001,AB
209102,002,AB
209102,004,AB
209102,003,AB
212067,003,AB
212067,001,AB
212067,002,AB
074584,001,AB
074584,002,AB
211659,003,AB
211659,001,AB
211659,004,AB
211659,002,AB
017377,001,AB
017377,002,AB
208612,001,AB3
021911,002,AB
021911,003,AB
021797,001,AB
021797,002,AB
076820,001,AB
076820,002,AB
076820,003,AB
076820,004,AB
076333,001,AB
076333,002,AB
076333,003,AB
076333,004,AB
078212,001,AB
078212,002,AB
078212,003,AB
076402,001,AB
076402,002,AB
076402,003,AB
076402,004,AB
077128,001,AB
077128,002,AB
077128,003,AB
077128,004,AB
076267,001,AB
076267,002,AB
076267,003,AB
076267,004,AB
076118,001,AB
076118,002,AB
076118,003,AB
076118,004,AB
076344,001,AB
076344,002,AB
076344,003,AB
076344,004,AB
076211,001,AB
076211,002,AB
076211,003,AB
076211,004,AB
078848,001,AB
078848,002,AB
078848,003,AB
078848,004,AB
076342,001,AB
076342,002,AB
076342,003,AB
076342,004,AB
078794,001,AB
078794,002,AB
078794,003,AB
078794,004,AB
076631,001,AB
076631,002,AB
076631,003,AB
076631,004,AB
021286,001,AB
021286,003,AB
021286,004,AB
021532,002,AB
021532,003,AB
021532,005,AB
090473,002,AA
090346,001,AA
090968,001,AA
040103,001,AA
040103,002,AA
040103,003,AA
081265,003,AA
081265,002,AA
081265,001,AA
072264,001,AA
072265,001,AA
072266,001,AA
090168,001,AA
090168,002,AA
090168,003,AA
204713,001,AA
204713,002,AA
204713,003,AA
040715,001,AA
040715,002,AA
040715,003,AA
089058,001,AA
089059,001,AA
089060,001,AA
212694,001,AA
212694,002,AA
212694,003,AA
019865,001,AB
019865,005,AB
019865,002,AB
019865,003,AB
021151,001,AB
021151,002,AB
021151,003,AB
075541,001,AB
075541,002,AB
078962,001,AB
078962,002,AB
040855,001,AA
040855,002,AA
040855,003,AA
040855,004,AA
040728,002,AA
040728,003,AA
040728,004,AA
040728,001,AA
091256,001,AA
091256,002,AA
091256,003,AA
091256,004,AA
040633,001,AA
040634,001,AA
040635,001,AA
040636,001,AA
022532,001,AB
078917,001,AB
079089,001,AB
091011,001,AB
078575,001,AB
079110,001,AB
078634,001,AB
020727,001,AB
204891,001,AB
204891,002,AB
077910,001,AB
077910,002,AB
217617,001,AB
217617,002,AB
215563,001,AB
215563,002,AB
217368,001,AB
217368,002,AB
075643,001,AB
075643,002,AB
075474,001,AB
075474,002,AB
078635,001,AB
078635,002,AB
219044,001,AB
219044,002,AB
215680,001,AB
215680,002,AB
215666,001,AB
215666,002,AB
215666,003,AB
212678,001,AB
212678,002,AB
212678,003,AB
075579,001,AB
075579,002,AB
075579,003,AB
215995,001,AB
215995,002,AB
215995,003,AB
075768,001,AB
075768,002,AB
075768,003,AB
215562,001,AB
215562,002,AB
215562,003,AB
079106,001,AB
079106,002,AB
079106,003,AB
091398,001,AB
085272,001,AA
209324,001,AB
209324,002,AB
207110,001,AB
207110,002,AB
207760,001,AB
207760,002,AB
203341,001,AB
203341,002,AB
209543,001,AB
209543,002,AB
017849,001,AB
017849,002,AB
213683,001,AB
213683,002,AB
213683,003,AB
213683,004,AB
213683,005,AB
213683,006,AB
022433,002,AB
022433,001,AB
077646,001,AB
074631,001,AB
209724,001,AB
209724,002,AB
209724,003,AB
212931,001,AB
212931,002,AB
212931,003,AB
074225,001,AB
074225,002,AB
074225,003,AB
212470,001,AB
212470,002,AB
212470,003,AB
219291,001,AB
219291,002,AB
219291,003,AB
212019,001,AB
212019,002,AB
212019,003,AB
213942,001,AB
213942,002,AB
213942,003,AB
074700,001,AB
074700,002,AB
074700,003,AB
213458,001,AB
213458,002,AB
213458,003,AB
209916,001,AB
209916,002,AB
209916,003,AB
202900,001,AB
202900,002,AB
202900,003,AB
018225,002,AB
018225,001,AB
018225,003,AB
020572,001,AB
203013,001,AB
203013,002,AB
075584,001,AB
075584,002,AB
076143,001,AB
076143,002,AB
075491,001,AB
075491,002,AB
208606,001,AB
208606,002,AB
206975,001,AB
206975,002,AB
207403,001,AB
207403,002,AB
202557,001,AB
202557,002,AB
202557,003,AB
202557,004,AB
202557,005,AB
202087,001,AB
202087,005,AB
202087,002,AB
202087,003,AB
202087,004,AB
078246,001,AB
078246,005,AB
078246,002,AB
078246,003,AB
078246,004,AB
208972,001,BX
208972,002,BX
208972,003,BX
208972,004,BX
208972,005,BX
204582,001,AB
204582,002,AB
204582,003,AB
204582,004,AB
074253,001,AB
074253,002,AB
074253,003,AB
209696,001,BX
209696,002,BX
209696,003,BX
209696,004,BX
209696,005,BX
076008,003,AB
076008,002,AB
076008,004,AB
076008,005,AB
076008,001,AB
075388,001,AB
075388,002,AB
075388,003,AB
078302,001,AB
075521,001,AB
075521,004,AB
075521,002,AB
075521,003,AB
075521,005,AB
202330,001,AB
202330,005,AB
202330,002,AB
202330,003,AB
202330,004,AB
075022,001,AB
075022,002,AB
075022,003,AB
075022,004,AB
210907,001,AB
210907,002,AB
210907,003,AB
210907,004,AB
078888,001,AB
078888,005,AB
078888,002,AB
078888,003,AB
078888,004,AB
203484,002,AA
090956,001,AA
207386,001,AA
214955,001,AA
214305,001,AA
214291,001,AA
214088,001,AA
214088,002,AA
214088,003,AA
211106,001,AA
088616,001,AA
040864,001,AA
200243,001,AA
209587,001,AA
089175,001,AA
214287,001,AA
040511,001,AA
203647,001,AA
089987,001,AA
021742,002,AB
021742,003,AB
021742,004,AB
021742,005,AB
204735,001,AB
077750,001,AB
218618,001,AB
218109,001,AB
076310,001,AB
021540,009,AB
021540,010,AB
021540,011,AB
021540,001,AB
021540,002,AB
021540,003,AB
021540,004,AB
021540,005,AB
021540,006,AB
021540,007,AB
021540,008,AB
202420,001,AB
202885,001,AB
091561,001,AB
210302,001,AB
210302,002,AB
210302,003,AB
209119,001,AB
203813,001,AB
203813,002,AB
203813,003,AB
203813,004,AB
078702,001,AB
078702,002,AB
078702,003,AB
078702,004,AB
206233,001,AB
206233,002,AB
206233,003,AB
091390,001,AB
091390,002,AB
091390,003,AB
091390,004,AB
204100,001,AB
204100,002,AB
204100,003,AB
090704,001,AB
090704,002,AB
090704,003,AB
207455,001,AB
207455,002,AB
207455,003,AB
202965,001,AB
202965,002,AB
202965,003,AB
203466,001,AB
203466,002,AB
203466,003,AB
202593,001,AB
202593,002,AB
207652,001,AB
207652,002,AB
204345,001,AB
204345,002,AB
210604,001,AB
210604,002,AB
210203,001,AB
210203,002,AB
209365,001,AB
209365,002,AB
211724,001,AB
211724,002,AB
090943,001,AB
090943,002,AB
207456,001,AB
207456,002,AB
091649,001,AB
091649,002,AB
217237,001,BX
217237,002,BX
214442,001,AB
214442,002,AB
214442,003,AB
214442,004,AB
212809,001,AB
212809,002,AB
212809,003,AB
212809,004,AB
074677,004,AB
074677,002,AB
074677,001,AB
074677,003,AB
074737,001,AB
074737,002,AB
074737,003,AB
074737,004,AB
074505,001,AB
074505,002,AB
074505,003,AB
074505,004,AB
074477,001,AB
074477,002,AB
074477,003,AB
074477,004,AB
074532,001,AB
074532,002,AB
074532,003,AB
074532,004,AB
018333,001,AB
216623,001,AB
075948,001,AB
218221,001,AB
074649,001,AB
077272,002,AB
207798,001,BX
207798,002,BX
213284,001,AB
204291,001,AB
211055,001,AB
217961,001,AB
205304,001,AB
204763,001,AB
209910,001,AB
074260,001,AB
074260,002,AB
074260,003,AB
218939,001,AB
218939,002,AB
218939,003,AB
216537,001,AB
216537,002,AB
216537,003,AB
073618,001,AB
073589,001,AB
073607,001,AB
090324,002,AB
216505,001,AB
216505,002,AB
216505,003,AB
214092,001,AB
214092,002,AB
214092,003,AB
078536,001,AB
078536,002,AB
078536,003,AB
214495,001,AB
214495,002,AB
214495,003,AB
214495,004,AB
214495,005,AB
214495,006,AB
213212,001,AB
213212,002,AB
213212,003,AB
213212,004,AB
213212,005,AB
213212,006,AB
040442,001,AA
215476,001,AA
207484,001,AA
090756,001,AA
018602,001,AB
018602,002,AB
018602,003,AB
018602,004,AB
019668,001,AB
019668,002,AB
019668,003,AB
019668,004,AB
040576,001,AA
040792,002,AB
040792,001,AA
040245,001,AA
081025,001,AA
205126,001,AB
205126,002,AA
207237,001,AB
207237,002,AA
090988,001,AA
040823,001,AA
205085,001,AA
040188,001,AA
211789,001,AA
203374,001,AA
087499,001,AA
018948,001,AB
078332,001,AB
078332,002,AB
078332,003,AB
078332,004,AB
078384,001,AB
078384,002,AB
078384,003,AB
078384,004,AB
077474,001,AB
077474,002,AB
077474,003,AB
077474,004,AB
078251,001,AB
078251,002,AB
078251,003,AB
078251,004,AB
076649,001,AB
076649,002,AB
076649,003,AB
076649,004,AB
078217,001,AB
078217,002,AB
078217,003,AB
078217,004,AB
078786,001,AB
078786,002,AB
078786,003,AB
078786,004,AB
078165,001,AB
078165,002,AB
078165,003,AB
078165,004,AB
078227,001,AB
078227,002,AB
078227,003,AB
078227,004,AB
077780,001,AB
077780,002,AB
077780,003,AB
077780,004,AB
076373,001,AB
076373,002,AB
076373,003,AB
076373,004,AB
077614,004,AB
077614,001,AB
077614,002,AB
077614,003,AB
020498,001,AB
076561,002,AB
076561,001,AB
210568,001,AB
210568,002,AB
065388,001,AB
065388,002,AB
065370,001,AB
065370,002,AB
065462,001,AB
065462,002,AB
090857,001,AB
090857,002,AB
065340,001,AB
065340,002,AB
065235,001,AB
065235,002,AB
065276,001,AB
065276,002,AB
065208,001,AB
065208,002,AB
065496,001,AB
065496,002,AB
065359,001,AB
065359,002,AB
065359,003,AB
065308,001,AB
065308,002,AB
065308,003,AB
065166,001,AB
065166,002,AB
065166,003,AB
065135,001,AB
065135,002,AB
020822,001,AB
020822,002,AB
020822,003,AB
050723,001,AB
218947,001,AB
218947,002,AB
218817,001,AB
218817,002,AB
080880,001,AA
040516,001,AA
091621,001,AA
090612,001,AA
214756,001,AA
217350,001,AB
