ApplNo,ProductNo,TradeName,ActiveIngredient,Strength,DosageForm,Route,ReferenceListedDrugFlag,ReferenceStandardFlag,MarketingStatus,TECode,RxCUI_Ingredient,RxCUI_Product,LastUpdateDate
040059,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,DISCN,,,,
209596,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,RX,AT,,,
207441,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,DISCN,,,,
209913,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,RX,AT,,,
088167,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,RX,AT,,,
206422,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,RX,AT,,,
088312,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,DISCN,,,,
088449,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,DISCN,,,,
089124,001,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,RX,AT,,,
209118,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,RX,AT,,,
071535,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,DISCN,,,,
209699,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,RX,AT,,,
072934,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,RX,AT,,,
209283,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,RX,AT,,,
206003,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,RX,AT,,,
216389,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,RX,AT,,,
207554,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,DISCN,,,,
072857,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074799,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,Y,RX,AT,,,
072511,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,DISCN,,,,
072522,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,DISCN,,,,
208948,001,FLUOCINONIDE,FLUOCINONIDE,0.05%,SOLUTION,TOPICAL,N,N,RX,AT,,,
087158,001,FLUONID,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,DISCN,,,,
016765,001,FLUOROPLEX,FLUOROURACIL,1%,SOLUTION,TOPICAL,N,N,DISCN,,,,
215612,001,FLUOROURACIL,FLUOROURACIL,5%,SOLUTION,TOPICAL,N,N,RX,AT,,,
076526,001,FLUOROURACIL,FLUOROURACIL,2%,SOLUTION,TOPICAL,N,N,RX,AT,,,
076526,002,FLUOROURACIL,FLUOROURACIL,5%,SOLUTION,TOPICAL,N,Y,RX,AT,,,
088171,001,FLUOTREX,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,N,N,DISCN,,,,
017412,001,GERMA-MEDICA,HEXACHLOROPHENE,1%,SOLUTION,TOPICAL,N,N,DISCN,,,,
017412,002,"""GERMA-MEDICA """"MG""""""",HEXACHLOROPHENE,0.25%,SOLUTION,TOPICAL,N,N,DISCN,,,,
217671,001,HALCINONIDE,HALCINONIDE,0.1%,SOLUTION,TOPICAL,N,Y,RX,,,,
017823,001,HALOG,HALCINONIDE,0.1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
016943,001,HALOTEX,HALOPROGIN,1%,SOLUTION,TOPICAL,N,N,DISCN,,,,
017768,001,HIBICLENS,CHLORHEXIDINE GLUCONATE,4%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
018300,001,HIBISTAT,CHLORHEXIDINE GLUCONATE,0.5%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
076364,001,HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,0.1%,SOLUTION,TOPICAL,N,N,RX,AT,,,
203567,001,JUBLIA,EFINACONAZOLE,10%,SOLUTION,TOPICAL,Y,Y,RX,AB,,,
204427,001,KERYDIN,TAVABOROLE,5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
020749,001,LAMISIL,TERBINAFINE HYDROCHLORIDE,1%,SOLUTION,TOPICAL,N,N,DISCN,,,,
021124,001,LAMISIL AT,TERBINAFINE HYDROCHLORIDE,1%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
086364,001,LARYNG-O-JET KIT,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,RX,AT,,,
087931,001,LARYNGOTRACHEAL ANESTHESIA KIT,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,DISCN,,,,
020965,001,LEVULAN,AMINOLEVULINIC ACID HYDROCHLORIDE,20%,SOLUTION,TOPICAL,Y,Y,RX,,,,
018849,001,LIDEX,FLUOCINONIDE,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
088803,001,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,Y,RX,AT,,,
040710,001,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,RX,AT,,,
216250,001,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,RX,AT,,,
089688,001,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,DISCN,,,,
204494,001,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,RX,AT,,,
218182,001,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,RX,AT,,,
218411,001,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,RX,AT,,,
087881,001,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,RX,AT,,,
019116,001,LOCOID,HYDROCORTISONE BUTYRATE,0.1%,SOLUTION,TOPICAL,Y,Y,RX,AT,,,
019819,001,LOCOID,HYDROCORTISONE BUTYRATE,0.1%,SOLUTION,TOPICAL,N,N,DISCN,,,,
017613,001,LOTRIMIN,CLOTRIMAZOLE,1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
080409,001,LTA II KIT,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,DISCN,,,,
088542,001,LTA II KIT,LIDOCAINE HYDROCHLORIDE,4%,SOLUTION,TOPICAL,N,N,DISCN,,,,
072255,001,MICRODERM,CHLORHEXIDINE GLUCONATE,4%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074924,001,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074767,001,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074643,001,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074500,001,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074731,001,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
075357,001,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,OTC,,,,
074588,001,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,OTC,,,,
074743,002,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074589,001,MINOXIDIL (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074924,002,MINOXIDIL (FOR WOMEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074767,002,MINOXIDIL (FOR WOMEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
074731,002,MINOXIDIL (FOR WOMEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
075357,002,MINOXIDIL (FOR WOMEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,OTC,,,,
074743,001,MINOXIDIL (FOR WOMEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
218175,001,MINOXIDIL (FOR WOMEN),MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,OTC,,,,
075839,001,MINOXIDIL EXTRA STRENGTH (FOR MEN),MINOXIDIL,5%,SOLUTION,TOPICAL,N,N,DISCN,,,,
075438,001,MINOXIDIL EXTRA STRENGTH (FOR MEN),MINOXIDIL,5%,SOLUTION,TOPICAL,N,N,OTC,,,,
075619,001,MINOXIDIL EXTRA STRENGTH (FOR MEN),MINOXIDIL,5%,SOLUTION,TOPICAL,N,N,DISCN,,,,
075518,001,MINOXIDIL EXTRA STRENGTH (FOR MEN),MINOXIDIL,5%,SOLUTION,TOPICAL,N,N,OTC,,,,
075598,001,MINOXIDIL EXTRA STRENGTH (FOR MEN),MINOXIDIL,5%,SOLUTION,TOPICAL,N,N,OTC,,,,
075737,001,MINOXIDIL EXTRA STRENGTH (FOR MEN),MINOXIDIL,5%,SOLUTION,TOPICAL,N,N,DISCN,,,,
217998,001,MINOXIDIL EXTRA STRENGTH (FOR MEN),MINOXIDIL,5%,SOLUTION,TOPICAL,N,N,OTC,,,,
018181,001,MYCELEX,CLOTRIMAZOLE,1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
085130,001,NITROFURAZONE,NITROFURAZONE,0.2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
087081,001,NITROFURAZONE,NITROFURAZONE,0.2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
088572,001,PEDIATRIC LTA KIT,LIDOCAINE HYDROCHLORIDE,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
085995,001,PEDIATRIC LTA KIT,LIDOCAINE HYDROCHLORIDE,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
088214,001,PENECORT,HYDROCORTISONE,1%,SOLUTION,TOPICAL,Y,N,DISCN,,,,
021022,001,PENLAC,CICLOPIROX,8% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
204623,001,PENNSAID,DICLOFENAC SODIUM,2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
020947,001,PENNSAID,DICLOFENAC SODIUM,1.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
090184,001,PODOFILOX,PODOFILOX,0.5%,SOLUTION,TOPICAL,N,N,DISCN,,,,
075600,001,PODOFILOX,PODOFILOX,0.5%,SOLUTION,TOPICAL,N,N,RX,AT,,,
019522,001,POVIDONE IODINE,POVIDONE-IODINE,1%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
072292,001,PREVACARE R,CHLORHEXIDINE GLUCONATE,0.5%,SOLUTION,TOPICAL,N,N,DISCN,,,,
016921,001,RETIN-A,TRETINOIN,0.05%,SOLUTION,TOPICAL,Y,N,DISCN,,,,
019501,002,ROGAINE (FOR MEN),MINOXIDIL,2%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
019501,003,ROGAINE (FOR WOMEN),MINOXIDIL,2%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
020834,001,ROGAINE EXTRA STRENGTH (FOR MEN),MINOXIDIL,5%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
062522,001,SANSAC,ERYTHROMYCIN,2%,SOLUTION,TOPICAL,N,N,DISCN,,,,
017460,001,SEPTI-SOFT,HEXACHLOROPHENE,0.25%,SOLUTION,TOPICAL,N,N,DISCN,,,,
017423,001,SEPTISOL,HEXACHLOROPHENE,0.25%,SOLUTION,TOPICAL,N,N,DISCN,,,,
020922,001,SOLAGE,MEQUINOL; TRETINOIN,2%;0.01%,SOLUTION,TOPICAL,N,N,DISCN,,,,
208288,001,SOLUPREP S,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
050526,001,STATICIN,ERYTHROMYCIN,1.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
070104,001,STERI-STAT,CHLORHEXIDINE GLUCONATE,4%,SOLUTION,TOPICAL,N,N,DISCN,,,,
015296,001,SYNALAR,FLUOCINOLONE ACETONIDE,0.01%,SOLUTION,TOPICAL,Y,Y,RX,AT,,,
062436,001,T-STAT,ERYTHROMYCIN,2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,N,N,DISCN,,,,
212188,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,N,RX,AB,,,
212256,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,N,DISCN,,,,
211963,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,N,RX,AB,,,
212224,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,N,RX,AB,,,
211297,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,Y,RX,AB,,,
212168,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,N,RX,AB,,,
211848,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,N,RX,AB,,,
212215,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,N,DISCN,,,,
212294,001,TAVABOROLE,TAVABOROLE,5%,SOLUTION,TOPICAL,N,N,RX,AB,,,
019966,001,TEMOVATE,CLOBETASOL PROPIONATE,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
080425,001,TEXACORT,HYDROCORTISONE,1%,SOLUTION,TOPICAL,N,N,DISCN,,,,
081271,001,TEXACORT,HYDROCORTISONE,2.5%,SOLUTION,TOPICAL,N,Y,RX,,,,
078176,001,THEROXIDIL,MINOXIDIL,2%,SOLUTION,TOPICAL,N,N,OTC,,,,
076239,001,THEROXIDIL,MINOXIDIL,5%,SOLUTION,TOPICAL,N,N,OTC,,,,
074873,001,TRETINOIN,TRETINOIN,0.05%,SOLUTION,TOPICAL,N,N,DISCN,,,,
075260,001,TRETINOIN,TRETINOIN,0.05%,SOLUTION,TOPICAL,N,N,DISCN,,,,
011914,001,VIRAC REX,LAPYRIUM CHLORIDE; UNDECOYLIUM CHLORIDE IODINE COMPLEX,0.5%;1.8%,SOLUTION,TOPICAL,N,N,DISCN,,,,
014127,001,XYLOCAINE,LIDOCAINE,5%,SOLUTION,TOPICAL,N,N,DISCN,,,,
010417,002,XYLOCAINE 4% PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE,4% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION,TOPICAL,Y,N,DISCN,,,,
212905,001,YCANTH,CANTHARIDIN,0.7%,SOLUTION,TOPICAL,Y,Y,RX,,,,
210872,001,ZURAGARD,ISOPROPYL ALCOHOL,70%,SOLUTION,TOPICAL,Y,Y,OTC,,,,
009561,002,HYPAQUE SODIUM 20%,DIATRIZOATE SODIUM,20%,SOLUTION,URETERAL,N,N,DISCN,,,,
010040,021,RENO-30,DIATRIZOATE MEGLUMINE,30%,SOLUTION,URETERAL,N,N,DISCN,,,,
087729,001,UROVIST CYSTO,DIATRIZOATE MEGLUMINE,30%,SOLUTION,URETERAL,N,N,DISCN,,,,
087731,001,UROVIST CYSTO PEDIATRIC,DIATRIZOATE MEGLUMINE,30%,SOLUTION,URETERAL,N,N,DISCN,,,,
010040,018,CYSTOGRAFIN,DIATRIZOATE MEGLUMINE,30%,SOLUTION,URETHRAL,Y,N,RX,,,,
010040,022,CYSTOGRAFIN DILUTE,DIATRIZOATE MEGLUMINE,18%,SOLUTION,URETHRAL,Y,N,RX,,,,
016403,003,HYPAQUE-CYSTO,DIATRIZOATE MEGLUMINE,30%,SOLUTION,URETHRAL,N,N,DISCN,,,,
018956,007,OMNIPAQUE 70,IOHEXOL,15.1%,SOLUTION,URETHRAL,N,N,DISCN,,,,
019822,001,BIOSCRUB,CHLORHEXIDINE GLUCONATE,4%,SPONGE,TOPICAL,N,N,OTC,,,,
020832,001,CHLORAPREP ONE-STEP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70% (3ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
020832,004,CHLORAPREP ONE-STEP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70% (10.5ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
020832,006,CHLORAPREP ONE-STEP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70% (26ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
020832,008,CHLORAPREP ONE-STEP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70% (1ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
020832,003,CHLORAPREP ONE-STEP FREPP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70% (1.5ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
020832,002,CHLORAPREP WITH TINT,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70% (26ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
020832,005,CHLORAPREP WITH TINT,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70% (10.5ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
020832,007,CHLORAPREP WITH TINT,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,2%;70% (3ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
072525,001,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,4%,SPONGE,TOPICAL,N,Y,OTC,,,,
019490,001,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,4%,SPONGE,TOPICAL,N,N,DISCN,,,,
021586,001,DURAPREP,IODINE POVACRYLEX; ISOPROPYL ALCOHOL,EQ 0.7% IODINE;74% (6ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
021586,002,DURAPREP,IODINE POVACRYLEX; ISOPROPYL ALCOHOL,EQ 0.7% IODINE;74% (26ML),SPONGE,TOPICAL,Y,Y,OTC,,,,
019382,002,E-Z PREP,POVIDONE-IODINE,5%,SPONGE,TOPICAL,N,N,DISCN,,,,
019382,003,E-Z PREP 220,POVIDONE-IODINE,5%,SPONGE,TOPICAL,N,N,DISCN,,,,
073416,001,E-Z SCRUB,CHLORHEXIDINE GLUCONATE,4%,SPONGE,TOPICAL,N,N,DISCN,,,,
017452,001,E-Z SCRUB,HEXACHLOROPHENE,450MG,SPONGE,TOPICAL,N,N,DISCN,,,,
019240,001,E-Z SCRUB 201,POVIDONE-IODINE,20%,SPONGE,TOPICAL,Y,N,DISCN,,,,
019476,001,E-Z SCRUB 241,POVIDONE-IODINE,10%,SPONGE,TOPICAL,Y,N,DISCN,,,,
018363,001,HEXASCRUB,HEXACHLOROPHENE,3%,SPONGE,TOPICAL,N,N,DISCN,,,,
018423,001,HIBICLENS,CHLORHEXIDINE GLUCONATE,4% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SPONGE,TOPICAL,Y,N,DISCN,,,,
072295,001,MICRODERM,CHLORHEXIDINE GLUCONATE,4%,SPONGE,TOPICAL,N,N,DISCN,,,,
019793,001,PHARMASEAL SCRUB CARE,CHLORHEXIDINE GLUCONATE,4%,SPONGE,TOPICAL,N,N,DISCN,,,,
017446,001,PHISO-SCRUB,HEXACHLOROPHENE,3%,SPONGE,TOPICAL,N,N,DISCN,,,,
017433,001,PRE-OP,HEXACHLOROPHENE,480MG,SPONGE,TOPICAL,Y,Y,RX,AT,,,
017433,002,PRE-OP II,HEXACHLOROPHENE,480MG,SPONGE,TOPICAL,Y,N,RX,AT,,,
017413,001,SCRUBTEAM SURGICAL SPONGEBRUSH,HEXACHLOROPHENE,330MG,SPONGE,TOPICAL,N,N,DISCN,,,,
018683,001,TODAY,NONOXYNOL-9,1GM,SPONGE,VAGINAL,Y,N,DISCN,,,,
021747,001,COMBIVENT RESPIMAT,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,EQ 0.1MG BASE/INH;0.02MG/INH,"SPRAY, METERED",INHALATION,Y,Y,RX,,,,
021936,002,SPIRIVA RESPIMAT,TIOTROPIUM BROMIDE,EQ 0.00125MG BASE/INH,"SPRAY, METERED",INHALATION,Y,Y,RX,,,,
021936,001,SPIRIVA RESPIMAT,TIOTROPIUM BROMIDE,EQ 0.0025MG BASE/INH,"SPRAY, METERED",INHALATION,Y,Y,RX,,,,
206756,001,STIOLTO RESPIMAT,OLODATEROL HYDROCHLORIDE; TIOTROPIUM BROMIDE,EQ 0.0025MG BASE/INH;EQ 0.0025MG BASE/INH,"SPRAY, METERED",INHALATION,Y,Y,RX,,,,
203108,001,STRIVERDI RESPIMAT,OLODATEROL HYDROCHLORIDE,EQ 0.0025MG BASE/INH,"SPRAY, METERED",INHALATION,Y,Y,RX,,,,
020120,001,ALLERNAZE,TRIAMCINOLONE ACETONIDE,0.05MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
020114,001,ASTELIN,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SPRAY, METERED",NASAL,Y,N,DISCN,,,,
022203,001,ASTEPRO,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SPRAY, METERED",NASAL,Y,N,DISCN,,,,
022203,002,ASTEPRO,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
213872,001,ASTEPRO ALLERGY,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,Y,Y,OTC,,,,
020393,001,ATROVENT,IPRATROPIUM BROMIDE,0.021MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SPRAY, METERED",NASAL,Y,N,DISCN,,,,
020394,001,ATROVENT,IPRATROPIUM BROMIDE,0.042MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SPRAY, METERED",NASAL,Y,N,DISCN,,,,
208156,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,RX,AB,,,
204660,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,RX,AB,,,
208199,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
216576,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,OTC,,,,
077954,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,Y,RX,AB,,,
201846,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
212289,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,RX,AB,,,
212775,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
090176,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
207610,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,RX,AB,,,
091444,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
207243,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
202743,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
216801,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
202609,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,RX,AB,,,
210032,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
090423,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,DISCN,,,,
091409,001,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,0.137MG/SPRAY,"SPRAY, METERED",NASAL,N,N,RX,AB,,,
216421,001,AZELASTINE HYDROCHLORIDE ALLERGY,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,OTC,,,,
216561,001,AZELASTINE HYDROCHLORIDE ALLERGY,AZELASTINE HYDROCHLORIDE,0.2055MG/SPRAY,"SPRAY, METERED",NASAL,N,N,OTC,,,,
207712,001,AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATE,AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE,0.137MG/SPRAY;0.05MG/SPRAY,"SPRAY, METERED",NASAL,N,Y,RX,AB,,,
