ApplNo,ProductNo,TradeName,ActiveIngredient,Strength,DosageForm,Route,ReferenceListedDrugFlag,ReferenceStandardFlag,MarketingStatus,TECode,RxCUI_Ingredient,RxCUI_Product,LastUpdateDate
078979,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090407,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
211505,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
078919,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
212516,001,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,Y,N,RX,,,,
212516,002,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,Y,N,RX,,,,
212516,003,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,Y,N,RX,,,,
212516,004,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,Y,Y,RX,,,,
090776,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090776,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090776,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
208706,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
208706,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
208706,004,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
208706,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202949,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202949,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202949,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203197,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203197,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203197,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202045,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
202045,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
202045,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090778,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090778,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090778,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203088,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203088,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203088,004,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203088,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
211310,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
211310,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
211310,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
204343,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
204343,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
204343,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202336,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202336,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202336,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090694,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090694,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090694,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090694,004,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
204815,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
204815,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
204815,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090723,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090723,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090723,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090780,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090780,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090780,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
206653,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
206653,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
206653,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
210599,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
210599,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
210599,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090745,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090745,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090745,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
212328,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
212328,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
212328,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090783,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090783,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090783,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090774,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090774,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090774,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
207219,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
207219,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
207219,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
090739,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090739,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090739,004,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090739,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090728,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090728,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090728,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
050536,001,ERYC,ERYTHROMYCIN,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,Y,Y,RX,AB,,,
062546,001,ERYC,ERYTHROMYCIN,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
062618,001,ERYC,ERYTHROMYCIN,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
062338,001,ERYC,ERYTHROMYCIN,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
062648,001,ERYC 125,ERYTHROMYCIN,125MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
050593,001,ERYC SPRINKLES,ERYTHROMYCIN,125MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
063098,001,ERYTHROMYCIN,ERYTHROMYCIN,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
062746,001,ERYTHROMYCIN,ERYTHROMYCIN,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
208333,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
208333,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
209647,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
209647,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
205606,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
205606,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
213158,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
213158,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
212949,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
212949,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
078279,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
078279,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090841,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
090841,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
209495,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
209495,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
217427,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
217427,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
213486,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
213486,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
213859,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
213859,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
207265,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
207265,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
202784,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
211977,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202784,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
211977,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
210559,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
210559,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
078003,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
078003,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
205563,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
205563,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
208511,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
208511,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
078936,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
078936,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
214920,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
214920,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
209735,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
209735,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203636,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
203636,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
217022,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
217022,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
206296,001,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
206296,002,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
076237,001,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,EQ 90MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
078572,001,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,EQ 90MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,N,Y,RX,,,,
203957,001,LANSOPRAZOLE,LANSOPRAZOLE,15MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
203957,002,LANSOPRAZOLE,LANSOPRAZOLE,30MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
207394,001,LANSOPRAZOLE,LANSOPRAZOLE,15MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
207394,002,LANSOPRAZOLE,LANSOPRAZOLE,30MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
207156,001,LANSOPRAZOLE,LANSOPRAZOLE,15MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
207156,002,LANSOPRAZOLE,LANSOPRAZOLE,30MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
091269,001,LANSOPRAZOLE,LANSOPRAZOLE,15MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
202194,001,LANSOPRAZOLE,LANSOPRAZOLE,15MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,OTC,,,,
091269,002,LANSOPRAZOLE,LANSOPRAZOLE,30MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
203964,001,LANSOPRAZOLE,LANSOPRAZOLE,15MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
203964,002,LANSOPRAZOLE,LANSOPRAZOLE,30MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,DISCN,,,,
202727,001,LANSOPRAZOLE,LANSOPRAZOLE,15MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,OTC,,,,
203083,001,LANSOPRAZOLE,LANSOPRAZOLE,15MG,"CAPSULE, DELAYED REL PELLETS",ORAL,N,N,RX,AB,,,
