BLANumber,ReferenceProductName,ExclusivityType,ExclusivityEndDate,Notes
125268,,ExclusivityExpirationDate,NaT,
125268,,FirstInterchangeableExclusivityExpDate,NaT,
125268,,RefProductExclusivityExpDate,NaT,
125274,,ExclusivityExpirationDate,NaT,
125274,,FirstInterchangeableExclusivityExpDate,NaT,
125274,,RefProductExclusivityExpDate,NaT,
125276,,ExclusivityExpirationDate,NaT,
125276,,FirstInterchangeableExclusivityExpDate,NaT,
125276,,RefProductExclusivityExpDate,NaT,
125277,,ExclusivityExpirationDate,NaT,
125277,,FirstInterchangeableExclusivityExpDate,NaT,
125277,,RefProductExclusivityExpDate,NaT,
125280,,ExclusivityExpirationDate,NaT,
125280,,FirstInterchangeableExclusivityExpDate,NaT,
125280,,RefProductExclusivityExpDate,NaT,
125284,,ExclusivityExpirationDate,NaT,
125284,,FirstInterchangeableExclusivityExpDate,NaT,
125284,,RefProductExclusivityExpDate,NaT,
125285,,ExclusivityExpirationDate,NaT,
125285,,FirstInterchangeableExclusivityExpDate,NaT,
125285,,RefProductExclusivityExpDate,2025-01-16,
125285,,RefProductExclusivityExpDate,NaT,
125287,,ExclusivityExpirationDate,NaT,
125287,,FirstInterchangeableExclusivityExpDate,NaT,
125287,,RefProductExclusivityExpDate,NaT,
125288,,ExclusivityExpirationDate,NaT,
125288,,FirstInterchangeableExclusivityExpDate,NaT,
125288,,RefProductExclusivityExpDate,NaT,
125289,,ExclusivityExpirationDate,NaT,
125289,,FirstInterchangeableExclusivityExpDate,NaT,
125289,,RefProductExclusivityExpDate,NaT,
125290,,ExclusivityExpirationDate,NaT,
125290,,FirstInterchangeableExclusivityExpDate,NaT,
125290,,RefProductExclusivityExpDate,NaT,
125291,,ExclusivityExpirationDate,NaT,
125291,,FirstInterchangeableExclusivityExpDate,NaT,
125291,,RefProductExclusivityExpDate,NaT,
125293,,ExclusivityExpirationDate,NaT,
125293,,FirstInterchangeableExclusivityExpDate,NaT,
125293,,RefProductExclusivityExpDate,NaT,
125294,,ExclusivityExpirationDate,NaT,
125294,,FirstInterchangeableExclusivityExpDate,NaT,
125294,,RefProductExclusivityExpDate,2024-02-29,
125294,,RefProductExclusivityExpDate,NaT,
125296,,ExclusivityExpirationDate,NaT,
125296,,FirstInterchangeableExclusivityExpDate,NaT,
125296,,RefProductExclusivityExpDate,NaT,
125297,,ExclusivityExpirationDate,NaT,
125297,,FirstInterchangeableExclusivityExpDate,NaT,
125297,,RefProductExclusivityExpDate,NaT,
125300,,ExclusivityExpirationDate,NaT,
125300,,FirstInterchangeableExclusivityExpDate,NaT,
125300,,RefProductExclusivityExpDate,NaT,
125317,,ExclusivityExpirationDate,NaT,
125317,,FirstInterchangeableExclusivityExpDate,NaT,
125317,,RefProductExclusivityExpDate,NaT,
125319,,ExclusivityExpirationDate,NaT,
125319,,FirstInterchangeableExclusivityExpDate,NaT,
125319,,RefProductExclusivityExpDate,NaT,
125320,,ExclusivityExpirationDate,NaT,
125320,,FirstInterchangeableExclusivityExpDate,NaT,
125320,,RefProductExclusivityExpDate,NaT,
125324,,ExclusivityExpirationDate,NaT,
125324,,FirstInterchangeableExclusivityExpDate,NaT,
125324,,RefProductExclusivityExpDate,NaT,
125325,,ExclusivityExpirationDate,NaT,
125325,,FirstInterchangeableExclusivityExpDate,NaT,
125325,,RefProductExclusivityExpDate,NaT,
125326,,ExclusivityExpirationDate,NaT,
125326,,FirstInterchangeableExclusivityExpDate,NaT,
125326,,RefProductExclusivityExpDate,NaT,
125327,,ExclusivityExpirationDate,NaT,
125327,,FirstInterchangeableExclusivityExpDate,NaT,
125327,,RefProductExclusivityExpDate,NaT,
125329,,ExclusivityExpirationDate,NaT,
125329,,FirstInterchangeableExclusivityExpDate,NaT,
125329,,RefProductExclusivityExpDate,NaT,
125335,,ExclusivityExpirationDate,NaT,
125335,,FirstInterchangeableExclusivityExpDate,NaT,
125335,,RefProductExclusivityExpDate,NaT,
125338,,ExclusivityExpirationDate,NaT,
125338,,FirstInterchangeableExclusivityExpDate,NaT,
125338,,RefProductExclusivityExpDate,NaT,
125347,,ExclusivityExpirationDate,NaT,
125347,,FirstInterchangeableExclusivityExpDate,NaT,
125347,,RefProductExclusivityExpDate,NaT,
125348,,ExclusivityExpirationDate,NaT,
125348,,FirstInterchangeableExclusivityExpDate,NaT,
125348,,RefProductExclusivityExpDate,NaT,
125349,,ExclusivityExpirationDate,NaT,
125349,,FirstInterchangeableExclusivityExpDate,NaT,
125349,,RefProductExclusivityExpDate,NaT,
125350,,ExclusivityExpirationDate,NaT,
125350,,FirstInterchangeableExclusivityExpDate,NaT,
125350,,RefProductExclusivityExpDate,NaT,
125351,,ExclusivityExpirationDate,NaT,
125351,,FirstInterchangeableExclusivityExpDate,NaT,
125351,,RefProductExclusivityExpDate,NaT,
125354,,ExclusivityExpirationDate,NaT,
125354,,FirstInterchangeableExclusivityExpDate,NaT,
125354,,RefProductExclusivityExpDate,NaT,
125359,,ExclusivityExpirationDate,NaT,
125359,,FirstInterchangeableExclusivityExpDate,NaT,
125359,,RefProductExclusivityExpDate,NaT,
125360,,ExclusivityExpirationDate,NaT,
125360,,FirstInterchangeableExclusivityExpDate,NaT,
125360,,RefProductExclusivityExpDate,NaT,
125363,<NA>,ExclusivityExpirationDate,NaT,
125363,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125363,<NA>,RefProductExclusivityExpDate,NaT,
125370,,ExclusivityExpirationDate,NaT,
125370,,FirstInterchangeableExclusivityExpDate,NaT,
125370,,RefProductExclusivityExpDate,NaT,
125377,,ExclusivityExpirationDate,NaT,
125377,,FirstInterchangeableExclusivityExpDate,NaT,
125377,,RefProductExclusivityExpDate,NaT,
125385,,ExclusivityExpirationDate,NaT,
125385,,FirstInterchangeableExclusivityExpDate,NaT,
125385,,RefProductExclusivityExpDate,NaT,
125387,,ExclusivityExpirationDate,NaT,
125387,,FirstInterchangeableExclusivityExpDate,NaT,
125387,,RefProductExclusivityExpDate,2024-05-18,
125387,,RefProductExclusivityExpDate,NaT,
125388,,ExclusivityExpirationDate,NaT,
125388,,FirstInterchangeableExclusivityExpDate,NaT,
125388,,RefProductExclusivityExpDate,NaT,
125389,,ExclusivityExpirationDate,NaT,
125389,,FirstInterchangeableExclusivityExpDate,NaT,
125389,,RefProductExclusivityExpDate,NaT,
125390,,ExclusivityExpirationDate,NaT,
125390,,FirstInterchangeableExclusivityExpDate,NaT,
125390,,RefProductExclusivityExpDate,NaT,
125391,,ExclusivityExpirationDate,NaT,
125391,,FirstInterchangeableExclusivityExpDate,NaT,
125391,,RefProductExclusivityExpDate,NaT,
125392,,ExclusivityExpirationDate,NaT,
125392,,FirstInterchangeableExclusivityExpDate,NaT,
125392,,RefProductExclusivityExpDate,NaT,
125397,,ExclusivityExpirationDate,NaT,
125397,,FirstInterchangeableExclusivityExpDate,NaT,
125397,,RefProductExclusivityExpDate,NaT,
125398,,ExclusivityExpirationDate,NaT,
125398,,FirstInterchangeableExclusivityExpDate,NaT,
125398,,RefProductExclusivityExpDate,NaT,
125400,,ExclusivityExpirationDate,NaT,
125400,,FirstInterchangeableExclusivityExpDate,NaT,
125400,,RefProductExclusivityExpDate,NaT,
125402,,ExclusivityExpirationDate,NaT,
125402,,FirstInterchangeableExclusivityExpDate,NaT,
125402,,RefProductExclusivityExpDate,NaT,
125407,,ExclusivityExpirationDate,NaT,
125407,,FirstInterchangeableExclusivityExpDate,NaT,
125407,,RefProductExclusivityExpDate,NaT,
125408,,ExclusivityExpirationDate,NaT,
125408,,FirstInterchangeableExclusivityExpDate,NaT,
125408,,RefProductExclusivityExpDate,NaT,
125409,,ExclusivityExpirationDate,NaT,
125409,,FirstInterchangeableExclusivityExpDate,NaT,
125409,,RefProductExclusivityExpDate,2024-06-08,
125413,,ExclusivityExpirationDate,NaT,
125413,,FirstInterchangeableExclusivityExpDate,NaT,
125413,,RefProductExclusivityExpDate,NaT,
125416,,ExclusivityExpirationDate,NaT,
125416,,FirstInterchangeableExclusivityExpDate,NaT,
125416,,RefProductExclusivityExpDate,NaT,
125418,,ExclusivityExpirationDate,NaT,
125418,,FirstInterchangeableExclusivityExpDate,NaT,
125418,,RefProductExclusivityExpDate,NaT,
125419,,ExclusivityExpirationDate,NaT,
125419,,FirstInterchangeableExclusivityExpDate,NaT,
125419,,RefProductExclusivityExpDate,NaT,
125421,,ExclusivityExpirationDate,NaT,
125421,,FirstInterchangeableExclusivityExpDate,NaT,
125421,,RefProductExclusivityExpDate,NaT,
125422,,ExclusivityExpirationDate,NaT,
125422,,FirstInterchangeableExclusivityExpDate,NaT,
125422,,RefProductExclusivityExpDate,NaT,
125426,,ExclusivityExpirationDate,NaT,
125426,,FirstInterchangeableExclusivityExpDate,NaT,
125426,,RefProductExclusivityExpDate,NaT,
125427,,ExclusivityExpirationDate,NaT,
125427,,FirstInterchangeableExclusivityExpDate,NaT,
125427,,RefProductExclusivityExpDate,NaT,
125428,,ExclusivityExpirationDate,NaT,
125428,,FirstInterchangeableExclusivityExpDate,NaT,
125428,,RefProductExclusivityExpDate,NaT,
125430,,ExclusivityExpirationDate,NaT,
125430,,FirstInterchangeableExclusivityExpDate,NaT,
125430,,RefProductExclusivityExpDate,NaT,
125431,,ExclusivityExpirationDate,NaT,
125431,,FirstInterchangeableExclusivityExpDate,NaT,
125431,,RefProductExclusivityExpDate,NaT,
125432,,ExclusivityExpirationDate,NaT,
125432,,FirstInterchangeableExclusivityExpDate,NaT,
125432,,RefProductExclusivityExpDate,NaT,
125433,,ExclusivityExpirationDate,NaT,
125433,,FirstInterchangeableExclusivityExpDate,NaT,
125433,,RefProductExclusivityExpDate,NaT,
125444,,ExclusivityExpirationDate,NaT,
125444,,FirstInterchangeableExclusivityExpDate,NaT,
125444,,RefProductExclusivityExpDate,NaT,
125446,,ExclusivityExpirationDate,NaT,
125446,,FirstInterchangeableExclusivityExpDate,NaT,
125446,,RefProductExclusivityExpDate,NaT,
125460,,ExclusivityExpirationDate,NaT,
125460,,FirstInterchangeableExclusivityExpDate,NaT,
125460,,RefProductExclusivityExpDate,NaT,
125462,,ExclusivityExpirationDate,NaT,
125462,,FirstInterchangeableExclusivityExpDate,NaT,
125462,,RefProductExclusivityExpDate,NaT,
125466,,ExclusivityExpirationDate,NaT,
125466,,FirstInterchangeableExclusivityExpDate,NaT,
125466,,RefProductExclusivityExpDate,NaT,
125469,,ExclusivityExpirationDate,NaT,
125469,,FirstInterchangeableExclusivityExpDate,NaT,
125469,,RefProductExclusivityExpDate,NaT,
125471,,ExclusivityExpirationDate,NaT,
125471,,FirstInterchangeableExclusivityExpDate,NaT,
125471,,RefProductExclusivityExpDate,NaT,
125472,,ExclusivityExpirationDate,NaT,
125472,,FirstInterchangeableExclusivityExpDate,NaT,
125472,,RefProductExclusivityExpDate,NaT,
125473,,ExclusivityExpirationDate,NaT,
125473,,FirstInterchangeableExclusivityExpDate,NaT,
125473,,RefProductExclusivityExpDate,NaT,
125476,,ExclusivityExpirationDate,NaT,
125476,,FirstInterchangeableExclusivityExpDate,NaT,
125476,,RefProductExclusivityExpDate,NaT,
125477,,ExclusivityExpirationDate,NaT,
125477,,FirstInterchangeableExclusivityExpDate,NaT,
125477,,RefProductExclusivityExpDate,NaT,
125478,,ExclusivityExpirationDate,NaT,
125478,,FirstInterchangeableExclusivityExpDate,NaT,
125478,,RefProductExclusivityExpDate,NaT,
125486,,ExclusivityExpirationDate,NaT,
125486,,FirstInterchangeableExclusivityExpDate,NaT,
125486,,RefProductExclusivityExpDate,NaT,
125487,,ExclusivityExpirationDate,NaT,
125487,,FirstInterchangeableExclusivityExpDate,NaT,
125487,,RefProductExclusivityExpDate,NaT,
125488,,ExclusivityExpirationDate,NaT,
125488,,FirstInterchangeableExclusivityExpDate,NaT,
125488,,RefProductExclusivityExpDate,NaT,
125495,,ExclusivityExpirationDate,NaT,
125495,,FirstInterchangeableExclusivityExpDate,NaT,
125495,,RefProductExclusivityExpDate,2026-07-16,
125496,,ExclusivityExpirationDate,NaT,
125496,,FirstInterchangeableExclusivityExpDate,NaT,
125496,,RefProductExclusivityExpDate,NaT,
125499,,ExclusivityExpirationDate,NaT,
125499,,FirstInterchangeableExclusivityExpDate,NaT,
125499,,RefProductExclusivityExpDate,NaT,
125504,,ExclusivityExpirationDate,NaT,
125504,,FirstInterchangeableExclusivityExpDate,NaT,
125504,,RefProductExclusivityExpDate,NaT,
125506,,ExclusivityExpirationDate,NaT,
125506,,FirstInterchangeableExclusivityExpDate,NaT,
125506,,RefProductExclusivityExpDate,NaT,
125508,,ExclusivityExpirationDate,NaT,
125508,,FirstInterchangeableExclusivityExpDate,NaT,
125508,,RefProductExclusivityExpDate,NaT,
125509,,ExclusivityExpirationDate,NaT,
125509,,FirstInterchangeableExclusivityExpDate,NaT,
125509,,RefProductExclusivityExpDate,NaT,
125510,,ExclusivityExpirationDate,NaT,
125510,,FirstInterchangeableExclusivityExpDate,NaT,
125510,,RefProductExclusivityExpDate,NaT,
125510,<NA>,ExclusivityExpirationDate,NaT,
125510,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125510,<NA>,RefProductExclusivityExpDate,NaT,
125511,,ExclusivityExpirationDate,NaT,
125511,,FirstInterchangeableExclusivityExpDate,NaT,
125511,,RefProductExclusivityExpDate,NaT,
125512,,ExclusivityExpirationDate,NaT,
125512,,FirstInterchangeableExclusivityExpDate,NaT,
125512,,RefProductExclusivityExpDate,NaT,
125513,,ExclusivityExpirationDate,NaT,
125513,,FirstInterchangeableExclusivityExpDate,NaT,
125513,,RefProductExclusivityExpDate,NaT,
125514,,ExclusivityExpirationDate,NaT,
125514,,FirstInterchangeableExclusivityExpDate,NaT,
125514,,RefProductExclusivityExpDate,NaT,
125516,,ExclusivityExpirationDate,NaT,
125516,,FirstInterchangeableExclusivityExpDate,NaT,
125516,,RefProductExclusivityExpDate,NaT,
125518,,ExclusivityExpirationDate,NaT,
125518,,FirstInterchangeableExclusivityExpDate,NaT,
125518,,RefProductExclusivityExpDate,NaT,
125521,,ExclusivityExpirationDate,NaT,
125521,,FirstInterchangeableExclusivityExpDate,NaT,
125521,,RefProductExclusivityExpDate,NaT,
125522,,ExclusivityExpirationDate,NaT,
125522,,FirstInterchangeableExclusivityExpDate,NaT,
125522,,RefProductExclusivityExpDate,NaT,
125523,<NA>,ExclusivityExpirationDate,NaT,
125523,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125523,<NA>,RefProductExclusivityExpDate,NaT,
125525,,ExclusivityExpirationDate,NaT,
125525,,FirstInterchangeableExclusivityExpDate,NaT,
125525,,RefProductExclusivityExpDate,NaT,
125526,,ExclusivityExpirationDate,NaT,
125526,,FirstInterchangeableExclusivityExpDate,NaT,
125526,,RefProductExclusivityExpDate,NaT,
125544,Remicade,ExclusivityExpirationDate,NaT,
125544,Remicade,FirstInterchangeableExclusivityExpDate,NaT,
125544,Remicade,RefProductExclusivityExpDate,NaT,
125545,Procrit,ExclusivityExpirationDate,NaT,
125545,Procrit,FirstInterchangeableExclusivityExpDate,NaT,
125545,Procrit,RefProductExclusivityExpDate,NaT,
125546,,ExclusivityExpirationDate,NaT,
125546,,FirstInterchangeableExclusivityExpDate,NaT,
125546,,RefProductExclusivityExpDate,NaT,
125547,,ExclusivityExpirationDate,NaT,
125547,,FirstInterchangeableExclusivityExpDate,NaT,
125547,,RefProductExclusivityExpDate,NaT,
125549,,ExclusivityExpirationDate,NaT,
125549,,FirstInterchangeableExclusivityExpDate,NaT,
125549,,RefProductExclusivityExpDate,2026-10-29,
125553,Neupogen,ExclusivityExpirationDate,NaT,
125553,Neupogen,FirstInterchangeableExclusivityExpDate,NaT,
125553,Neupogen,RefProductExclusivityExpDate,NaT,
125554,,ExclusivityExpirationDate,NaT,
125554,,FirstInterchangeableExclusivityExpDate,NaT,
125554,,RefProductExclusivityExpDate,NaT,
125555,,ExclusivityExpirationDate,NaT,
125555,,FirstInterchangeableExclusivityExpDate,NaT,
125555,,RefProductExclusivityExpDate,NaT,
125557,,ExclusivityExpirationDate,NaT,
125557,,FirstInterchangeableExclusivityExpDate,NaT,
125557,,RefProductExclusivityExpDate,NaT,
125559,,ExclusivityExpirationDate,NaT,
125559,,FirstInterchangeableExclusivityExpDate,NaT,
125559,,RefProductExclusivityExpDate,NaT,
125561,,ExclusivityExpirationDate,NaT,
125561,,FirstInterchangeableExclusivityExpDate,NaT,
125561,,RefProductExclusivityExpDate,NaT,
125562,,ExclusivityExpirationDate,NaT,
125562,,FirstInterchangeableExclusivityExpDate,NaT,
125562,,RefProductExclusivityExpDate,NaT,
125563,,ExclusivityExpirationDate,NaT,
125563,,FirstInterchangeableExclusivityExpDate,NaT,
125563,,RefProductExclusivityExpDate,NaT,
125566,,ExclusivityExpirationDate,NaT,
125566,,FirstInterchangeableExclusivityExpDate,NaT,
125566,,RefProductExclusivityExpDate,NaT,
125574,,ExclusivityExpirationDate,NaT,
125574,,FirstInterchangeableExclusivityExpDate,NaT,
125574,,RefProductExclusivityExpDate,NaT,
125577,,ExclusivityExpirationDate,NaT,
125577,,FirstInterchangeableExclusivityExpDate,NaT,
125577,,RefProductExclusivityExpDate,NaT,
125579,,ExclusivityExpirationDate,NaT,
125579,,FirstInterchangeableExclusivityExpDate,NaT,
125579,,RefProductExclusivityExpDate,NaT,
125582,,ExclusivityExpirationDate,NaT,
125582,,FirstInterchangeableExclusivityExpDate,NaT,
125582,,RefProductExclusivityExpDate,NaT,
125585,,ExclusivityExpirationDate,NaT,
125585,,FirstInterchangeableExclusivityExpDate,NaT,
125585,,RefProductExclusivityExpDate,NaT,
125586,,ExclusivityExpirationDate,NaT,
125586,,FirstInterchangeableExclusivityExpDate,NaT,
125586,,RefProductExclusivityExpDate,NaT,
125587,,ExclusivityExpirationDate,NaT,
125587,,FirstInterchangeableExclusivityExpDate,NaT,
125587,,RefProductExclusivityExpDate,NaT,
125590,,ExclusivityExpirationDate,NaT,
125590,,FirstInterchangeableExclusivityExpDate,NaT,
125590,,RefProductExclusivityExpDate,NaT,
125591,,ExclusivityExpirationDate,NaT,
125591,,FirstInterchangeableExclusivityExpDate,NaT,
125591,,RefProductExclusivityExpDate,NaT,
125592,,ExclusivityExpirationDate,NaT,
125592,,FirstInterchangeableExclusivityExpDate,NaT,
125592,,RefProductExclusivityExpDate,NaT,
125594,,ExclusivityExpirationDate,NaT,
125594,,FirstInterchangeableExclusivityExpDate,NaT,
125594,,RefProductExclusivityExpDate,NaT,
125596,,ExclusivityExpirationDate,NaT,
125596,,FirstInterchangeableExclusivityExpDate,NaT,
125596,,RefProductExclusivityExpDate,NaT,
125597,,ExclusivityExpirationDate,NaT,
125597,,FirstInterchangeableExclusivityExpDate,NaT,
125597,,RefProductExclusivityExpDate,NaT,
125603,,ExclusivityExpirationDate,NaT,
125603,,FirstInterchangeableExclusivityExpDate,NaT,
125603,,RefProductExclusivityExpDate,NaT,
125606,,ExclusivityExpirationDate,NaT,
125606,,FirstInterchangeableExclusivityExpDate,NaT,
125606,,RefProductExclusivityExpDate,NaT,
125610,,ExclusivityExpirationDate,NaT,
125610,,FirstInterchangeableExclusivityExpDate,NaT,
125610,,RefProductExclusivityExpDate,NaT,
125611,,ExclusivityExpirationDate,NaT,
125611,,FirstInterchangeableExclusivityExpDate,NaT,
125611,,RefProductExclusivityExpDate,NaT,
125612,,ExclusivityExpirationDate,NaT,
125612,,FirstInterchangeableExclusivityExpDate,NaT,
125612,,RefProductExclusivityExpDate,NaT,
125613,,ExclusivityExpirationDate,NaT,
125613,,FirstInterchangeableExclusivityExpDate,NaT,
125613,,RefProductExclusivityExpDate,NaT,
125614,,ExclusivityExpirationDate,NaT,
125614,,FirstInterchangeableExclusivityExpDate,NaT,
125614,,RefProductExclusivityExpDate,NaT,
125614,<NA>,ExclusivityExpirationDate,NaT,
125614,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125614,<NA>,RefProductExclusivityExpDate,NaT,
125640,,ExclusivityExpirationDate,NaT,
125640,,FirstInterchangeableExclusivityExpDate,NaT,
125640,,RefProductExclusivityExpDate,NaT,
125641,<NA>,ExclusivityExpirationDate,NaT,
125641,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125641,<NA>,RefProductExclusivityExpDate,NaT,
125643,,ExclusivityExpirationDate,NaT,
125643,,FirstInterchangeableExclusivityExpDate,NaT,
125643,,RefProductExclusivityExpDate,NaT,
125644,,ExclusivityExpirationDate,NaT,
125644,,FirstInterchangeableExclusivityExpDate,NaT,
125644,,RefProductExclusivityExpDate,NaT,
125646,,ExclusivityExpirationDate,NaT,
125646,,FirstInterchangeableExclusivityExpDate,NaT,
125646,,RefProductExclusivityExpDate,NaT,
125657,,ExclusivityExpirationDate,NaT,
125657,,FirstInterchangeableExclusivityExpDate,NaT,
125657,,RefProductExclusivityExpDate,NaT,
125659,,ExclusivityExpirationDate,NaT,
125659,,FirstInterchangeableExclusivityExpDate,NaT,
125659,,RefProductExclusivityExpDate,2033-06-04,
125661,,ExclusivityExpirationDate,NaT,
125661,,FirstInterchangeableExclusivityExpDate,NaT,
125661,,RefProductExclusivityExpDate,NaT,
125668,,ExclusivityExpirationDate,NaT,
125668,,FirstInterchangeableExclusivityExpDate,NaT,
125668,,RefProductExclusivityExpDate,NaT,
125671,,ExclusivityExpirationDate,NaT,
125671,,FirstInterchangeableExclusivityExpDate,NaT,
125671,,RefProductExclusivityExpDate,NaT,
125678,,ExclusivityExpirationDate,NaT,
125678,,FirstInterchangeableExclusivityExpDate,NaT,
125678,,RefProductExclusivityExpDate,NaT,
125682,,ExclusivityExpirationDate,NaT,
125682,,FirstInterchangeableExclusivityExpDate,NaT,
125682,,RefProductExclusivityExpDate,2031-05-01,
125683,,ExclusivityExpirationDate,NaT,
125683,,FirstInterchangeableExclusivityExpDate,NaT,
125683,,RefProductExclusivityExpDate,NaT,
125685,,ExclusivityExpirationDate,NaT,
125685,,FirstInterchangeableExclusivityExpDate,NaT,
125685,,RefProductExclusivityExpDate,2033-10-08,
125690,,ExclusivityExpirationDate,NaT,
125690,,FirstInterchangeableExclusivityExpDate,NaT,
125690,,RefProductExclusivityExpDate,2031-12-19,
125692,<NA>,ExclusivityExpirationDate,NaT,
125692,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125692,<NA>,RefProductExclusivityExpDate,NaT,
125694,,ExclusivityExpirationDate,NaT,
125694,,FirstInterchangeableExclusivityExpDate,NaT,
125694,,RefProductExclusivityExpDate,2031-05-24,
125696,<NA>,ExclusivityExpirationDate,NaT,
125696,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125696,<NA>,RefProductExclusivityExpDate,NaT,
125700,,ExclusivityExpirationDate,NaT,
125700,,FirstInterchangeableExclusivityExpDate,NaT,
125700,,RefProductExclusivityExpDate,2034-12-16,
125701,<NA>,ExclusivityExpirationDate,NaT,
125701,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125701,<NA>,RefProductExclusivityExpDate,2032-04-23,
125703,<NA>,ExclusivityExpirationDate,NaT,
125703,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125703,<NA>,RefProductExclusivityExpDate,NaT,
125706,,ExclusivityExpirationDate,NaT,
125706,,FirstInterchangeableExclusivityExpDate,NaT,
125706,,RefProductExclusivityExpDate,NaT,
125714,<NA>,ExclusivityExpirationDate,NaT,
125714,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125714,<NA>,RefProductExclusivityExpDate,NaT,
125717,,ExclusivityExpirationDate,NaT,
125717,,FirstInterchangeableExclusivityExpDate,NaT,
125717,,RefProductExclusivityExpDate,2034-08-17,
125720,<NA>,ExclusivityExpirationDate,NaT,
125720,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125720,<NA>,RefProductExclusivityExpDate,NaT,
125722,,ExclusivityExpirationDate,NaT,
125722,,FirstInterchangeableExclusivityExpDate,NaT,
125722,,RefProductExclusivityExpDate,NaT,
125730,,ExclusivityExpirationDate,NaT,
125730,,FirstInterchangeableExclusivityExpDate,NaT,
125730,,RefProductExclusivityExpDate,2033-06-15,
125731,,ExclusivityExpirationDate,NaT,
125731,,FirstInterchangeableExclusivityExpDate,NaT,
125731,,RefProductExclusivityExpDate,2033-06-08,
125734,<NA>,ExclusivityExpirationDate,NaT,
125734,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125734,<NA>,RefProductExclusivityExpDate,NaT,
125736,,ExclusivityExpirationDate,NaT,
125736,,FirstInterchangeableExclusivityExpDate,NaT,
125736,,RefProductExclusivityExpDate,NaT,
125737,,ExclusivityExpirationDate,NaT,
125737,,FirstInterchangeableExclusivityExpDate,NaT,
125737,,RefProductExclusivityExpDate,2033-11-30,
125738,,ExclusivityExpirationDate,NaT,
125738,,FirstInterchangeableExclusivityExpDate,NaT,
125738,,RefProductExclusivityExpDate,NaT,
125739,,ExclusivityExpirationDate,NaT,
125739,,FirstInterchangeableExclusivityExpDate,NaT,
125739,,RefProductExclusivityExpDate,2034-11-30,
125740,<NA>,ExclusivityExpirationDate,NaT,
125740,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125740,<NA>,RefProductExclusivityExpDate,NaT,
125741,<NA>,ExclusivityExpirationDate,NaT,
125741,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125741,<NA>,RefProductExclusivityExpDate,2033-07-16,
125742,,ExclusivityExpirationDate,NaT,
125742,,FirstInterchangeableExclusivityExpDate,NaT,
125742,,RefProductExclusivityExpDate,NaT,
125743,,ExclusivityExpirationDate,NaT,
125743,,FirstInterchangeableExclusivityExpDate,NaT,
125743,,RefProductExclusivityExpDate,NaT,
125746,,ExclusivityExpirationDate,NaT,
125746,,FirstInterchangeableExclusivityExpDate,NaT,
125746,,RefProductExclusivityExpDate,2034-02-28,
125748,,ExclusivityExpirationDate,NaT,
125748,,FirstInterchangeableExclusivityExpDate,NaT,
125748,,RefProductExclusivityExpDate,NaT,
125752,,ExclusivityExpirationDate,NaT,
125752,,FirstInterchangeableExclusivityExpDate,NaT,
125752,,RefProductExclusivityExpDate,NaT,
125755,<NA>,ExclusivityExpirationDate,NaT,
125755,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125755,<NA>,RefProductExclusivityExpDate,2034-09-16,
125757,,ExclusivityExpirationDate,NaT,
125757,,FirstInterchangeableExclusivityExpDate,NaT,
125757,,RefProductExclusivityExpDate,2035-04-26,
125758,,ExclusivityExpirationDate,NaT,
125758,,FirstInterchangeableExclusivityExpDate,NaT,
125758,,RefProductExclusivityExpDate,2036-03-18,
125761,,ExclusivityExpirationDate,NaT,
125761,,FirstInterchangeableExclusivityExpDate,NaT,
125761,,RefProductExclusivityExpDate,NaT,
125764,,ExclusivityExpirationDate,NaT,
125764,,FirstInterchangeableExclusivityExpDate,NaT,
125764,,RefProductExclusivityExpDate,NaT,
125769,,ExclusivityExpirationDate,NaT,
125769,,FirstInterchangeableExclusivityExpDate,NaT,
125769,,RefProductExclusivityExpDate,NaT,
125770,,ExclusivityExpirationDate,NaT,
125770,,FirstInterchangeableExclusivityExpDate,NaT,
125770,,RefProductExclusivityExpDate,NaT,
125771,,ExclusivityExpirationDate,NaT,
125771,,FirstInterchangeableExclusivityExpDate,NaT,
125771,,RefProductExclusivityExpDate,NaT,
125772,,ExclusivityExpirationDate,NaT,
125772,,FirstInterchangeableExclusivityExpDate,NaT,
125772,,RefProductExclusivityExpDate,2034-11-22,
125773,,ExclusivityExpirationDate,NaT,
125773,,FirstInterchangeableExclusivityExpDate,NaT,
125773,,RefProductExclusivityExpDate,2036-02-16,
125774,,ExclusivityExpirationDate,NaT,
125774,,FirstInterchangeableExclusivityExpDate,NaT,
125774,,RefProductExclusivityExpDate,NaT,
