BLANumber,ReferenceProductName,ExclusivityType,ExclusivityEndDate,Notes
761261,,RefProductExclusivityExpDate,NaT,
761262,,ExclusivityExpirationDate,NaT,
761262,,FirstInterchangeableExclusivityExpDate,NaT,
761262,,RefProductExclusivityExpDate,NaT,
761263,,ExclusivityExpirationDate,NaT,
761263,,FirstInterchangeableExclusivityExpDate,NaT,
761263,,RefProductExclusivityExpDate,NaT,
761268,Avastin,ExclusivityExpirationDate,NaT,
761268,Avastin,FirstInterchangeableExclusivityExpDate,NaT,
761268,Avastin,RefProductExclusivityExpDate,NaT,
761269,,ExclusivityExpirationDate,NaT,
761269,,FirstInterchangeableExclusivityExpDate,NaT,
761269,,RefProductExclusivityExpDate,NaT,
761274,Eylea,ExclusivityExpirationDate,NaT,
761274,Eylea,FirstInterchangeableExclusivityExpDate,NaT,
761274,Eylea,RefProductExclusivityExpDate,NaT,
761275,Actemra,ExclusivityExpirationDate,NaT,
761275,Actemra,FirstInterchangeableExclusivityExpDate,NaT,
761275,Actemra,RefProductExclusivityExpDate,NaT,
761278,,ExclusivityExpirationDate,NaT,
761278,,FirstInterchangeableExclusivityExpDate,NaT,
761278,,RefProductExclusivityExpDate,NaT,
761279,,ExclusivityExpirationDate,NaT,
761279,,FirstInterchangeableExclusivityExpDate,NaT,
761279,,RefProductExclusivityExpDate,NaT,
761285,Stelara,ExclusivityExpirationDate,NaT,
761285,Stelara,FirstInterchangeableExclusivityExpDate,2025-04-30,
761285,Stelara,RefProductExclusivityExpDate,NaT,
761285,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761286,,ExclusivityExpirationDate,NaT,
761286,,FirstInterchangeableExclusivityExpDate,NaT,
761286,,RefProductExclusivityExpDate,NaT,
761289,,ExclusivityExpirationDate,NaT,
761289,,FirstInterchangeableExclusivityExpDate,NaT,
761289,,RefProductExclusivityExpDate,NaT,
761291,,ExclusivityExpirationDate,NaT,
761291,,FirstInterchangeableExclusivityExpDate,NaT,
761291,,RefProductExclusivityExpDate,NaT,
761297,,ExclusivityExpirationDate,NaT,
761297,,FirstInterchangeableExclusivityExpDate,NaT,
761297,,RefProductExclusivityExpDate,NaT,
761298,Eylea,ExclusivityExpirationDate,NaT,
761298,Eylea,FirstInterchangeableExclusivityExpDate,NaT,
761298,Eylea,RefProductExclusivityExpDate,NaT,
761299,Humira,ExclusivityExpirationDate,NaT,
761299,Humira,FirstInterchangeableExclusivityExpDate,2025-05-20,
761299,Humira,RefProductExclusivityExpDate,NaT,
761299,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761304,,ExclusivityExpirationDate,NaT,
761304,,FirstInterchangeableExclusivityExpDate,NaT,
761304,,RefProductExclusivityExpDate,NaT,
761306,,ExclusivityExpirationDate,NaT,
761306,,FirstInterchangeableExclusivityExpDate,NaT,
761306,,RefProductExclusivityExpDate,NaT,
761309,,ExclusivityExpirationDate,NaT,
761309,,FirstInterchangeableExclusivityExpDate,NaT,
761309,,RefProductExclusivityExpDate,NaT,
761310,,ExclusivityExpirationDate,NaT,
761310,,FirstInterchangeableExclusivityExpDate,NaT,
761310,,RefProductExclusivityExpDate,NaT,
761312,,ExclusivityExpirationDate,NaT,
761312,,FirstInterchangeableExclusivityExpDate,NaT,
761312,,RefProductExclusivityExpDate,NaT,
761315,,ExclusivityExpirationDate,NaT,
761315,,FirstInterchangeableExclusivityExpDate,NaT,
761315,,RefProductExclusivityExpDate,NaT,
761322,Tysabri,ExclusivityExpirationDate,NaT,
761322,Tysabri,FirstInterchangeableExclusivityExpDate,NaT,
761322,Tysabri,RefProductExclusivityExpDate,NaT,
761324,,ExclusivityExpirationDate,NaT,
761324,,FirstInterchangeableExclusivityExpDate,NaT,
761324,,RefProductExclusivityExpDate,NaT,
761325,Novolog,ExclusivityExpirationDate,NaT,
761325,Novolog,FirstInterchangeableExclusivityExpDate,NaT,
761325,Novolog,RefProductExclusivityExpDate,NaT,
761328,,ExclusivityExpirationDate,NaT,
761328,,FirstInterchangeableExclusivityExpDate,NaT,
761328,,RefProductExclusivityExpDate,NaT,
761331,Stelara,ExclusivityExpirationDate,NaT,
761331,Stelara,FirstInterchangeableExclusivityExpDate,2025-04-30,
761331,Stelara,RefProductExclusivityExpDate,NaT,
761333,Soliris,ExclusivityExpirationDate,NaT,
761333,Soliris,FirstInterchangeableExclusivityExpDate,2025-11-28,
761333,Soliris,RefProductExclusivityExpDate,NaT,
761334,,ExclusivityExpirationDate,NaT,
761334,,FirstInterchangeableExclusivityExpDate,NaT,
761334,,RefProductExclusivityExpDate,NaT,
761336,,ExclusivityExpirationDate,NaT,
761336,,FirstInterchangeableExclusivityExpDate,NaT,
761336,,RefProductExclusivityExpDate,NaT,
761338,Stelara,ExclusivityExpirationDate,NaT,
761338,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761338,Stelara,RefProductExclusivityExpDate,NaT,
761339,,ExclusivityExpirationDate,NaT,
761339,,FirstInterchangeableExclusivityExpDate,NaT,
761339,,RefProductExclusivityExpDate,NaT,
761340,Soliris,ExclusivityExpirationDate,NaT,
761340,Soliris,FirstInterchangeableExclusivityExpDate,NaT,
761340,Soliris,RefProductExclusivityExpDate,NaT,
761342,,ExclusivityExpirationDate,NaT,
761342,,FirstInterchangeableExclusivityExpDate,NaT,
761342,,RefProductExclusivityExpDate,NaT,
761343,Stelara,ExclusivityExpirationDate,NaT,
761343,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761343,Stelara,RefProductExclusivityExpDate,NaT,
761344,,ExclusivityExpirationDate,NaT,
761344,,FirstInterchangeableExclusivityExpDate,NaT,
761344,,RefProductExclusivityExpDate,NaT,
761345,,ExclusivityExpirationDate,NaT,
761345,,FirstInterchangeableExclusivityExpDate,NaT,
761345,,RefProductExclusivityExpDate,NaT,
761346,Herceptin,ExclusivityExpirationDate,NaT,
761346,Herceptin,FirstInterchangeableExclusivityExpDate,NaT,
761346,Herceptin,RefProductExclusivityExpDate,NaT,
761347,,ExclusivityExpirationDate,NaT,
761347,,FirstInterchangeableExclusivityExpDate,NaT,
761347,,RefProductExclusivityExpDate,NaT,
761349,,ExclusivityExpirationDate,NaT,
761349,,FirstInterchangeableExclusivityExpDate,NaT,
761349,,RefProductExclusivityExpDate,NaT,
761350,Eylea,ExclusivityExpirationDate,NaT,
761350,Eylea,FirstInterchangeableExclusivityExpDate,NaT,
761350,Eylea,RefProductExclusivityExpDate,NaT,
761352,,ExclusivityExpirationDate,NaT,
761352,,FirstInterchangeableExclusivityExpDate,NaT,
761352,,RefProductExclusivityExpDate,NaT,
761354,Actemra,ExclusivityExpirationDate,NaT,
761354,Actemra,FirstInterchangeableExclusivityExpDate,NaT,
761354,Actemra,RefProductExclusivityExpDate,NaT,
761355,,ExclusivityExpirationDate,NaT,
761355,,FirstInterchangeableExclusivityExpDate,NaT,
761355,,RefProductExclusivityExpDate,NaT,
761358,,ExclusivityExpirationDate,NaT,
761358,,FirstInterchangeableExclusivityExpDate,NaT,
761358,,RefProductExclusivityExpDate,NaT,
761362,Prolia,ExclusivityExpirationDate,NaT,
761362,Prolia,FirstInterchangeableExclusivityExpDate,2025-10-29,
761362,Prolia,RefProductExclusivityExpDate,NaT,
761362,Xgeva,ExclusivityExpirationDate,NaT,
761362,Xgeva,FirstInterchangeableExclusivityExpDate,2025-10-29,
761362,Xgeva,RefProductExclusivityExpDate,NaT,
761363,,ExclusivityExpirationDate,NaT,
761363,,FirstInterchangeableExclusivityExpDate,NaT,
761363,,RefProductExclusivityExpDate,NaT,
761364,Stelara,ExclusivityExpirationDate,NaT,
761364,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761364,Stelara,RefProductExclusivityExpDate,NaT,
761365,,ExclusivityExpirationDate,NaT,
761365,,FirstInterchangeableExclusivityExpDate,NaT,
761365,,RefProductExclusivityExpDate,NaT,
761367,,ExclusivityExpirationDate,NaT,
761367,,FirstInterchangeableExclusivityExpDate,NaT,
761367,,RefProductExclusivityExpDate,NaT,
761369,,ExclusivityExpirationDate,NaT,
761369,,FirstInterchangeableExclusivityExpDate,NaT,
761369,,RefProductExclusivityExpDate,NaT,
761371,,ExclusivityExpirationDate,NaT,
761371,,FirstInterchangeableExclusivityExpDate,NaT,
761371,,RefProductExclusivityExpDate,NaT,
761373,Stelara,ExclusivityExpirationDate,NaT,
761373,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761373,Stelara,RefProductExclusivityExpDate,NaT,
761375,,ExclusivityExpirationDate,NaT,
761375,,FirstInterchangeableExclusivityExpDate,NaT,
761375,,RefProductExclusivityExpDate,NaT,
761378,Eylea,ExclusivityExpirationDate,NaT,
761378,Eylea,FirstInterchangeableExclusivityExpDate,NaT,
761378,Eylea,RefProductExclusivityExpDate,NaT,
761379,Stelara,ExclusivityExpirationDate,NaT,
761379,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761379,Stelara,RefProductExclusivityExpDate,NaT,
761381,,ExclusivityExpirationDate,NaT,
761381,,FirstInterchangeableExclusivityExpDate,NaT,
761381,,RefProductExclusivityExpDate,NaT,
761382,Eylea,ExclusivityExpirationDate,NaT,
761382,Eylea,FirstInterchangeableExclusivityExpDate,NaT,
761382,Eylea,RefProductExclusivityExpDate,NaT,
761384,,ExclusivityExpirationDate,NaT,
761384,,FirstInterchangeableExclusivityExpDate,NaT,
761384,,RefProductExclusivityExpDate,NaT,
761388,,ExclusivityExpirationDate,NaT,
761388,,FirstInterchangeableExclusivityExpDate,NaT,
761388,,RefProductExclusivityExpDate,NaT,
761390,,ExclusivityExpirationDate,NaT,
761390,,FirstInterchangeableExclusivityExpDate,NaT,
761390,,RefProductExclusivityExpDate,NaT,
761392,Prolia,ExclusivityExpirationDate,NaT,
761392,Prolia,FirstInterchangeableExclusivityExpDate,NaT,
761392,Prolia,RefProductExclusivityExpDate,NaT,
761392,Xgeva,ExclusivityExpirationDate,NaT,
761392,Xgeva,FirstInterchangeableExclusivityExpDate,NaT,
761392,Xgeva,RefProductExclusivityExpDate,NaT,
761394,,ExclusivityExpirationDate,NaT,
761394,,FirstInterchangeableExclusivityExpDate,NaT,
761394,,RefProductExclusivityExpDate,NaT,
761398,Prolia,ExclusivityExpirationDate,NaT,
761398,Prolia,FirstInterchangeableExclusivityExpDate,NaT,
761398,Prolia,RefProductExclusivityExpDate,NaT,
761398,Xgeva,ExclusivityExpirationDate,NaT,
761398,Xgeva,FirstInterchangeableExclusivityExpDate,NaT,
761398,Xgeva,RefProductExclusivityExpDate,NaT,
761399,Xolair,ExclusivityExpirationDate,NaT,
761399,Xolair,FirstInterchangeableExclusivityExpDate,NaT,
761399,Xolair,RefProductExclusivityExpDate,NaT,
761400,,ExclusivityExpirationDate,NaT,
761400,,FirstInterchangeableExclusivityExpDate,NaT,
761400,,RefProductExclusivityExpDate,NaT,
761404,Prolia,ExclusivityExpirationDate,NaT,
761404,Prolia,FirstInterchangeableExclusivityExpDate,NaT,
761404,Prolia,RefProductExclusivityExpDate,NaT,
761404,Xgeva,ExclusivityExpirationDate,NaT,
761404,Xgeva,FirstInterchangeableExclusivityExpDate,NaT,
761404,Xgeva,RefProductExclusivityExpDate,NaT,
761406,Stelara,ExclusivityExpirationDate,NaT,
761406,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761406,Stelara,RefProductExclusivityExpDate,NaT,
761411,,ExclusivityExpirationDate,NaT,
761411,,FirstInterchangeableExclusivityExpDate,NaT,
761411,,RefProductExclusivityExpDate,NaT,
761416,,ExclusivityExpirationDate,NaT,
761416,,FirstInterchangeableExclusivityExpDate,NaT,
761416,,RefProductExclusivityExpDate,NaT,
761419,Stelara,ExclusivityExpirationDate,NaT,
761419,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761419,Stelara,RefProductExclusivityExpDate,NaT,
761420,Actemra,ExclusivityExpirationDate,NaT,
761420,Actemra,FirstInterchangeableExclusivityExpDate,NaT,
761420,Actemra,RefProductExclusivityExpDate,NaT,
761425,Stelara,ExclusivityExpirationDate,NaT,
761425,Stelara,FirstInterchangeableExclusivityExpDate,NaT,
761425,Stelara,RefProductExclusivityExpDate,NaT,
761430,,ExclusivityExpirationDate,NaT,
761430,,FirstInterchangeableExclusivityExpDate,NaT,
761430,,RefProductExclusivityExpDate,NaT,
761432,,ExclusivityExpirationDate,NaT,
761432,,FirstInterchangeableExclusivityExpDate,NaT,
761432,,RefProductExclusivityExpDate,NaT,
761436,Prolia,ExclusivityExpirationDate,NaT,
761436,Prolia,FirstInterchangeableExclusivityExpDate,NaT,
761436,Prolia,RefProductExclusivityExpDate,NaT,
761436,Xgeva,ExclusivityExpirationDate,NaT,
761436,Xgeva,FirstInterchangeableExclusivityExpDate,NaT,
761436,Xgeva,RefProductExclusivityExpDate,NaT,
761444,Prolia,ExclusivityExpirationDate,NaT,
761444,Prolia,FirstInterchangeableExclusivityExpDate,NaT,
761444,Prolia,RefProductExclusivityExpDate,NaT,
761444,Xgeva,ExclusivityExpirationDate,NaT,
761444,Xgeva,FirstInterchangeableExclusivityExpDate,NaT,
761444,Xgeva,RefProductExclusivityExpDate,NaT,
761449,Actemra,ExclusivityExpirationDate,NaT,
761449,Actemra,FirstInterchangeableExclusivityExpDate,NaT,
761449,Actemra,RefProductExclusivityExpDate,NaT,
761467,,ExclusivityExpirationDate,NaT,
761467,,FirstInterchangeableExclusivityExpDate,NaT,
761467,,RefProductExclusivityExpDate,NaT,
