ProductRxCUI,IngredientRxCUI,RxTTY,PreferredName,BrandName,GenericName,DosageForm,Route,Strength
1536882,161,SCD,acetaminophen 250 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,,acetaminophen 250 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,250 MG
1536924,161,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,250 MG
1536931,161,SCD,acetaminophen 250 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,,acetaminophen 250 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,250 MG
1536934,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylpropanolamine bitartrate 20 MG Effervescent Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylpropanolamine bitartrate 20 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,325 MG
1536999,161,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,250 MG
153830,161,SCD,acetaminophen 500 MG / domperidone 10 MG Oral Tablet,,acetaminophen 500 MG / domperidone 10 MG Oral Tablet,Oral Tablet,,500 MG
1538456,161,SCD,acetaminophen 325 MG / pyrilamine maleate 25 MG Oral Tablet,,acetaminophen 325 MG / pyrilamine maleate 25 MG Oral Tablet,Oral Tablet,,325 MG
1539545,161,SCD,acetaminophen 80 MG / phenylephrine hydrochloride 2.5 MG Chewable Tablet,,acetaminophen 80 MG / phenylephrine hydrochloride 2.5 MG Chewable Tablet,Chewable Tablet,,80 MG
1540507,161,SCD,acetaminophen 80 MG / chlorpheniramine maleate 0.5 MG / phenylephrine hydrochloride 1.25 MG Chewable Tablet,,acetaminophen 80 MG / chlorpheniramine maleate 0.5 MG / phenylephrine hydrochloride 1.25 MG Chewable Tablet,Chewable Tablet,,80 MG
1543072,161,SCD,acetaminophen 650 MG / caffeine 50 MG Oral Powder,,acetaminophen 650 MG / caffeine 50 MG Oral Powder,Oral Powder,,650 MG
1546700,161,SCD,acetaminophen 325 MG / dexbrompheniramine maleate 1 MG Oral Tablet,,acetaminophen 325 MG / dexbrompheniramine maleate 1 MG Oral Tablet,Oral Tablet,,325 MG
1546881,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1550968,161,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,Powder for Oral Solution,,500 MG
1593110,161,SCD,acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet,,acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet,Oral Tablet,,250 MG
1593450,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,Oral Suspension,,32.5 MG
1593765,161,SCD,acetaminophen 32 MG/ML / chlophedianol hydrochloride 2.5 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution,,acetaminophen 32 MG/ML / chlophedianol hydrochloride 2.5 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution,Oral Solution,,32 MG
1595631,161,SCD,acetaminophen 250 MG / brompheniramine maleate 2 MG Oral Tablet,,acetaminophen 250 MG / brompheniramine maleate 2 MG Oral Tablet,Oral Tablet,,250 MG
1596108,161,SCD,acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,,acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,Oral Capsule,,320.5 MG
1597298,161,SCD,acetaminophen 500 MG / caffeine 60 MG / pyrilamine maleate 15 MG Oral Tablet,,acetaminophen 500 MG / caffeine 60 MG / pyrilamine maleate 15 MG Oral Tablet,Oral Tablet,,500 MG
1602568,161,SCD,acetaminophen 500 MG / phenyltoloxamine citrate 29 MG Oral Tablet,,acetaminophen 500 MG / phenyltoloxamine citrate 29 MG Oral Tablet,Oral Tablet,,500 MG
1656815,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,325 MG
1659175,161,SCD,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,Powder for Oral Solution,,500 MG
1659960,161,SCD,acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution,,acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution,Granules for Oral Solution,,650 MG
1659964,161,SCD,acetaminophen 650 MG / pheniramine maleate 20 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,,acetaminophen 650 MG / pheniramine maleate 20 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,Powder for Oral Solution,,650 MG
1659967,161,SCD,acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution,,acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution,Granules for Oral Solution,,650 MG
1661683,161,SCD,acetaminophen 16.7 MG/ML Oral Solution,,acetaminophen 16.7 MG/ML Oral Solution,Oral Solution,,16.7 MG
1664451,161,SCD,acetaminophen 200 MG / dextromethorphan hydrobromide 8 MG / guaifenesin 35 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 200 MG / dextromethorphan hydrobromide 8 MG / guaifenesin 35 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,200 MG
1664631,161,SCD,acetaminophen 200 MG / dextromethorphan hydrobromide 8 MG / diphenhydramine 18.75 MG / guaifenesin 35 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 200 MG / dextromethorphan hydrobromide 8 MG / diphenhydramine 18.75 MG / guaifenesin 35 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,200 MG
1673869,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,Oral Tablet,,325 MG
1724446,161,SCD,acetaminophen 325 MG / butalbital 25 MG Oral Tablet,,acetaminophen 325 MG / butalbital 25 MG Oral Tablet,Oral Tablet,,325 MG
1741529,161,SCD,acetaminophen 650 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Powder,,acetaminophen 650 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Powder,Oral Powder,,650 MG
1743369,161,SCD,acetaminophen 25 MG/ML / chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1.33 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,,acetaminophen 25 MG/ML / chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1.33 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Oral Solution,,25 MG
1744049,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 3 MG / dextromethorphan hydrobromide 30 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 3 MG / dextromethorphan hydrobromide 30 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1790651,161,SCD,acetaminophen 25 MG/ML / dextromethorphan hydrobromide 1.33 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,,acetaminophen 25 MG/ML / dextromethorphan hydrobromide 1.33 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Oral Solution,,25 MG
1796460,161,SCD,acetaminophen 325 MG / pheniramine maleate 20 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,,acetaminophen 325 MG / pheniramine maleate 20 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,Powder for Oral Solution,,325 MG
1796708,161,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,Oral Solution,,32 MG
1798453,161,SCD,acetaminophen 500 MG / dexbrompheniramine maleate 1 MG Oral Tablet,,acetaminophen 500 MG / dexbrompheniramine maleate 1 MG Oral Tablet,Oral Tablet,,500 MG
1805288,161,SCD,acetaminophen 650 MG / dextromethorphan hydrobromide 30 MG / doxylamine succinate 12.5 MG Powder for Oral Solution,,acetaminophen 650 MG / dextromethorphan hydrobromide 30 MG / doxylamine succinate 12.5 MG Powder for Oral Solution,Powder for Oral Solution,,650 MG
1812164,161,SCD,acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet,,acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet,Oral Tablet,,325 MG
1867684,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG Oral Capsule,Oral Capsule,,325 MG
1919076,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,Oral Solution,,32.5 MG
197425,161,SCD,acetaminophen 325 MG / butalbital 50 MG Oral Capsule,,acetaminophen 325 MG / butalbital 50 MG Oral Capsule,Oral Capsule,,325 MG
197426,161,SCD,acetaminophen 325 MG / butalbital 50 MG Oral Tablet,,acetaminophen 325 MG / butalbital 50 MG Oral Tablet,Oral Tablet,,325 MG
197427,161,SCD,acetaminophen 650 MG / butalbital 50 MG Oral Capsule,,acetaminophen 650 MG / butalbital 50 MG Oral Capsule,Oral Capsule,,650 MG
197428,161,SCD,acetaminophen 650 MG / butalbital 50 MG Oral Tablet,,acetaminophen 650 MG / butalbital 50 MG Oral Tablet,Oral Tablet,,650 MG
198204,161,SCD,acetaminophen 250 MG / salicylamide 600 MG Oral Tablet,,acetaminophen 250 MG / salicylamide 600 MG Oral Tablet,Oral Tablet,,250 MG
198434,161,SCD,acetaminophen 120 MG Rectal Suppository,,acetaminophen 120 MG Rectal Suppository,Rectal Suppository,,120 MG
198436,161,SCD,acetaminophen 325 MG Oral Capsule,,acetaminophen 325 MG Oral Capsule,Oral Capsule,,325 MG
198437,161,SCD,acetaminophen 325 MG Rectal Suppository,,acetaminophen 325 MG Rectal Suppository,Rectal Suppository,,325 MG
198439,161,SCD,acetaminophen 500 MG Oral Capsule,,acetaminophen 500 MG Oral Capsule,Oral Capsule,,500 MG
198440,161,SCD,acetaminophen 500 MG Oral Tablet,,acetaminophen 500 MG Oral Tablet,Oral Tablet,,500 MG
198443,161,SCD,acetaminophen 650 MG Rectal Suppository,,acetaminophen 650 MG Rectal Suppository,Rectal Suppository,,650 MG
198444,161,SCD,acetaminophen 650 MG Oral Tablet,,acetaminophen 650 MG Oral Tablet,Oral Tablet,,650 MG
198445,161,SCD,acetaminophen 80 MG Rectal Suppository,,acetaminophen 80 MG Rectal Suppository,Rectal Suppository,,80 MG
198449,161,SCD,acetaminophen 500 MG / pamabrom 25 MG Oral Tablet,,acetaminophen 500 MG / pamabrom 25 MG Oral Tablet,Oral Tablet,,500 MG
1995136,161,SCD,acetaminophen 300 MG / butalbital 50 MG Oral Capsule,,acetaminophen 300 MG / butalbital 50 MG Oral Capsule,Oral Capsule,,300 MG
1996081,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Oral Solution,,32.5 MG
1996098,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Oral Solution,,32.5 MG
2001358,161,SCD,acetaminophen 325 MG / benzhydrocodone 6.12 MG Oral Tablet,,acetaminophen 325 MG / benzhydrocodone 6.12 MG Oral Tablet,Oral Tablet,,325 MG
204900,161,SCD,acetaminophen 16 MG/ML Oral Solution,,acetaminophen 16 MG/ML Oral Solution,Oral Solution,,16 MG
2049223,161,SCD,acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,325 MG
2049283,161,SCD,acetaminophen 33.3 MG/ML / chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,Oral Solution,,33.3 MG
2049841,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG Oral Tablet,Oral Tablet,,325 MG
205251,161,SCD,acetaminophen 160 MG / aspirin 230 MG / caffeine 33 MG Oral Tablet,,acetaminophen 160 MG / aspirin 230 MG / caffeine 33 MG Oral Tablet,Oral Tablet,,160 MG
2101281,161,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution,,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution,Oral Solution,,32 MG
2101282,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / guaifenesin 200 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / guaifenesin 200 MG Oral Tablet,Oral Tablet,,325 MG
2105822,161,SCD,acetaminophen 60 MG/ML / oxycodone hydrochloride 2 MG/ML Oral Solution,,acetaminophen 60 MG/ML / oxycodone hydrochloride 2 MG/ML Oral Solution,Oral Solution,,60 MG
2118728,161,SCD,acetaminophen 325 MG / benzhydrocodone 4.08 MG Oral Tablet,,acetaminophen 325 MG / benzhydrocodone 4.08 MG Oral Tablet,Oral Tablet,,325 MG
2118732,161,SCD,acetaminophen 325 MG / benzhydrocodone 8.16 MG Oral Tablet,,acetaminophen 325 MG / benzhydrocodone 8.16 MG Oral Tablet,Oral Tablet,,325 MG
2121065,161,SCD,acetaminophen 65 MG/ML / chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1.3 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,,acetaminophen 65 MG/ML / chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1.3 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,Oral Solution,,65 MG
2122363,161,SCD,acetaminophen 160 MG / dextromethorphan hydrobromide 5 MG Chewable Tablet,,acetaminophen 160 MG / dextromethorphan hydrobromide 5 MG Chewable Tablet,Chewable Tablet,,160 MG
2167679,161,SCD,acetaminophen 160 MG / dextromethorphan hydrobromide 5 MG / pseudoephedrine hydrochloride 15 MG Chewable Tablet,,acetaminophen 160 MG / dextromethorphan hydrobromide 5 MG / pseudoephedrine hydrochloride 15 MG Chewable Tablet,Chewable Tablet,,160 MG
2169129,161,SCD,acetaminophen 162.5 MG / dextromethorphan hydrobromide 5 MG / guaifenesin 100 MG / phenylephrine hydrochloride 2.5 MG Oral Tablet,,acetaminophen 162.5 MG / dextromethorphan hydrobromide 5 MG / guaifenesin 100 MG / phenylephrine hydrochloride 2.5 MG Oral Tablet,Oral Tablet,,162.5 MG
2173662,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution,Oral Solution,,32.5 MG
2173667,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution,Oral Solution,,32.5 MG
2178755,161,SCD,acetaminophen 160 MG Oral Powder,,acetaminophen 160 MG Oral Powder,Oral Powder,,160 MG
2181307,161,SCD,acetaminophen 325 MG / caffeine 45 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / caffeine 45 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
2264779,161,SCD,acetaminophen 325 MG Chewable Tablet,,acetaminophen 325 MG Chewable Tablet,Chewable Tablet,,325 MG
226882,161,SCD,acetaminophen 60 MG Rectal Suppository,,acetaminophen 60 MG Rectal Suppository,Rectal Suppository,,60 MG
2360605,161,SCD,acetaminophen 500 MG / aspirin 500 MG / caffeine 65 MG Oral Powder,,acetaminophen 500 MG / aspirin 500 MG / caffeine 65 MG Oral Powder,Oral Powder,,500 MG
2374360,161,SCD,acetaminophen 500 MG Oral Powder,,acetaminophen 500 MG Oral Powder,Oral Powder,,500 MG
2374554,161,SCD,acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Solution,Oral Solution,,32.5 MG
2377385,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG Oral Capsule,Oral Capsule,,325 MG
238153,161,SCD,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,Oral Capsule,,325 MG
238154,161,SCD,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,Oral Tablet,,325 MG
238159,161,SCD,acetaminophen 100 MG/ML Oral Solution,,acetaminophen 100 MG/ML Oral Solution,Oral Solution,,100 MG
2387532,161,SCD,acetaminophen 250 MG / ibuprofen 125 MG Oral Tablet,,acetaminophen 250 MG / ibuprofen 125 MG Oral Tablet,Oral Tablet,,250 MG
2391564,161,SCD,acetaminophen 500 MG / phenyltoloxamine citrate 30 MG Oral Tablet,,acetaminophen 500 MG / phenyltoloxamine citrate 30 MG Oral Tablet,Oral Tablet,,500 MG
2391569,161,SCD,acetaminophen 325 MG / phenyltoloxamine citrate 30 MG Oral Tablet,,acetaminophen 325 MG / phenyltoloxamine citrate 30 MG Oral Tablet,Oral Tablet,,325 MG
240093,161,SCD,acetaminophen 500 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,,acetaminophen 500 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,Oral Tablet,,500 MG
241864,161,SCD,acetaminophen 650 MG / phenyltoloxamine citrate 50 MG Oral Tablet,,acetaminophen 650 MG / phenyltoloxamine citrate 50 MG Oral Tablet,Oral Tablet,,650 MG
243675,161,SCD,acetaminophen 100 MG/ML Oral Suspension,,acetaminophen 100 MG/ML Oral Suspension,Oral Suspension,,100 MG
243694,161,SCD,acetaminophen 194 MG / aspirin 227 MG / caffeine 33 MG Oral Tablet,,acetaminophen 194 MG / aspirin 227 MG / caffeine 33 MG Oral Tablet,Oral Tablet,,194 MG
2463332,161,SCD,acetaminophen 500 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet,,acetaminophen 500 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet,Oral Tablet,,500 MG
247324,161,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 15 MG Oral Tablet,,acetaminophen 500 MG / dextromethorphan hydrobromide 15 MG Oral Tablet,Oral Tablet,,500 MG
247816,161,SCD,acetaminophen 325 MG / caffeine 65 MG Oral Tablet,,acetaminophen 325 MG / caffeine 65 MG Oral Tablet,Oral Tablet,,325 MG
2480095,161,SCD,50 ML acetaminophen 10 MG/ML Injection,,50 ML acetaminophen 10 MG/ML Injection,Injection,,50 ML
248316,161,SCD,acetaminophen 50 MG/ML Oral Solution,,acetaminophen 50 MG/ML Oral Solution,Oral Solution,,50 MG
249875,161,SCD,acetaminophen 250 MG Rectal Suppository,,acetaminophen 250 MG Rectal Suppository,Rectal Suppository,,250 MG
250085,161,SCD,acetaminophen 25 MG/ML / ibuprofen 20 MG/ML Oral Suspension,,acetaminophen 25 MG/ML / ibuprofen 20 MG/ML Oral Suspension,Oral Suspension,,25 MG
250420,161,SCD,acetaminophen 500 MG / caffeine 32 MG Oral Capsule,,acetaminophen 500 MG / caffeine 32 MG Oral Capsule,Oral Capsule,,500 MG
250649,161,SCD,acetaminophen 50 MG/ML Oral Suspension,,acetaminophen 50 MG/ML Oral Suspension,Oral Suspension,,50 MG
250650,161,SCD,acetaminophen 24 MG/ML Oral Suspension,,acetaminophen 24 MG/ML Oral Suspension,Oral Suspension,,24 MG
250651,161,SCD,acetaminophen 500 MG Rectal Suppository,,acetaminophen 500 MG Rectal Suppository,Rectal Suppository,,500 MG
251169,161,SCD,acetaminophen 325 MG / isometheptene 65 MG Oral Capsule,,acetaminophen 325 MG / isometheptene 65 MG Oral Capsule,Oral Capsule,,325 MG
251374,161,SCD,acetaminophen 80 MG Disintegrating Oral Tablet,,acetaminophen 80 MG Disintegrating Oral Tablet,Disintegrating Oral Tablet,,80 MG
251454,161,SCD,acetaminophen 500 MG / metoclopramide 5 MG Oral Tablet,,acetaminophen 500 MG / metoclopramide 5 MG Oral Tablet,Oral Tablet,,500 MG
251698,161,SCD,acetaminophen 300 MG Rectal Suppository,,acetaminophen 300 MG Rectal Suppository,Rectal Suppository,,300 MG
252650,161,SCD,acetaminophen 500 MG / melatonin 1.5 MG Oral Tablet,,acetaminophen 500 MG / melatonin 1.5 MG Oral Tablet,Oral Tablet,,500 MG
2549034,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / triprolidine hydrochloride 1.25 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / triprolidine hydrochloride 1.25 MG Oral Tablet,Oral Tablet,,325 MG
2549037,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Tablet,Oral Tablet,,325 MG
2557336,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,325 MG
2588212,161,SCD,acetaminophen 6.67 MG/ML / chlorpheniramine maleate 0.0833 MG/ML / dextromethorphan hydrobromide 0.5 MG/ML Oral Solution,,acetaminophen 6.67 MG/ML / chlorpheniramine maleate 0.0833 MG/ML / dextromethorphan hydrobromide 0.5 MG/ML Oral Solution,Oral Solution,,6.67 MG
2599517,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Capsule,,acetaminophen 325 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Capsule,Oral Capsule,,325 MG
2604561,161,SCD,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML Oral Solution,Oral Solution,,21.7 MG
2604562,161,SCD,acetaminophen 33.3 MG/ML / chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,Oral Solution,,33.3 MG
2608082,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Capsule,Oral Capsule,,325 MG
2636656,161,SCD,acetaminophen 1000 MG / dextromethorphan hydrobromide 30 MG Powder for Oral Solution,,acetaminophen 1000 MG / dextromethorphan hydrobromide 30 MG Powder for Oral Solution,Powder for Oral Solution,,1000 MG
2636658,161,SCD,acetaminophen 1000 MG / chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 30 MG Powder for Oral Solution,,acetaminophen 1000 MG / chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 30 MG Powder for Oral Solution,Powder for Oral Solution,,1000 MG
2645106,161,SCD,acetaminophen 10 MG/ML / chlorpheniramine maleate 0.125 MG/ML Oral Solution,,acetaminophen 10 MG/ML / chlorpheniramine maleate 0.125 MG/ML Oral Solution,Oral Solution,,10 MG
