BLANumber,BiosimilarProprietaryName,BiosimilarProperName,ReferenceProductName,ReferenceProductName,ReferenceBLANumber,InterchangeabilityFlag,LicensureDate,LicensureDate
761255,Idacio,adalimumab-aacf,adalimumab,Humira,,Y,2024-01-05,NaT
761268,Vegzelma,bevacizumab-adcd,bevacizumab,Avastin,,Y,2022-09-27,NaT
761274,Yesafili,aflibercept-jbvf,aflibercept,Eylea,,Y,2024-05-20,NaT
761275,Tyenne,tocilizumab-aazg,tocilizumab,Actemra,,Y,2024-03-05,NaT
761285,Wezlana,ustekinumab-auub,ustekinumab,Stelara,,Y,2023-10-31,NaT
761285,Wezlana,ustekinumab-auub,ustekinumab,Stelara,,Y,2024-12-26,NaT
761298,Pavblu,aflibercept-ayyh,aflibercept,Eylea,,Y,2024-08-23,NaT
761299,Simlandi,adalimumab-ryvk,adalimumab,Humira,,Y,2024-02-23,NaT
761299,Simlandi,adalimumab-ryvk,adalimumab,Humira,,Y,2024-06-26,NaT
761299,Simlandi,adalimumab-ryvk,adalimumab,Humira,,Y,2025-02-14,NaT
761322,Tyruko,natalizumab-sztn,natalizumab,Tysabri,,Y,2023-08-24,NaT
761325,Merilog,insulin aspart-szjj,insulin aspart,Novolog,,Y,2025-02-14,NaT
761331,Wezlana,ustekinumab-auub,ustekinumab,Stelara,,Y,2023-10-31,NaT
761333,Bkemv,eculizumab-aeeb,eculizumab,Soliris,,Y,2024-05-28,NaT
761338,Steqeyma,ustekinumab-stba,ustekinumab,Stelara,,Y,2024-12-17,NaT
761338,Steqeyma,ustekinumab-stba,ustekinumab,Stelara,,Y,2025-06-12,NaT
761340,Epysqli,eculizumab-aagh,eculizumab,Soliris,,Y,2024-07-19,NaT
761343,Selarsdi,ustekinumab-aekn,ustekinumab,Stelara,,Y,2024-04-16,NaT
761343,Selarsdi,ustekinumab-aekn,ustekinumab,Stelara,,Y,2024-10-18,NaT
761343,Selarsdi,ustekinumab-aekn,ustekinumab,Stelara,,Y,2025-02-12,NaT
761346,Hercessi,trastuzumab-strf,trastuzumab,Herceptin,,Y,2024-04-25,NaT
761346,Hercessi,trastuzumab-strf,trastuzumab,Herceptin,,Y,2024-09-06,NaT
761350,Opuviz,aflibercept-yszy,aflibercept,Eylea,,Y,2024-05-20,NaT
761354,Tofidence,tocilizumab-bavi,tocilizumab,Actemra,,Y,2023-09-29,NaT
761362,Jubbonti,denosumab-bbdz,denosumab,Prolia,,Y,2024-03-05,NaT
761362,Wyost,denosumab-bbdz,denosumab,Xgeva,,Y,2024-03-05,NaT
761364,Imuldosa,ustekinumab-srlf,ustekinumab,Stelara,,Y,2024-10-10,NaT
761373,Pyzchiva,ustekinumab-ttwe,ustekinumab,Stelara,,Y,2024-06-28,NaT
761373,Pyzchiva,ustekinumab-ttwe,ustekinumab,Stelara,,Y,2024-12-20,NaT
761373,Pyzchiva,ustekinumab-ttwe,ustekinumab,Stelara,,Y,2025-06-27,NaT
761378,Ahzantive,aflibercept-mrbb,aflibercept,Eylea,,Y,2024-06-28,NaT
761379,Otulfi,ustekinumab-aauz,ustekinumab,Stelara,,Y,2024-09-27,NaT
761379,Otulfi,ustekinumab-aauz,ustekinumab,Stelara,,Y,2025-03-21,NaT
761382,Enzeevu,aflibercept-abzv,aflibercept,Eylea,,Y,2024-08-09,NaT
761392,Ospomyv,denosumab-dssb,denosumab,Prolia,,Y,2025-02-13,NaT
761392,Xbryk,denosumab-dssb,denosumab,Xgeva,,Y,2025-02-13,NaT
761398,Conexxence,denosumab-bnht,denosumab,Prolia,,Y,2025-03-25,NaT
761398,Bomyntra,denosumab-bnht,denosumab,Xgeva,,Y,2025-03-25,NaT
761399,Omlyclo,omalizumab-igec,omalizumab,Xolair,,Y,2025-03-07,NaT
761404,Stoboclo,denosumab-bmwo,denosumab,Prolia,,Y,2025-02-28,NaT
761404,Osenvelt,denosumab-bmwo,denosumab,Xgeva,,Y,2025-02-28,NaT
761406,Yesintek,ustekinumab-kfce,ustekinumab,Stelara,,Y,2024-11-29,NaT
761419,Starjemza,ustekinumab-hmny,ustekinumab,Stelara,,Y,2025-05-22,NaT
761420,Avtozma,tocilizumab-anoh,tocilizumab,Actemra,,Y,2025-01-24,NaT
761425,Pyzchiva,ustekinumab-ttwe,ustekinumab,Stelara,,Y,2024-06-28,NaT
761436,Bosaya,denosumab-kyqq,denosumab,Prolia,,Y,2025-09-16,NaT
761436,Aukelso,denosumab-kyqq,denosumab,Xgeva,,Y,2025-09-16,NaT
761444,Bildyos,denosumab-nxxp,denosumab,Prolia,,Y,2025-08-29,NaT
761444,Bilprevda,denosumab-nxxp,denosumab,Xgeva,,Y,2025-08-29,NaT
761449,Tyenne,tocilizumab-aazg,tocilizumab,Actemra,,Y,2025-03-14,NaT
