ApplNo,ProductNo,PatentNo,PatentExpiration,DrugSubstanceFlag,DrugProductFlag,PatentUseCode,DelistRequested,PediatricExtension,FileDate
021137,011,10406108,,,Y,nan,,,
216318,001,11311554,,,Y,nan,,,
210192,001,8129385,,Y,Y,nan,,,
202714,003,8207125,,Y,Y,nan,,,
211288,001,7772243,,Y,Y,nan,,,
211723,001,10821113,,Y,Y,nan,,,
213973,001,11612591,,,Y,nan,,,
021038,002,8242158,,,Y,nan,,,
212273,001,RE50453,,Y,Y,nan,,,
213953,003,10576090,,,Y,nan,,,
208010,001,11253528,,,Y,nan,,,
214628,003,12245996,,,Y,nan,,,
022272,005,9763933,,,Y,nan,,,
208313,007,9241948,,,Y,nan,,,
208798,006,9731087,,,Y,nan,,,
206940,002,11311516,,,Y,nan,,,
214231,002,10442847,,Y,Y,nan,,,
201281,002,8883805,,,Y,nan,,,
214755,003,12115144,,,Y,nan,,,
021925,001,7700128,,,Y,nan,,,
209940,001,10603384,,,Y,nan,,,
210491,002,8623905,,Y,Y,nan,,,
208798,007,10022510,,,Y,nan,,,
021937,001,8598185,,,Y,nan,,,
202788,007,8486972,,,Y,nan,,,
208798,005,8714149,,,Y,nan,,,
209637,001,9132239,,,Y,nan,,,
218201,001,10159596,,,Y,nan,,,
217415,001,11759497,,,Y,nan,,,
209637,004,8114833,,,Y,nan,,,
209830,001,10688091,,,Y,nan,,,
019034,002,9731082,,,Y,nan,,,
213051,002,10086047,,,Y,nan,,,
204824,003,10709844,,,Y,nan,,,
209311,005,9023389,,,Y,nan,,,
217906,001,9284314,,Y,,nan,,,
203496,002,8497393,,Y,,nan,,,
209299,001,RE48898,,,Y,nan,,,
211913,006,9750711,,,Y,nan,,,
202714,003,8207297,,Y,Y,nan,,,
211349,001,11938131,,,Y,nan,,,
022145,002,9649311,,,Y,nan,,,
208799,004,11266796,,,Y,nan,,,
021842,002,9101660,,,Y,nan,,,
208944,002,8895614,,,Y,nan,,,
202231,003,9006289,,,Y,nan,,,
210852,003,10849916,,,Y,nan,,,
213756,001,12220403,,,Y,nan,,,
204824,005,8021335,,,Y,nan,,,
022411,002,8133893,,Y,Y,nan,,,
211710,001,10172861,,Y,,nan,,,
212725,001,10398693,,,Y,nan,,,
204760,001,9012469,,Y,Y,nan,,,
216540,001,11260047,,,Y,nan,,,
212614,002,9155705,,,Y,nan,,,
202788,007,8835459,,,Y,nan,,,
209500,003,8648077,,Y,Y,nan,,,
200603,005,8729085,,,Y,nan,,,
203567,001,8486978,,,Y,nan,,,
204326,005,9265737,,,Y,nan,,,
208772,003,9012462,,Y,,nan,,,
206038,001,8410274,,,Y,nan,,,
210563,003,10010507,,,Y,nan,,,
208799,005,8651103,,,Y,nan,,,
022224,001,7259186,,Y,,nan,,,
205395,002,7700645,,Y,Y,nan,,,
208799,006,9216260,,,Y,nan,,,
019734,003,7612102,,,Y,nan,,,
211635,001,12268664,,,Y,nan,,,
207078,001,10695365,,Y,,nan,,,
216986,007,11590246,,,Y,nan,,,
204242,003,8940330,,,Y,nan,,,
212268,001,9687474,,,Y,nan,,,
215039,001,8476268,,Y,Y,nan,,,
215110,001,RE48923,,Y,,nan,,,
208798,008,10765820,,,Y,nan,,,
212535,001,11510941,,,Y,nan,,,
020911,001,10022510,,,Y,nan,,,
021821,001,10588975,,,Y,nan,,,
204275,002,8746242,,,Y,nan,,,
205422,002,10307419,,,Y,nan,,,
209311,004,10905652,,,Y,nan,,,
211367,001,11291633,,,Y,nan,,,
208798,008,9216260,,,Y,nan,,,
204114,002,9155706,,,Y,nan,,,
211109,001,10961190,,Y,,nan,,,
210428,003,9700530,,,Y,nan,,,
210854,002,10392406,,Y,,nan,,,
217186,003,12303605,,,Y,nan,,,
216354,006,11813232,,,Y,nan,,,
218944,002,10683302,,Y,Y,nan,,,
202088,001,8440170,,,Y,nan,,,
218213,002,9714258,,Y,Y,nan,,,
213973,001,11185535,,,Y,nan,,,
206544,001,7955619,,,Y,nan,,,
208564,001,11304959,,,Y,nan,,,
215866,007,11357820,,Y,Y,nan,,,
202810,003,11896599,,,Y,nan,,,
216834,003,10562934,,Y,,nan,,,
215192,003,11324734,,,Y,nan,,,
022075,001,8318201,,,Y,nan,,,
216490,002,11918628,,Y,Y,nan,,,
211964,003,9662338,,,Y,nan,,,
213026,001,9228187,,Y,Y,nan,,,
205858,002,10730879,,Y,Y,nan,,,
201848,001,11241522,,,Y,nan,,,
210526,001,8337890,,,Y,nan,,,
215498,003,10975046,,Y,,nan,,,
209115,002,8754072,,Y,Y,nan,,,
022350,002,7951400,,,Y,nan,,,
215814,001,11498913,,,Y,nan,,,
218201,001,10022264,,,Y,nan,,,
021994,001,8323630,,,Y,nan,,,
208799,006,11000653,,,Y,nan,,,
205787,001,8016788,,,Y,nan,,,
206439,004,8338485,,,Y,nan,,,
216655,002,11701352,,,Y,nan,,,
021829,003,10130589,,,Y,nan,,,
021842,001,9101660,,,Y,nan,,,
212038,006,10507186,,,Y,nan,,,
213005,003,11744835,,,Y,nan,,,
206627,004,9486412,,,Y,nan,,,
204114,002,9271941,,,Y,nan,,,
207202,003,11229378,,,Y,nan,,,
218390,003,10906902,,Y,Y,nan,,,
019430,002,8048035,,,Y,nan,,,
211962,003,12161690,,,Y,nan,,,
021992,002,8269040,,Y,,nan,,,
022519,001,8318202,,,Y,nan,,,
207793,001,10993914,,,Y,nan,,,
210875,001,10821074,,,Y,nan,,,
210563,001,9725455,,Y,,nan,,,
022272,001,12280152,,,Y,nan,,,
022500,002,8623409,,,Y,nan,,,
202192,004,8415362,,Y,Y,nan,,,
022156,002,8658676,,,Y,nan,,,
219379,001,11571402,,,Y,nan,,,
204734,001,8980327,,,Y,nan,,,
210864,001,9493582,,,Y,nan,,,
212614,002,9415016,,,Y,nan,,,
202788,001,10610523,,,Y,nan,,,
205596,001,8410077,,,Y,nan,,,
020911,002,9463289,,,Y,nan,,,
022272,002,8894988,,,Y,nan,,,
205787,001,10335549,,,Y,nan,,,
020911,002,10022509,,,Y,nan,,,
211358,002,8653103,,,Y,nan,,,
207947,005,8791122,,Y,Y,nan,,,
208624,001,10201541,,,Y,nan,,,
210563,001,10125140,,Y,Y,nan,,,
210526,002,8747902,,,Y,nan,,,
217439,004,10189837,,Y,Y,nan,,,
021986,004,8680103,,,Y,nan,,,
203188,001,10646481,,,Y,nan,,,
212725,001,8299057,,Y,Y,nan,,,
210259,001,7459554,,Y,,nan,,,
019034,003,9248229,,,Y,nan,,,
216986,007,8114863,,Y,,nan,,,
213378,004,9119848,,Y,,nan,,,
208799,002,9216260,,,Y,nan,,,
212535,001,11679125,,,Y,nan,,,
022272,007,11304908,,,Y,nan,,,
211746,001,12303635,,Y,Y,nan,,,
208798,007,10195375,,,Y,nan,,,
203496,002,11723887,,Y,,nan,,,
215039,003,8227462,,Y,Y,nan,,,
213593,001,11633478,,,Y,nan,,,
202788,003,9642844,,,Y,nan,,,
210136,007,11135215,,,Y,nan,,,
202324,002,6534524,,Y,Y,nan,,,
211962,007,10849956,,,Y,nan,,,
214787,002,10065958,,Y,,nan,,,
206316,001,9149532,,,Y,nan,,,
209776,001,10172874,,,Y,nan,,,
214755,001,12115142,,,Y,nan,,,
212887,001,10927129,,Y,Y,nan,,,
213388,001,11542239,,Y,Y,nan,,,
208798,008,11439777,,,Y,nan,,,
214755,001,11065224,,,Y,nan,,,
218390,001,10906902,,Y,Y,nan,,,
209311,001,8927010,,,Y,nan,,,
216793,001,11091459,,Y,Y,nan,,,
211675,003,11718627,,Y,Y,nan,,,
022426,002,8288539,,Y,,nan,,,
213433,001,9211295,,,Y,nan,,,
213051,003,11382957,,,Y,nan,,,
022387,001,9339507,,,Y,nan,,,
207925,003,8883206,,,Y,nan,,,
201373,002,8933097,,,Y,nan,,,
021272,003,11723887,,Y,,nan,,,
216834,002,10562934,,Y,,nan,,,
201739,002,8021344,,,Y,nan,,,
208653,001,8461137,,Y,Y,nan,,,
022108,001,7671094,,,Y,nan,,,
208686,001,11141405,,,Y,nan,,,
206439,004,8598233,,,Y,nan,,,
208901,001,8921374,,,Y,nan,,,
022068,002,8293756,,,Y,nan,,,
202192,004,8722693,,Y,Y,nan,,,
206627,003,9486412,,,Y,nan,,,
022524,001,8580830,,,Y,nan,,,
201292,001,RE43431,,Y,,nan,,,
205552,001,7514444,,Y,Y,nan,,,
214377,001,8420656,,Y,Y,nan,,,
203756,002,9717720,,,Y,nan,,,
217186,002,12274793,,,Y,nan,,,
206940,001,11160792,,,Y,nan,,,
212516,003,10959982,,,Y,nan,,,
206628,004,9649296,,,Y,nan,,,
208799,005,10124131,,,Y,nan,,,
200603,003,9907794,,,Y,nan,,,
209862,001,8226610,,,Y,nan,,,
200678,002,8628799,,,Y,nan,,,
212839,004,7598279,,Y,,nan,,,
209410,004,8895618,,,Y,nan,,,
210563,004,7514444,,Y,Y,nan,,,
211358,001,8410274,,,Y,nan,,,
216490,003,11759504,,,Y,nan,,,
202992,002,8802735,,,Y,nan,,,
209305,001,10729720,,,Y,nan,,,
210296,001,10105337,,,Y,nan,,,
200063,001,7375111,,,Y,nan,,,
209637,002,9132239,,,Y,nan,,,
210563,003,9655857,,,Y,nan,,,
022272,005,8894988,,,Y,nan,,,
205065,001,9216178,,,Y,nan,,,
202788,003,10016403,,,Y,nan,,,
218201,001,10166141,,,Y,nan,,,
212535,001,10653719,,,Y,nan,,,
208799,004,10124131,,,Y,nan,,,
214377,002,8420656,,Y,Y,nan,,,
209115,002,9987285,,,Y,nan,,,
207500,002,6812238,,Y,,nan,,,
209128,001,11676691,,,Y,nan,,,
214876,001,8436185,,Y,,nan,,,
205122,003,8652527,,,Y,nan,,,
208799,006,8714149,,,Y,nan,,,
204242,006,8940330,,,Y,nan,,,
022272,002,9073933,,Y,,nan,,,
213005,001,11744835,,,Y,nan,,,
208090,002,8449909,,,Y,nan,,,
021035,004,8802142,,,Y,nan,,,
204822,001,8178582,,,Y,nan,,,
022287,001,9011926,,,Y,nan,,,
202895,001,7700645,,Y,Y,nan,,,
207621,001,7815934,,,Y,nan,,,
218637,001,8133893,,Y,Y,nan,,,
214278,001,10835488,,,Y,nan,,,
212122,001,11331442,,,Y,nan,,,
209311,003,11241392,,,Y,nan,,,
204824,004,8814834,,,Y,nan,,,
022272,004,11964056,,,Y,nan,,,
207921,001,11559637,,,Y,nan,,,
215985,001,12257242,,,Y,nan,,,
019734,005,9364564,,,Y,nan,,,
202810,002,8617600,,,Y,nan,,,
208401,001,12186360,,,Y,nan,,,
214876,001,11730725,,,Y,nan,,,
022318,001,9095509,,,Y,nan,,,
207202,004,8114021,,,Y,nan,,,
212379,001,10265404,,,Y,nan,,,
219616,001,7928109,,Y,Y,nan,,,
205787,001,7731686,,,Y,nan,,,
210428,004,9504655,,,Y,nan,,,
208573,002,8722657,,Y,,nan,,,
205489,001,9072680,,,Y,nan,,,
021908,001,8338639,,,Y,nan,,,
209905,001,11160772,,,Y,nan,,,
213189,001,10669236,,Y,Y,nan,,,
212904,001,7166722,,Y,Y,nan,,,
022272,003,9492389,,,Y,nan,,,
217660,001,11453655,,Y,Y,nan,,,
201292,002,8545884,,,Y,nan,,,
215401,004,9474722,,,Y,nan,,,
203255,002,7473761,,Y,Y,nan,,,
202788,006,10610523,,,Y,nan,,,
205552,001,8697711,,Y,Y,nan,,,
217006,001,8399469,,Y,,nan,,,
210874,001,7919598,,Y,,nan,,,
219301,001,11230537,,Y,Y,nan,,,
211675,003,9951080,,Y,Y,nan,,,
022272,003,12246094,,,Y,nan,,,
200796,002,9066936,,,Y,nan,,,
206940,002,11160792,,,Y,nan,,,
214096,001,9284300,,,Y,nan,,,
204824,007,9629959,,,Y,nan,,,
208564,002,10806697,,,Y,nan,,,
202714,002,8207126,,,Y,nan,,,
210496,001,9387208,,,Y,nan,,,
208799,003,9463288,,,Y,nan,,,
208434,001,9440922,,,Y,nan,,,
021514,004,8632802,,,Y,nan,,,
202833,002,8372827,,,Y,nan,,,
211109,001,8906887,,,Y,nan,,,
022272,007,11964056,,,Y,nan,,,
211340,001,11364230,,,Y,nan,,,
215413,001,8129385,,Y,Y,nan,,,
209863,003,9533102,,,Y,nan,,,
217729,001,7919625,,,Y,nan,,,
204026,004,8828427,,Y,Y,nan,,,
208799,005,9731087,,,Y,nan,,,
208798,007,11969544,,,Y,nan,,,
215192,003,8598210,,Y,Y,nan,,,
207202,001,8961412,,,Y,nan,,,
210875,004,10821074,,,Y,nan,,,
208910,002,10959946,,,Y,nan,,,
205636,002,11439777,,,Y,nan,,,
208573,003,8722657,,Y,,nan,,,
205636,002,9463288,,,Y,nan,,,
211765,001,10117836,,,Y,nan,,,
204760,002,9012469,,Y,Y,nan,,,
207960,003,8287903,,,Y,nan,,,
214154,001,11964055,,,Y,nan,,,
207999,001,9238673,,,Y,nan,,,
022108,003,7662407,,,Y,nan,,,
214755,001,12138239,,,Y,nan,,,
210875,005,9044475,,,Y,nan,,,
206627,003,11304908,,,Y,nan,,,
202992,001,8802735,,,Y,nan,,,
214876,003,11730725,,,Y,nan,,,
022107,001,8618172,,,Y,nan,,,
204824,008,9533102,,,Y,nan,,,
209863,001,10478560,,,Y,nan,,,
218709,001,10548889,,,Y,nan,,,
213137,002,9447071,,Y,Y,nan,,,
212038,001,10512612,,,Y,nan,,,
211488,001,9572857,,,Y,nan,,,
209279,001,7959945,,,Y,nan,,,
217677,002,10590087,,Y,,nan,,,
202293,002,7919598,,Y,,nan,,,
021976,002,7700645,,Y,Y,nan,,,
208171,003,10414831,,Y,Y,nan,,,
215700,003,10251848,,,Y,nan,,,
210428,001,9504655,,,Y,nan,,,
214755,003,11766418,,,Y,nan,,,
215985,002,12257242,,,Y,nan,,,
208910,001,10493028,,,Y,nan,,,
217439,002,8735392,,Y,Y,nan,,,
216962,001,10730895,,Y,,nan,,,
210428,001,9700530,,,Y,nan,,,
211765,002,11925709,,,Y,nan,,,
205395,001,10039718,,,Y,nan,,,
214755,001,10973795,,,Y,nan,,,
218276,001,11603363,,Y,Y,nan,,,
218730,001,8623905,,Y,Y,nan,,,
211810,001,10941142,,,Y,nan,,,
204326,004,8840924,,,Y,nan,,,
207921,002,10561808,,,Y,nan,,,
219293,002,10874671,,,Y,nan,,,
207202,003,8545402,,,Y,nan,,,
021035,001,8802142,,,Y,nan,,,
214324,004,10772883,,,Y,nan,,,
208462,003,7687662,,Y,Y,nan,,,
214755,003,10736866,,,Y,nan,,,
212268,003,10022445,,,Y,nan,,,
215256,002,8536122,,Y,Y,nan,,,
218390,002,10906902,,Y,Y,nan,,,
212614,003,7713938,,Y,Y,nan,,,
217806,003,9474780,,Y,Y,nan,,,
204114,002,9399021,,,Y,nan,,,
212801,003,10143680,,,Y,nan,,,
210493,001,10624911,,,Y,nan,,,
210563,002,9655857,,,Y,nan,,,
208692,003,9724342,,,Y,nan,,,
210563,004,10961251,,,Y,nan,,,
205436,001,10065947,,,Y,nan,,,
204708,001,10201517,,,Y,nan,,,
214377,003,8420656,,Y,Y,nan,,,
214755,002,12144793,,,Y,nan,,,
215904,001,8318714,,,Y,nan,,,
205637,002,8703177,,,Y,nan,,,
216157,001,9447071,,Y,Y,nan,,,
205755,001,7964592,,Y,Y,nan,,,
213005,002,11744836,,,Y,nan,,,
213051,002,11759501,,,Y,nan,,,
215192,001,11324734,,,Y,nan,,,
209410,004,8987333,,,Y,nan,,,
212801,001,9434754,,Y,,nan,,,
212306,002,8999996,,Y,Y,nan,,,
208325,003,10344765,,,Y,nan,,,
214902,001,12156946,,,Y,nan,,,
021610,005,8871779,,Y,,nan,,,
201281,003,9155705,,,Y,nan,,,
203496,001,11723887,,Y,,nan,,,
208799,005,10765820,,,Y,nan,,,
208799,004,9216260,,,Y,nan,,,
211635,002,10265402,,,Y,nan,,,
217003,001,10961251,,,Y,nan,,,
216117,004,9707217,,,Y,nan,,,
202714,001,9493582,,,Y,nan,,,
208799,001,8714149,,,Y,nan,,,
204824,007,9533102,,,Y,nan,,,
209637,001,8114833,,,Y,nan,,,
208798,006,11357935,,,Y,nan,,,
206947,002,10259791,,Y,,nan,,,
021361,002,9271968,,,Y,nan,,,
211367,001,12280151,,,Y,nan,,,
209884,001,12071402,,,Y,nan,,,
202231,002,9006289,,,Y,nan,,,
209299,001,7449458,,Y,,nan,,,
207202,003,8718193,,,Y,nan,,,
209637,003,RE46363,,,Y,nan,,,
216457,001,11173118,,,Y,nan,,,
210868,001,11299500,,Y,,nan,,,
210563,003,8697711,,Y,Y,nan,,,
209627,001,12303518,,,Y,nan,,,
204592,002,9017721,,,Y,nan,,,
202880,004,9132096,,,Y,nan,,,
211673,001,8153689,,Y,Y,nan,,,
207960,002,8287903,,,Y,nan,,,
209637,001,10220155,,,Y,nan,,,
218711,001,12090135,,,Y,nan,,,
207202,006,9119554,,,Y,nan,,,
207793,001,8992970,,Y,Y,nan,,,
022496,002,12156940,,,Y,nan,,,
201739,001,8226610,,,Y,nan,,,
202331,002,9066936,,,Y,nan,,,
210136,006,11135215,,,Y,nan,,,
208437,001,10688518,,,Y,nan,,,
207202,003,11476952,,,Y,nan,,,
022321,006,8685444,,,Y,nan,,,
211801,001,8541448,,Y,Y,nan,,,
209478,001,10624906,,,Y,nan,,,
022395,001,8821920,,,Y,nan,,,
210491,002,RE50453,,Y,Y,nan,,,
208171,002,12030962,,Y,Y,nan,,,
201699,001,7863249,,Y,Y,nan,,,
201292,002,10004743,,,Y,nan,,,
216354,006,8524733,,Y,Y,nan,,,
208090,005,8449909,,,Y,nan,,,
210660,001,11642370,,,Y,nan,,,
215875,001,11207280,,,Y,nan,,,
021829,002,10350174,,,Y,nan,,,
208026,002,9155705,,,Y,nan,,,
217604,001,11229606,,,Y,nan,,,
205739,002,8147873,,,Y,nan,,,
217003,001,9296753,,Y,,nan,,,
021688,003,9375405,,,Y,nan,,,
212304,001,9993466,,,Y,nan,,,
206494,001,9695122,,Y,,nan,,,
208799,001,10124131,,,Y,nan,,,
208798,002,11969544,,,Y,nan,,,
218390,002,10906903,,Y,Y,nan,,,
021272,007,11723887,,Y,,nan,,,
021717,001,10350180,,,Y,nan,,,
210331,001,8871241,,,Y,nan,,,
208780,001,10188637,,,Y,nan,,,
022309,001,8486925,,,Y,nan,,,
204441,004,10905694,,,Y,nan,,,
202833,001,8278292,,,Y,nan,,,
208799,005,9782550,,,Y,nan,,,
204760,002,7786133,,Y,Y,nan,,,
216986,005,10973934,,Y,,nan,,,
210296,001,10918617,,,Y,nan,,,
204242,002,10946010,,,Y,nan,,,
209184,001,8945612,,,Y,nan,,,
212937,001,11291728,,,Y,nan,,,
213593,001,12042539,,,Y,nan,,,
202570,002,8217057,,Y,Y,nan,,,
202811,002,8802628,,,Y,nan,,,
209637,004,9132239,,,Y,nan,,,
210450,002,11542239,,Y,Y,nan,,,
218730,001,10646481,,,Y,nan,,,
211765,001,12310953,,,Y,nan,,,
214628,001,11602508,,,Y,nan,,,
208799,004,11173259,,,Y,nan,,,
211358,001,8754224,,Y,Y,nan,,,
022309,002,8486925,,,Y,nan,,,
208799,001,10765820,,,Y,nan,,,
211675,002,12077545,,,Y,nan,,,
214324,004,10421729,,,Y,nan,,,
217677,001,12116347,,,Y,nan,,,
204824,006,9867949,,,Y,nan,,,
204223,002,9248229,,,Y,nan,,,
201739,003,7947017,,,Y,nan,,,
207561,001,7390791,,Y,Y,nan,,,
022024,002,7785627,,,Y,nan,,,
204370,003,7943621,,Y,Y,nan,,,
207202,003,9149577,,,Y,nan,,,
216951,003,8324208,,Y,Y,nan,,,
208799,002,9731087,,,Y,nan,,,
208798,008,10124131,,,Y,nan,,,
022249,001,8436190,,,Y,nan,,,
213586,007,9717799,,,Y,nan,,,
204242,001,10946010,,,Y,nan,,,
211962,001,11628200,,,Y,nan,,,
206627,007,9770416,,,Y,nan,,,
215206,002,10117836,,,Y,nan,,,
217581,001,7230098,,Y,,nan,,,
022309,003,8466136,,,Y,nan,,,
216490,001,11759504,,,Y,nan,,,
217225,001,7538211,,Y,,nan,,,
209299,002,7449458,,Y,,nan,,,
214487,001,8445515,,Y,Y,nan,,,
214410,001,8927710,,,Y,nan,,,
209905,005,10441554,,,Y,nan,,,
203826,004,12257342,,,Y,nan,,,
213586,005,9895447,,,Y,nan,,,
217677,001,11504354,,,Y,nan,,,
205422,005,7888362,,Y,,nan,,,
211996,001,7214695,,Y,Y,nan,,,
208799,004,11351317,,,Y,nan,,,
210864,002,7635773,,,Y,nan,,,
202714,002,7232818,,Y,Y,nan,,,
204824,008,11446441,,,Y,nan,,,
215498,002,12091394,,Y,,nan,,,
215401,003,8591941,,,Y,nan,,,
214324,005,10421729,,,Y,nan,,,
208658,003,7713938,,Y,Y,nan,,,
217186,002,12064521,,,Y,nan,,,
019734,004,9364564,,,Y,nan,,,
208799,005,11439777,,,Y,nan,,,
050819,001,9078870,,,Y,nan,,,
204326,001,9017731,,,Y,nan,,,
203255,001,9351923,,,Y,nan,,,
209241,003,10919892,,Y,Y,nan,,,
210563,001,8957079,,Y,Y,nan,,,
211765,002,8912210,,Y,Y,nan,,,
219389,002,11066358,,Y,,nan,,,
208573,002,11369599,,,Y,nan,,,
217424,001,8282967,,Y,,nan,,,
204824,004,11684723,,,Y,nan,,,
214275,001,8791122,,Y,Y,nan,,,
022580,003,8580298,,,Y,nan,,,
206627,001,9770416,,,Y,nan,,,
209863,003,10357609,,,Y,nan,,,
210491,002,8754224,,Y,Y,nan,,,
205422,002,7888362,,Y,,nan,,,
022427,001,9192571,,,Y,nan,,,
206089,001,11179402,,Y,Y,nan,,,
208610,001,7728143,,Y,,nan,,,
210655,001,9180197,,,Y,nan,,,
202428,001,8808716,,,Y,nan,,,
211675,001,11718627,,Y,Y,nan,,,
211675,002,11198697,,,Y,nan,,,
022426,004,8637079,,,Y,nan,,,
212801,001,8835646,,Y,Y,nan,,,
204447,004,8722684,,Y,Y,nan,,,
208325,002,11162500,,,Y,nan,,,
217439,005,10189837,,Y,Y,nan,,,
021514,004,9034370,,,Y,nan,,,
018207,004,8133893,,Y,Y,nan,,,
210598,001,8034946,,,Y,nan,,,
216457,001,12115255,,,Y,nan,,,
200603,001,RE45573,,Y,,nan,,,
206030,001,8410077,,,Y,nan,,,
217806,004,9474780,,Y,Y,nan,,,
050790,002,9669974,,,Y,nan,,,
207202,001,9149577,,,Y,nan,,,
209472,001,11793813,,,Y,nan,,,
204417,002,8425938,,,Y,nan,,,
204326,001,9265737,,,Y,nan,,,
208246,002,10639309,,,Y,nan,,,
206089,003,10617696,,Y,Y,nan,,,
210598,001,7288657,,Y,,nan,,,
210450,002,12102637,,,Y,nan,,,
205636,001,10124131,,,Y,nan,,,
210656,002,10414748,,Y,Y,nan,,,
213498,004,RE43728,,Y,Y,nan,,,
213871,001,9035074,,Y,Y,nan,,,
022275,001,10905694,,,Y,nan,,,
211675,001,12110297,,,Y,nan,,,
215875,005,10653646,,,Y,nan,,,
218730,002,10047053,,Y,,nan,,,
210854,002,10759814,,Y,Y,nan,,,
211675,001,9951080,,Y,Y,nan,,,
212436,002,11065250,,,Y,nan,,,
202971,004,11648347,,,Y,nan,,,
203756,001,11091439,,Y,,nan,,,
215700,001,10888534,,,Y,nan,,,
022519,001,8309127,,,Y,nan,,,
201739,003,11590286,,,Y,nan,,,
209862,001,9022022,,,Y,nan,,,
212018,003,8895601,,Y,Y,nan,,,
202880,001,9132096,,,Y,nan,,,
217186,001,11357733,,,Y,nan,,,
210251,001,7390791,,Y,Y,nan,,,
212994,002,9079928,,,Y,nan,,,
215700,002,10888534,,,Y,nan,,,
021610,001,8871779,,Y,,nan,,,
204242,005,10946010,,,Y,nan,,,
208624,001,8691938,,Y,Y,nan,,,
209899,001,8796318,,Y,Y,nan,,,
214200,001,8598197,,Y,Y,nan,,,
205435,001,10065947,,,Y,nan,,,
213378,004,11707466,,,Y,nan,,,
215192,001,10149842,,Y,Y,nan,,,
018613,001,7977324,,,Y,nan,,,
203752,005,9724310,,Y,Y,nan,,,
208692,002,11091440,,,Y,nan,,,
201292,003,RE43431,,Y,,nan,,,
207925,005,8754224,,Y,Y,nan,,,
213973,001,11793795,,,Y,nan,,,
213378,002,9119848,,Y,,nan,,,
212614,001,9415016,,,Y,nan,,,
022272,005,12246094,,,Y,nan,,,
207202,002,8718193,,,Y,nan,,,
214876,002,8436185,,Y,,nan,,,
210793,001,10646480,,,Y,nan,,,
210134,001,10765602,,,Y,nan,,,
021986,005,8680103,,,Y,nan,,,
209940,002,RE46791,,Y,Y,nan,,,
205489,001,8840924,,,Y,nan,,,
214200,001,12168666,,Y,Y,nan,,,
206089,001,10617696,,Y,Y,nan,,,
021252,002,8436051,,,Y,nan,,,
214103,001,11446380,,Y,Y,nan,,,
207318,001,7923564,,Y,Y,nan,,,
211746,001,9937189,,,Y,nan,,,
208313,003,9241948,,,Y,nan,,,
206627,006,9095615,,,Y,nan,,,
207986,001,9220796,,,Y,nan,,,
213756,001,8178693,,Y,Y,nan,,,
022321,002,8877247,,,Y,nan,,,
216686,001,11065265,,,Y,nan,,,
200677,001,7473761,,Y,Y,nan,,,
201292,001,10004743,,,Y,nan,,,
212038,003,10507186,,,Y,nan,,,
208259,001,9415043,,Y,,nan,,,
209935,001,8685980,,Y,Y,nan,,,
213591,001,12208101,,,Y,nan,,,
207561,001,10039718,,,Y,nan,,,
208798,004,9463288,,,Y,nan,,,
209500,001,9616061,,,Y,nan,,,
022430,001,7947739,,,Y,nan,,,
214965,001,7973081,,,Y,nan,,,
021947,003,7862833,,,Y,nan,,,
207202,006,9433371,,,Y,nan,,,
208611,001,RE46617,,Y,,nan,,,
213411,001,8648087,,Y,Y,nan,,,
210455,001,10039718,,,Y,nan,,,
209410,004,8252331,,,Y,nan,,,
216490,003,11890326,,Y,Y,nan,,,
207202,001,9941931,,,Y,nan,,,
217660,001,7645789,,Y,Y,nan,,,
210854,002,11261198,,,Y,nan,,,
213586,001,9717799,,,Y,nan,,,
208434,001,9365514,,,Y,nan,,,
215498,004,10975046,,Y,,nan,,,
210913,001,10918694,,,Y,nan,,,
210296,001,9636319,,,Y,nan,,,
210563,002,9725455,,Y,,nan,,,
209637,004,9457154,,,Y,nan,,,
208798,007,10765820,,,Y,nan,,,
212038,005,10688060,,,Y,nan,,,
209355,001,8809307,,,Y,nan,,,
214846,001,8058280,,Y,Y,nan,,,
202833,002,8372828,,,Y,nan,,,
207233,002,9649318,,,Y,nan,,,
207533,004,8431576,,Y,,nan,,,
206111,001,7579449,,Y,,nan,,,
209478,001,10493083,,,Y,nan,,,
210854,003,12064438,,,Y,nan,,,
207318,002,7732615,,Y,Y,nan,,,
217186,004,11357733,,,Y,nan,,,
215341,001,RE49826,,Y,,nan,,,
209816,001,9314475,,,Y,nan,,,
021343,001,11771841,,Y,Y,nan,,,
212489,002,10071085,,,Y,nan,,,
218213,002,12187739,,,Y,nan,,,
204114,001,9155706,,,Y,nan,,,
207155,001,8410077,,,Y,nan,,,
212614,003,7579449,,Y,,nan,,,
210735,001,9662342,,,Y,nan,,,
213586,006,9023897,,,Y,nan,,,
206977,015,11096913,,,Y,nan,,,
207202,001,9320455,,,Y,nan,,,
211710,001,9127013,,Y,Y,nan,,,
022275,003,8501730,,Y,,nan,,,
207202,004,11229378,,,Y,nan,,,
218730,001,8865902,,Y,Y,nan,,,
206977,007,10537538,,,Y,nan,,,
208194,001,11872214,,,Y,nan,,,
210565,001,11872318,,,Y,nan,,,
216986,002,10973934,,Y,,nan,,,
214755,001,11766418,,,Y,nan,,,
209410,002,8889740,,,Y,nan,,,
208090,005,7771707,,,Y,nan,,,
209862,001,8231573,,,Y,nan,,,
208799,006,11439777,,,Y,nan,,,
215446,001,11826352,,,Y,nan,,,
207533,001,8431576,,Y,,nan,,,
