BLANumber,ProperName,ProprietaryName,Applicant,DosageForm,Route,Strength,ReferenceProductName,IsReferenceProductFlag,BLAApprovalDate
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",150MCG/0.3ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",200MCG/0.3ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",250MCG/0.3ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",360MCG/0.6ML,N/A,Y,2016-04-28
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",50MCG/ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",100MCG/ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",200MCG/ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",300MCG/ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",400MCG/ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",600MCG/ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous","1,000MCG/ML",N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",400MCG/0.6ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",600MCG/0.6ML,N/A,Y,2007-11-14
125164,methoxy polyethylene glycol-epoetin beta,Mircera,Vifor (International) Inc.,Injection,"Intravenous, Subcutaneous",800MCG/0.6ML,N/A,Y,2007-11-14
125166,eculizumab,Soliris,"Alexion Pharmaceuticals, Inc.",Injection,Intravenous,300MG/30ML (10MG/ML),N/A,Y,2007-03-16
125196,peginterferon alfa-2b and ribavirin,PegIntron/ Rebetol Combo Pack,"Schering Corporation a subsidiary of Merck & Co., Inc.",<NA>,<NA>,50MCG/0.5ML & 200MG,N/A,Y,2008-06-13
125196,peginterferon alfa-2b and ribavirin,PegIntron/ Rebetol Combo Pack,"Schering Corporation a subsidiary of Merck & Co., Inc.",<NA>,<NA>,80MCG/0.5ML & 200MG,N/A,Y,2008-06-13
125196,peginterferon alfa-2b and ribavirin,PegIntron/ Rebetol Combo Pack,"Schering Corporation a subsidiary of Merck & Co., Inc.",<NA>,<NA>,120MCG/0.5ML & 200MG,N/A,Y,2008-06-13
125196,peginterferon alfa-2b and ribavirin,PegIntron/ Rebetol Combo Pack,"Schering Corporation a subsidiary of Merck & Co., Inc.",<NA>,<NA>,150MCG/0.5ML & 200MG,N/A,Y,2008-06-13
125201,"Immune Globulin Intravenous (Human), 10% Liquid",Privigen,CSL Behring AG,Injection,Intravenous,20G,N/A,Y,2007-07-26
125201,"Immune Globulin Intravenous (Human), 10% Liquid",Privigen,CSL Behring AG,Injection,Intravenous,10G,N/A,Y,2007-07-26
125201,"Immune Globulin Intravenous (Human), 10% Liquid",Privigen,CSL Behring AG,Injection,Intravenous,5G,N/A,Y,2007-07-26
125201,"Immune Globulin Intravenous (Human), 10% Liquid",Privigen,CSL Behring AG,Injection,Intravenous,2.5G,N/A,Y,2009-10-02
125201,"Immune Globulin Intravenous (Human), 10% Liquid",Privigen,CSL Behring AG,Injection,Intravenous,40G,N/A,Y,2013-02-07
125234,Protein C Concentrate (Human),Ceprotin,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,500IU,N/A,Y,2007-03-30
125234,Protein C Concentrate (Human),Ceprotin,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,1000IU,N/A,Y,2007-03-30
125244,"Influenza Virus Vaccine, H5N1",<NA>,Sanofi Pasteur Inc.,Injection,Intramuscular,90 MG/.5ML,N/A,Y,2007-04-17
125247,"Thrombin, Topical (Human)",Evithrom,Omrix Biopharmaceuticals Ltd,Solution,Topical,2ML IU/ML,N/A,Y,2007-08-27
125247,"Thrombin, Topical (Human)",Evithrom,Omrix Biopharmaceuticals Ltd,Solution,Topical,20ML IU/ML,N/A,Y,2007-08-27
125247,"Thrombin, Topical (Human)",Evithrom,Omrix Biopharmaceuticals Ltd,Solution,Topical,5ML IU/ML,N/A,Y,2007-08-27
125247,"Thrombin, Topical (Human)",Evithrom,Omrix Biopharmaceuticals Ltd,For Injection,Topical,1600-2400IU/ML,N/A,Y,2009-09-17
125248,Thrombin topical (Recombinant),Recothrom,Baxter Healthcare Corporation,For Solution,Topical,5000IU,N/A,Y,2008-01-17
125248,Thrombin topical (Recombinant),Recothrom,Baxter Healthcare Corporation,For Solution,Topical,20000IU,N/A,Y,2008-05-23
125249,rilonacept,Arcalyst,"Kiniksa Pharmaceuticals (UK), Ltd.",For Injection,Subcutaneous,220MG,N/A,Y,2008-02-27
125251,von Willebrand Factor/Coagulation Factor VIII Complex (Human),Wilate,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,500IU,N/A,Y,2010-12-20
125251,von Willebrand Factor/Coagulation Factor VIII Complex (Human),Wilate,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,1000IU,N/A,Y,2010-12-20
125254,Influenza Vaccine,"Afluria, Afluria Quadrivalent",Seqirus Pty Ltd.,Injection,Intramuscular,225UG,N/A,Y,2007-09-28
125254,Influenza Vaccine,"Afluria, Afluria Quadrivalent",Seqirus Pty Ltd.,Injection,Intramuscular,45UG/.5ML,N/A,Y,2007-09-28
125254,Influenza Vaccine,"Afluria, Afluria Quadrivalent",Seqirus Pty Ltd.,Injection,Intramuscular,60UG/.5ML,N/A,Y,2016-08-26
125254,Influenza Vaccine,"Afluria, Afluria Quadrivalent",Seqirus Pty Ltd.,Injection,Intramuscular,30UG/.25ML,N/A,Y,2018-10-04
125259,"Human Papillomavirus Bivalent (Types 16 and 18) Vaccine, Recombinant",Cervarix,GlaxoSmithKline Biologicals,Injection,Intramuscular,0.5ML,N/A,Y,2009-10-16
125260,Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,Kinrix,GlaxoSmithKline Biologicals,Injection,Intramuscular,0.5ML,N/A,Y,2008-06-24
125261,ustekinumab,Stelara,"Janssen Biotech, Inc.",Injection,Subcutaneous,45MG/0.5ML,N/A,Y,2009-09-25
125261,ustekinumab,Stelara,"Janssen Biotech, Inc.",Injection,Subcutaneous,90MG/ML,N/A,Y,2009-09-25
125261,ustekinumab,Stelara,"Janssen Biotech, Inc.",Injection,Subcutaneous,45MG/0.5ML,N/A,Y,2009-12-30
125261,ustekinumab,Stelara,"Janssen Biotech, Inc.",Injection,Subcutaneous,90MG/ML,N/A,Y,2009-12-30
125264,"Antihemophilic Factor (Recombinant), Plasma/Albumin Free","Xyntha, Xyntha Solofuse",Wyeth Pharmaceuticals LLC,For Injection,Intravenous,2000IU,N/A,Y,2008-02-21
125264,"Antihemophilic Factor (Recombinant), Plasma/Albumin Free","Xyntha, Xyntha Solofuse",Wyeth Pharmaceuticals LLC,For Injection,Intravenous,1000IU,N/A,Y,2008-02-21
125264,"Antihemophilic Factor (Recombinant), Plasma/Albumin Free","Xyntha, Xyntha Solofuse",Wyeth Pharmaceuticals LLC,For Injection,Intravenous,250IU,N/A,Y,2008-02-21
125264,"Antihemophilic Factor (Recombinant), Plasma/Albumin Free","Xyntha, Xyntha Solofuse",Wyeth Pharmaceuticals LLC,For Injection,Intravenous,500IU,N/A,Y,2008-02-21
125264,"Antihemophilic Factor (Recombinant), Plasma/Albumin Free","Xyntha, Xyntha Solofuse",Wyeth Pharmaceuticals LLC,For Injection,Intravenous,3000IU,N/A,Y,2010-08-06
125265,"Rotavirus Vaccine, Live, Oral",Rotarix,GlaxoSmithKline Biologicals,For Suspension,Oral,1ML,N/A,Y,2008-04-03
125265,"Rotavirus Vaccine, Live, Oral",Rotarix,GlaxoSmithKline Biologicals,Suspension,Oral,106.0CCID50,<NA>,N,2022-11-04
125266,Fibrin Sealant (Human),Artiss,Baxter Healthcare Corporation,Solution,Topical,4ML,N/A,Y,2008-03-19
125266,Fibrin Sealant (Human),Artiss,Baxter Healthcare Corporation,Solution,Topical,10ML,N/A,Y,2008-03-19
125266,Fibrin Sealant (Human),Artiss,Baxter Healthcare Corporation,Solution,Topical,2ML,N/A,Y,2008-03-19
125266,Fibrin Sealant (Human),Artiss,Baxter Healthcare Corporation,For Solution,Topical,4ML,N/A,Y,2008-03-19
125266,Fibrin Sealant (Human),Artiss,Baxter Healthcare Corporation,For Solution,Topical,10ML,N/A,Y,2008-03-19
125266,Fibrin Sealant (Human),Artiss,Baxter Healthcare Corporation,For Solution,Topical,2ML,N/A,Y,2008-03-19
125267,C1 Esterase Inhibitor (Human),Cinryze,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,500U,N/A,Y,2008-10-10
125268,romiplostim,Nplate,Amgen Inc.,For Injection,Subcutaneous,250MCG,N/A,Y,2008-08-22
125268,romiplostim,Nplate,Amgen Inc.,For Injection,Subcutaneous,500MCG,N/A,Y,2008-08-22
125268,romiplostim,Nplate,Amgen Inc.,For Injection,Subcutaneous,125MCG,N/A,Y,2019-07-22
125274,abobotulinumtoxinA,Dysport,Ipsen Biopharm Limited,For Injection,Intramuscular,300UNITS,N/A,Y,2009-04-29
125274,abobotulinumtoxinA,Dysport,Ipsen Biopharm Limited,For Injection,Intramuscular,500UNITS,N/A,Y,2009-04-29
125276,tocilizumab,Actemra,"Genentech, Inc.",Injection,Intravenous,200MG/10ML (20MG/ML),N/A,Y,2010-01-08
125276,tocilizumab,Actemra,"Genentech, Inc.",Injection,Intravenous,400MG/20ML (20MG/ML),N/A,Y,2010-01-08
125277,ecallantide,Kalbitor,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,10MG/ML,N/A,Y,2009-12-01
125280,"Japanese Encephalitis Vaccine, Inactivated, Adsorbed",Ixiaro,Valneva Austria GmbH,Injection,Intramuscular,0.5ML,N/A,Y,2009-03-30
125284,Antithrombin (Recombinant),Atryn,"rEVO Biologics, Inc.",For Injection,Intravenous,1750IU,N/A,Y,2009-02-06
125284,Antithrombin (Recombinant),Atryn,"rEVO Biologics, Inc.",For Injection,Intravenous,525IU,N/A,Y,2014-04-11
125285,Influenza Vaccine,Flublok,Protein Sciences Corporation,Injection,Intramuscular,135UG/.5ML,N/A,Y,2013-01-16
125285,Influenza Vaccine,Flublok,Protein Sciences Corporation,Injection,Intramuscular,180UG/.5ML,N/A,Y,2016-10-07
125285,Influenza Vaccine,Flublok,Protein Sciences Corporation,Injection,Intramuscular,135UG/.5ML,N/A,Y,2024-03-04
125287,C1 Esterase Inhibitor (Human),Berinert,CSL Behring GmbH,For Injection,Intravenous,500U,N/A,Y,2009-10-09
125288,belatacept,Nulojix,Bristol-Myers Squibb Company,For Injection,Intravenous,250MG,N/A,Y,2011-06-15
125289,golimumab,Simponi,"Janssen Biotech, Inc.",Injection,Subcutaneous,50MG/0.5ML,N/A,Y,2009-04-24
125289,golimumab,Simponi,"Janssen Biotech, Inc.",Injection,Subcutaneous,100MG/ML,N/A,Y,2013-05-15
125290,interferon beta-1b,Extavia,Novartis Pharmaceuticals Corporation,For Injection,Subcutaneous,0.3MG,N/A,Y,2009-08-14
125291,alglucosidase alfa,Lumizyme,Genzyme Corporation,For Injection,Intravenous,50MG,N/A,Y,2010-05-24
125293,pegloticase,Krystexxa,Horizon Therapeutics Ireland DAC,Injection,Intravenous,8MG/ML,N/A,Y,2010-09-14
125293,pegloticase,Krystexxa,Horizon Therapeutics Ireland DAC,Injection,Intravenous,8MG/50ML (0.16MG/ML),N/A,Y,2025-08-29
125294,tbo-filgrastim,Granix,UAB Teva Baltics,Injection,Subcutaneous,300MCG/0.5ML,N/A,Y,2012-08-29
125294,tbo-filgrastim,Granix,UAB Teva Baltics,Injection,Subcutaneous,480MCG/0.8ML,N/A,Y,2012-08-29
125294,tbo-filgrastim,Granix,UAB Teva Baltics,Injection,Subcutaneous,300MCG/1ML,N/A,Y,2018-07-31
125294,tbo-filgrastim,Granix,UAB Teva Baltics,Injection,Subcutaneous,480MCG/1.6ML,N/A,Y,2018-07-31
125296,"Adenovirus Type 4 and Type 7 Vaccine, Live, Oral",<NA>,"Teva Women's Health, Inc.",Tablet,Oral,4.5LOG 10TCID,N/A,Y,2011-03-16
125297,Influenza Virus Vaccine,Agriflu,Seqirus Inc.,Injection,Intramuscular,.05ML,N/A,Y,2009-11-27
125300,"Meningococcal (Groups A, C, Y, and W-135) Oligosaccharide Diphtheria CRM197 Conjugate Vaccine",Menveo,GlaxoSmithKline Biologicals,Injection,Intramuscular,0.5ML,N/A,Y,2010-02-19
125300,"Meningococcal (Groups A, C, Y, and W-135) Oligosaccharide Diphtheria CRM197 Conjugate Vaccine",Menveo,GlaxoSmithKline Biologicals,Injection,Intramuscular,0.5ML,N/A,Y,2022-10-14
125317,Fibrinogen Concentrate (Human),Riastap,CSL Behring GmbH,For Injection,Intravenous,900-1300MG,N/A,Y,2009-01-16
125319,canakinumab,Ilaris,Novartis Pharmaceuticals Corporation,For Injection,Subcutaneous,150MG,N/A,Y,2009-06-17
125319,canakinumab,Ilaris,Novartis Pharmaceuticals Corporation,Injection,Subcutaneous,150MG/ML,N/A,Y,2016-12-22
125320,denosumab,Prolia,Amgen Inc.,Injection,Subcutaneous,60MG/ML,N/A,Y,2010-06-01
125320,denosumab,Xgeva,Amgen Inc.,Injection,Subcutaneous,120MG/1.7ML (70MG/ML),N/A,Y,2010-11-18
125324,Pneumococcal 13-valent Conjugate Vaccine (Diphtheria CRM197 Protein),Prevnar 13,Wyeth Pharmaceuticals LLC,Injection,Intramuscular,0.5ML,N/A,Y,2010-02-24
125325,Alpha-1-Proteinase Inhibitor (Human),Glassia,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Intravenous,1G,N/A,Y,2010-07-01
125325,Alpha-1-Proteinase Inhibitor (Human),Glassia,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Intravenous,4G,N/A,Y,2025-02-27
125325,Alpha-1-Proteinase Inhibitor (Human),Glassia,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Intravenous,5G,N/A,Y,2025-02-27
125326,ofatumumab,Arzerra,Novartis Pharmaceuticals Corporation,Injection,Intravenous,100MG/5ML,N/A,Y,2009-10-26
125326,ofatumumab,Arzerra,Novartis Pharmaceuticals Corporation,Injection,Intravenous,"1,000MG/50ML",N/A,Y,2011-04-01
125326,ofatumumab,Kesimpta,Novartis Pharmaceuticals Corporation,Injection,Subcutaneous,20MG/0.4ML,N/A,Y,2020-08-20
125327,glucarpidase,Voraxaze,BTG International Inc.,For Injection,Intravenous,"1,000UNITS",N/A,Y,2012-01-17
125329,Immune Globulin Intravenous (Human),Gammaplex,Bio Products Laboratory Limited,Injection,Intravenous,10G/200ML,N/A,Y,2009-09-17
125329,Immune Globulin Intravenous (Human),Gammaplex,Bio Products Laboratory Limited,Injection,Intravenous,2.5G/50ML,N/A,Y,2009-09-17
125329,Immune Globulin Intravenous (Human),Gammaplex,Bio Products Laboratory Limited,Injection,Intravenous,5G/100ML,N/A,Y,2009-09-17
125329,Immune Globulin Intravenous (Human),Gammaplex,Bio Products Laboratory Limited,Injection,Intravenous,20G/400ML,N/A,Y,2014-02-07
125329,Immune Globulin Intravenous (Human),Gammaplex,Bio Products Laboratory Limited,Injection,Intravenous,5G/50ML,N/A,Y,2017-02-06
125329,Immune Globulin Intravenous (Human),Gammaplex,Bio Products Laboratory Limited,Injection,Intravenous,10G/100ML,N/A,Y,2017-02-06
125329,Immune Globulin Intravenous (Human),Gammaplex,Bio Products Laboratory Limited,Injection,Intravenous,20G/200ML,N/A,Y,2017-02-06
125335,Centruroides (Scorpion) Immune F(ab')2 (Equine) Injection,Anascorp,"Rare Disease Therapeutics, Inc. (RDT)",For Injection,Intravenous,>/=150 LD50 NEUTRALIZING UNITS,N/A,Y,2011-08-03
125338,collagenase clostridium histolyticum,Xiaflex,"Auxilium Pharmaceuticals, Inc.",For Injection,Intralesional,0.9MG,N/A,Y,2010-02-02
125347,Haemophilus b Conjugate Vaccine (Tetanus Toxoid Conjugate),Hiberix,GlaxoSmithKline Biologicals,For Injection,Intramuscular,10UG/25UG,N/A,Y,2009-08-19
125348,Azficel-T,Laviv,"Fibrocell Technologies, Inc.",Injection,Intradermal,18MU CELL/ML,N/A,Y,2011-06-21
125349,raxibacumab,<NA>,Emergent Manufacturing Operations Baltimore LLC,Injection,Intravenous,"1,700MG/34ML (50MG/ML)",N/A,Y,2012-12-14
125350,"Immune Globulin Subcutaneous (Human), 20% Liquid",Hizentra,CSL Behring AG,Injection,Subcutaneous,2G/10ML,N/A,Y,2010-03-04
125350,"Immune Globulin Subcutaneous (Human), 20% Liquid",Hizentra,CSL Behring AG,Injection,Subcutaneous,1G/5ML,N/A,Y,2010-03-04
125350,"Immune Globulin Subcutaneous (Human), 20% Liquid",Hizentra,CSL Behring AG,Injection,Subcutaneous,10G/50ML,N/A,Y,2010-03-04
125350,"Immune Globulin Subcutaneous (Human), 20% Liquid",Hizentra,CSL Behring AG,Injection,Subcutaneous,4G/20ML,N/A,Y,2010-03-04
125350,"Immune Globulin Subcutaneous (Human), 20% Liquid",Hizentra,CSL Behring AG,Injection,Subcutaneous,10G/50ML,N/A,Y,2023-04-13
125351,Fibrin Sealant Patch,Tachosil,Corza Medical GmbH,Patch,Topical,4.8 CM X 4.8 CM MG PER CM2 FOR FIBRINOGEN; IU PER CM2 FOR THROMBIN,N/A,Y,2010-04-05
125351,Fibrin Sealant Patch,Tachosil,Corza Medical GmbH,Patch,Topical,9.5 CM X 4.8 CM MG PER CM2 FOR FIBRINOGEN; IU PER CM2 FOR THROMBIN,N/A,Y,2010-04-05
125351,Fibrin Sealant Patch,Tachosil,Corza Medical GmbH,Patch,Topical,3.0 CM X 2.5 CM MG PER CM2 FOR FIBRINOGEN; IU PER CM2 FOR THROMBIN,N/A,Y,2010-04-05
125354,Coccidioides immitis Spherule-Derived Skin Test Antigen,Spherusol,"Nielsen Bioscience, Inc",Injection,Intradermal,1.0ML,N/A,Y,2011-07-29
125359,asparaginase Erwinia chrysanthemi,Erwinaze,"Jazz Pharmaceuticals, Inc.",For Injection,"Intravenous, Intramuscular","10,000INTERNATIONAL UNITS",N/A,Y,2011-11-18
125360,incobotulinumtoxinA,Xeomin,Merz Pharmaceuticals GmbH c/o Merz Pharmaceuticals LLC,For Injection,"Intramuscular, Intraglandular",50UNITS,N/A,Y,2010-07-30
125360,incobotulinumtoxinA,Xeomin,Merz Pharmaceuticals GmbH c/o Merz Pharmaceuticals LLC,For Injection,"Intramuscular, Intraglandular",100UNITS,N/A,Y,2010-07-30
125360,incobotulinumtoxinA,Xeomin,Merz Pharmaceuticals GmbH c/o Merz Pharmaceuticals LLC,For Injection,"Intramuscular, Intraglandular",200UNITS,N/A,Y,2015-11-20
125363,Meningococcal Groups C and Y and Haemophilus b Tetanus Toxoid Conjugate Vaccine,MENHIBRIX,GlaxoSmithKline Biologicals,Injection,Intramuscular,0.5ML,<NA>,N,2012-06-14
125370,belimumab,Benlysta,GlaxoSmithKline LLC,For Injection,Intravenous,120MG,N/A,Y,2011-03-09
125370,belimumab,Benlysta,GlaxoSmithKline LLC,For Injection,Intravenous,400MG,N/A,Y,2011-03-09
125377,ipilimumab,Yervoy,Bristol-Myers Squibb Company,Injection,Intravenous,50MG/10ML (5MG/ML),N/A,Y,2011-03-25
125377,ipilimumab,Yervoy,Bristol-Myers Squibb Company,Injection,Intravenous,200MG/40ML (5MG/ML),N/A,Y,2011-03-25
125385,Factor XIII Concentrate (Human),Corifact,CSL Behring GmbH,For Injection,Intravenous,1000-1600IU,N/A,Y,2011-02-17
125387,aflibercept,Eylea,"Regeneron Pharmaceuticals, Inc.",Injection,Intravitreal,2MG/0.05ML,N/A,Y,2011-11-18
125387,aflibercept,Eylea,"Regeneron Pharmaceuticals, Inc.",Injection,Intravitreal,2MG/0.05ML,N/A,Y,2018-08-16
125388,brentuximab vedotin,Adcetris,Seagen Inc.,For Injection,Intravenous,50MG,N/A,Y,2011-08-19
125389,Immune Globulin Intravenous (Human),Bivigam,"ADMA Biologics, Inc.",Injection,Intravenous,5GM/50ML,N/A,Y,2012-12-19
125389,Immune Globulin Intravenous (Human),Bivigam,"ADMA Biologics, Inc.",Injection,Intravenous,10GM/100ML,N/A,Y,2012-12-19
125390,metreleptin,Myalept,Chiesi Farmaceutici S.p.A.,For Injection,Subcutaneous,11.3MG,N/A,Y,2014-02-24
125391,"HPC, Cord Blood",<NA>,Clinimmune Labs,Injection,Intravenous,5X10^8 TOTAL NUCLEATED CELLS WITH AT LEAST 1.25X10^6 VIABLE CD34+ CELLS,N/A,Y,2012-05-24
125392,Fibrin Sealant Patch,Evarrest,"Ethicon, Inc.",Patch,Topical,50.3MG FIBRINOGEN&203.2IU THROMBIN/IN^2; 4x4 IN,N/A,Y,2012-12-05
125392,Fibrin Sealant Patch,Evarrest,"Ethicon, Inc.",Patch,Topical,55.5MG FIBRINOGEN&241.9IU THROMBIN/IN^2; 4x4 IN,N/A,Y,2013-05-16
125392,Fibrin Sealant Patch,Evarrest,"Ethicon, Inc.",Patch,Topical,55.5MG FIBRINOGEN&241.9IU THROMBIN/IN^2; 2x4 IN,N/A,Y,2014-05-27
125397,"Hematopoietic Progenitor Cells, Cord (HPC-C)",Hemacord,"New York Blood Center, Inc.",Injection,Intravenous,5 X 10E8 TOTAL NUCLEATED CELLS WITH AT LEAST 1.25 X 10E6 VIABLE CD34+ CELLS U,N/A,Y,2011-11-10
125398,Coagulation Factor XIII A-Subunit (Recombinant),Tretten,Novo Nordisk Inc.,For Injection,Intravenous,2000 - 3125IU,N/A,Y,2013-12-23
125400,Allogeneic Cultured Keratinocytes and Fibroblasts in Bovine Collagen,Gintuit,"Organogenesis, Inc.",Cellular Sheet,Topical,>0.000001UG/ML,N/A,Y,2012-03-09
125402,"Immune Globulin Infusion (Human), 10% with Recombinant Human Hyaluronidase",Hyqvia,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,0.1,N/A,Y,2014-09-12
125407,"HPC, Cord Blood",Ducord,Duke University School of Medicine,Injection,Intravenous,GREATER THAN OR EQUAL TO 2.5 X 10E7 PER KG CELLS PER KILOGRAM,N/A,Y,2012-10-04
125408,Influenza Vaccine,"Flucelvax, Flucelvax Quadrivalent",Seqirus Inc.,Injection,Intramuscular,45UG/.5ML,N/A,Y,2012-11-20
125408,Influenza Vaccine,"Flucelvax, Flucelvax Quadrivalent",Seqirus Inc.,Injection,Intramuscular,60UG/.5ML,N/A,Y,2016-05-23
125408,Influenza Vaccine,"Flucelvax, Flucelvax Quadrivalent",Seqirus Inc.,Injection,Intramuscular,60UG/.5ML,N/A,Y,2017-03-03
125408,Influenza Vaccine,"Flucelvax, Flucelvax Quadrivalent",Seqirus Inc.,Injection,Intramuscular,45UG/.5ML,N/A,Y,2024-03-04
125409,pertuzumab,Perjeta,"Genentech, Inc.",Injection,Intravenous,420MG/14ML,N/A,Y,2012-06-08
125413,"HPC, Cord Blood",Allocord,SSM Cardinal Glennon Children's Medical Center,Injection,Intravenous,TOTAL NUCLEATED CELLS CELL/ML,N/A,Y,2013-05-30
125416,"Pooled Plasma (Human), Solvent/Detergent Treated",Octaplas,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,45-70MG/ML,N/A,Y,2013-01-17
125418,Ziv-Aflibercept,Zaltrap,Sanofi-Aventis U.S. LLC,Injection,Intravenous,100MG/4ML (25MG/ML),N/A,Y,2012-08-03
125418,Ziv-Aflibercept,Zaltrap,Sanofi-Aventis U.S. LLC,Injection,Intravenous,200MG/8ML (25MG/ML),N/A,Y,2012-08-03
125419,"Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted",Arepanrix,ID Biomedical Corporation of Quebec,Injection,Intramuscular,0.5ML,N/A,Y,2013-11-22
125421,Prothrombin Complex Concentrate (Human),Kcentra,CSL Behring GmbH,For Injection,Intravenous,500IU,N/A,Y,2013-04-29
125421,Prothrombin Complex Concentrate (Human),Kcentra,CSL Behring GmbH,For Injection,Intravenous,1000IU,N/A,Y,2013-11-26
125422,ocriplasmin,Jetrea,ThromboGenics Inc.,Injection,Intravitreal,0.375MG/0.3ML (1.25MG/ML),N/A,Y,2017-02-22
125422,ocriplasmin,Jetrea,ThromboGenics Inc.,Injection,Intravitreal,0.5MG/0.2ML (2.5MG/ML),N/A,Y,2012-10-17
125426,Coagulation Factor IX (Recombinant),Ixinity,"Medexus Pharma, Inc.",For Injection,Intravenous,500IU,N/A,Y,2015-04-29
125426,Coagulation Factor IX (Recombinant),Ixinity,"Medexus Pharma, Inc.",For Injection,Intravenous,1500IU,N/A,Y,2015-04-29
125426,Coagulation Factor IX (Recombinant),Ixinity,"Medexus Pharma, Inc.",For Injection,Intravenous,1000IU,N/A,Y,2015-04-29
125426,Coagulation Factor IX (Recombinant),Ixinity,"Medexus Pharma, Inc.",For Injection,Intravenous,250IU,N/A,Y,2015-12-21
125426,Coagulation Factor IX (Recombinant),Ixinity,"Medexus Pharma, Inc.",For Injection,Intravenous,3000IU,N/A,Y,2015-12-21
125426,Coagulation Factor IX (Recombinant),Ixinity,"Medexus Pharma, Inc.",For Injection,Intravenous,2000IU,N/A,Y,2015-12-21
125427,ado-trastuzumab emtansine,Kadcyla,"Genentech, Inc.",For Injection,Intravenous,100MG,N/A,Y,2013-02-22
125427,ado-trastuzumab emtansine,Kadcyla,"Genentech, Inc.",For Injection,Intravenous,160MG,N/A,Y,2013-02-22
125428,"Hepatitis B Vaccine (Recombinant), Adjuvanted",Heplisav-B,Dynavax Technologies Corporation,Injection,Intramuscular,20UG/.5ML,N/A,Y,2017-11-09
125430,Varicella Zoster Immune Globulin (Human),Varizig,Kamada Ltd.,For Injection,Intramuscular,125IU,N/A,Y,2012-12-20
125430,Varicella Zoster Immune Globulin (Human),Varizig,Kamada Ltd.,Injection,Intramuscular,125IU,N/A,Y,2014-09-29
125431,albiglutide,Tanzeum,GlaxoSmithKline LLC,For Injection,Subcutaneous,30MG,N/A,Y,2014-04-15
125431,albiglutide,Tanzeum,GlaxoSmithKline LLC,For Injection,Subcutaneous,50MG,N/A,Y,2014-04-15
125432,"HPC, Cord Blood",Cordcyte,"LifeSouth Community Blood Centers, Inc.",Injection,Intravenous,TOTAL NUCLEATED CELLS  CELL/ML,N/A,Y,2013-06-13
125433,golimumab,Simponi Aria,"Janssen Biotech, Inc.",Injection,Intravenous,50MG/4ML (12.5MG/ML),N/A,Y,2013-07-18
125444,"Coagulation Factor IX (Recombinant), Fc Fusion Protein",Alprolix,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,500IU,N/A,Y,2014-03-28
125444,"Coagulation Factor IX (Recombinant), Fc Fusion Protein",Alprolix,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,2000IU,N/A,Y,2014-03-28
