BLANumber,ProperName,ProprietaryName,Applicant,DosageForm,Route,Strength,ReferenceProductName,IsReferenceProductFlag,BLAApprovalDate
125444,"Coagulation Factor IX (Recombinant), Fc Fusion Protein",Alprolix,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,1000IU,N/A,Y,2014-03-28
125444,"Coagulation Factor IX (Recombinant), Fc Fusion Protein",Alprolix,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,3000IU,N/A,Y,2014-03-28
125444,"Coagulation Factor IX (Recombinant), Fc Fusion Protein",Alprolix,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,250IU,N/A,Y,2016-02-18
125444,"Coagulation Factor IX (Recombinant), Fc Fusion Protein",Alprolix,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,4000IU,N/A,Y,2016-07-14
125446,Coagulation Factor IX (Recombinant),Rixubis,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,500IU,N/A,Y,2013-06-26
125446,Coagulation Factor IX (Recombinant),Rixubis,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,1000IU,N/A,Y,2013-06-26
125446,Coagulation Factor IX (Recombinant),Rixubis,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,250IU,N/A,Y,2013-06-26
125446,Coagulation Factor IX (Recombinant),Rixubis,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,3000IU,N/A,Y,2013-06-26
125446,Coagulation Factor IX (Recombinant),Rixubis,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,2000IU,N/A,Y,2013-06-26
125460,elosulfase alfa,Vimizim,BioMarin Pharmaceutical Inc.,Injection,Intravenous,5MG/5ML (1MG/ML),N/A,Y,2014-02-14
125462,"Botulism Antitoxin Heptavalent (A, B, C, D, E, F, G) - (Equine)",Bat,Emergent BioSolutions Canada Inc.,Solution,Intravenous,>4500U,N/A,Y,2013-03-22
125466,Antihemophilic Factor (Recombinant),Novoeight,Novo Nordisk Inc.,For Injection,Intravenous,3000IU,N/A,Y,2013-10-15
125466,Antihemophilic Factor (Recombinant),Novoeight,Novo Nordisk Inc.,For Injection,Intravenous,2000IU,N/A,Y,2013-10-15
125466,Antihemophilic Factor (Recombinant),Novoeight,Novo Nordisk Inc.,For Injection,Intravenous,1500IU,N/A,Y,2013-10-15
125466,Antihemophilic Factor (Recombinant),Novoeight,Novo Nordisk Inc.,For Injection,Intravenous,1000IU,N/A,Y,2013-10-15
125466,Antihemophilic Factor (Recombinant),Novoeight,Novo Nordisk Inc.,For Injection,Intravenous,250IU,N/A,Y,2013-10-15
125466,Antihemophilic Factor (Recombinant),Novoeight,Novo Nordisk Inc.,For Injection,Intravenous,500IU,N/A,Y,2013-10-15
125469,dulaglutide,Trulicity,Eli Lilly and Company,Injection,Subcutaneous,0.75MG/0.5ML,N/A,Y,2014-09-18
125469,dulaglutide,Trulicity,Eli Lilly and Company,Injection,Subcutaneous,1.5MG/0.5ML,N/A,Y,2014-09-18
125469,dulaglutide,Trulicity,Eli Lilly and Company,Injection,Subcutaneous,3MG/0.5ML,N/A,Y,2020-09-04
125469,dulaglutide,Trulicity,Eli Lilly and Company,Injection,Subcutaneous,4.5MG/0.5ML,N/A,Y,2020-09-04
125471,"Sweet Vernal, Orchard, Perennial Rye, Timothy, and Kentucky Blue Grass Mixed Pollens Allergen Extract",Oralair,"Stallergenes, SAS",Tablet,Sublingual,300 IR TABS/CT,N/A,Y,2014-04-01
125472,tocilizumab,Actemra,"Genentech, Inc.",Injection,Subcutaneous,162MG/0.9ML,N/A,Y,2013-10-21
125472,tocilizumab,Actemra,"Genentech, Inc.",Injection,Subcutaneous,162MG/0.9ML,N/A,Y,2018-11-19
125473,Timothy Grass Pollen Allergen Extract,Grastek,ALK - Abello A/S,Tablet,Sublingual,2800BAU/TABLET,N/A,Y,2014-04-11
125476,vedolizumab,Entyvio,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,300MG,N/A,Y,2014-05-20
125477,ramucirumab,Cyramza,Eli Lilly and Company,Injection,Intravenous,100MG/10ML (10MG/ML),N/A,Y,2014-04-21
125477,ramucirumab,Cyramza,Eli Lilly and Company,Injection,Intravenous,500MG/50ML (10MG/ML),N/A,Y,2014-04-21
125478,Short Ragweed Pollen Allergen Extract,Ragwitek,ALK - Abello A/S,Tablet,Sublingual,12 AMB A 1-UNITS/Tablet,N/A,Y,2014-04-17
125486,obinutuzumab,Gazyva,"Genentech, Inc.",Injection,Intravenous,"1,000MG/40ML (25MG/ML)",N/A,Y,2013-11-01
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,1500IU,N/A,Y,2014-06-06
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,1000IU,N/A,Y,2014-06-06
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,2000IU,N/A,Y,2014-06-06
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,3000IU,N/A,Y,2014-06-06
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,750IU,N/A,Y,2014-06-06
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,500IU,N/A,Y,2014-06-06
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,250IU,N/A,Y,2014-06-06
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,5000IU,N/A,Y,2017-01-27
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,6000IU,N/A,Y,2017-01-27
125487,"Antihemophilic Factor (Recombinant), Fc Fusion protein",Eloctate,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,4000IU,N/A,Y,2017-01-27
125488,Crotalidae Immune F(ab')2 (Equine),Anavip,"Rare Disease Therapeutics, Inc. (RDT)",For Injection,Intravenous,"MINIMUM 780 BOTHROPS ASPER, 790 C.SIMUS, 244 C.ADAMANTEUS, 147 C.ATROX, 185 C.SCUTULATUS, 28 AGKISTRODON CONTORTRIX, 61 A.PISCIVORUS LD50 NEUTRALIZING UNITS/VIAL",N/A,Y,2015-05-06
125495,C1 Esterase Inhibitor (Recombinant),Ruconest,Pharming Americas BV,For Injection,Intravenous,2100IU,N/A,Y,2014-07-16
125496,siltuximab,Sylvant,"Recordati Rare Diseases, Inc.",For Injection,Intravenous,100MG,N/A,Y,2014-04-23
125496,siltuximab,Sylvant,"Recordati Rare Diseases, Inc.",For Injection,Intravenous,400MG,N/A,Y,2014-04-23
125499,peginterferon beta-1a,Plegridy,Biogen Inc.,Injection,Subcutaneous,125MCG/0.5ML,N/A,Y,2014-08-15
125499,peginterferon beta-1a,Plegridy,Biogen Inc.,Injection,Subcutaneous,63MCG/0.5ML,N/A,Y,2014-08-15
125499,peginterferon beta-1a,Plegridy,Biogen Inc.,Injection,Subcutaneous,94MCG/0.5ML,N/A,Y,2014-08-15
125499,peginterferon beta-1a,Plegridy,Biogen Inc.,Injection,"Subcutaneous, Intramuscular",125MCG/0.5ML,N/A,Y,2014-08-15
125504,secukinumab,Cosentyx,Novartis Pharmaceuticals Corporation,Injection,Subcutaneous,150MG/ML,N/A,Y,2015-01-21
125504,secukinumab,Cosentyx,Novartis Pharmaceuticals Corporation,For Injection,Subcutaneous,150MG,N/A,Y,2015-01-21
125504,secukinumab,Cosentyx,Novartis Pharmaceuticals Corporation,Injection,Subcutaneous,75MG/0.5ML,N/A,Y,2021-05-28
125504,secukinumab,Cosentyx,Novartis Pharmaceuticals Corporation,Injection,Subcutaneous,300MG/2ML,N/A,Y,2023-05-11
125506,Coagulation Factor X (Human),Coagadex,Bio Products Laboratory Limited,For Injection,Intravenous,500IU,N/A,Y,2015-10-20
125506,Coagulation Factor X (Human),Coagadex,Bio Products Laboratory Limited,For Injection,Intravenous,250IU,N/A,Y,2015-10-20
125508,"Human Papillomavirus 9-valent Vaccine, Recombinant",Gardasil 9,Merck Sharp & Dohme LLC,Injection,Intramuscular,0.5ML,N/A,Y,2014-12-10
125509,obiltoxaximab,Anthim,"Elusys Therapeutics, Inc.",Injection,Intravenous,600MG/6ML (100MG/ML),N/A,Y,2016-03-18
125510,"Influenza Vaccine, Adjuvanted",Fluad,Seqirus Inc.,Injection,Intramuscular,45UG/.5ML,N/A,Y,2015-11-24
125510,"Influenza Vaccine, Adjuvanted","Fluad,Fluad Quadrivalent",Seqirus Inc.,Injection,Intramuscular,60UG/.5ML,<NA>,N,2020-02-21
125511,parathyroid hormone,Natpara,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Subcutaneous,25MCG,N/A,Y,2015-01-23
125511,parathyroid hormone,Natpara,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Subcutaneous,50MCG,N/A,Y,2015-01-23
125511,parathyroid hormone,Natpara,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Subcutaneous,75MCG,N/A,Y,2015-01-23
125511,parathyroid hormone,Natpara,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Subcutaneous,100MCG,N/A,Y,2015-01-23
125512,"Antihemophilic Factor (Recombinant), Porcine Sequence",Obizur,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,500U,N/A,Y,2014-10-23
125513,asfotase alfa,Strensiq,"Alexion Pharmaceuticals, Inc.",Injection,Subcutaneous,18MG/0.45ML,N/A,Y,2015-10-23
125513,asfotase alfa,Strensiq,"Alexion Pharmaceuticals, Inc.",Injection,Subcutaneous,28MG/0.7ML,N/A,Y,2015-10-23
125513,asfotase alfa,Strensiq,"Alexion Pharmaceuticals, Inc.",Injection,Subcutaneous,40MG/ML,N/A,Y,2015-10-23
125513,asfotase alfa,Strensiq,"Alexion Pharmaceuticals, Inc.",Injection,Subcutaneous,80MG/0.8ML,N/A,Y,2015-10-23
125514,pembrolizumab,Keytruda,Merck Sharp & Dohme LLC,For Injection,Intravenous,50MG,N/A,Y,2014-09-04
125514,pembrolizumab,Keytruda,Merck Sharp & Dohme LLC,Injection,Intravenous,100MG/4ML (25MG/ML),N/A,Y,2015-01-15
125516,dinutuximab,Unituxin,United Therapeutics Corporation,Injection,Intravenous,17.5MG/5ML (3.5MG/ML),N/A,Y,2015-03-10
125518,Talimogene laherparepvec,Imlygic,Amgen Inc.,For Injection,Intralesional,100 MILLION PFU/ML,N/A,Y,2015-10-27
125518,Talimogene laherparepvec,Imlygic,Amgen Inc.,For Injection,Intralesional,1 MILLION PFU/ML,N/A,Y,2015-10-27
125521,ixekizumab,Taltz,Eli Lilly and Company,Injection,Subcutaneous,80MG/ML,N/A,Y,2016-03-22
125521,ixekizumab,Taltz,Eli Lilly and Company,Injection,Subcutaneous,40MG/0.5ML,N/A,Y,2024-08-20
125521,ixekizumab,Taltz,Eli Lilly and Company,Injection,Subcutaneous,20MG/0.25ML,N/A,Y,2024-08-20
125522,evolocumab,Repatha,Amgen Inc.,Injection,Subcutaneous,140MG/ML,N/A,Y,2015-08-27
125522,evolocumab,Repatha,Amgen Inc.,Injection,Subcutaneous,420MG/3.5ML,N/A,Y,2016-07-08
125523,Fibrin Sealant (Human),Raplixa,Mallinckrodt Pharma IP Trading DAC,Powder,Topical,0.5G,<NA>,N,2015-04-30
125523,Fibrin Sealant (Human),Raplixa,Mallinckrodt Pharma IP Trading DAC,Powder,Topical,1G,<NA>,N,2015-04-30
125523,Fibrin Sealant (Human),Raplixa,Mallinckrodt Pharma IP Trading DAC,Powder,Topical,2G,<NA>,N,2015-04-30
125525,Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,Quadracel,Sanofi Pasteur Limited,Injection,Intramuscular,0.5ML,N/A,Y,2015-03-24
125526,mepolizumab,Nucala,GlaxoSmithKline LLC,For Injection,Subcutaneous,100MG,N/A,Y,2015-11-04
125526,mepolizumab,Nucala,GlaxoSmithKline LLC,Injection,Subcutaneous,100MG/ML,N/A,Y,2019-06-06
125526,mepolizumab,Nucala,GlaxoSmithKline LLC,Injection,Subcutaneous,40MG/0.4ML,N/A,Y,2022-01-22
125544,infliximab-dyyb,Inflectra,"CELLTRION, Inc.",For Injection,Intravenous,100MG,Remicade,N,2016-04-05
125545,epoetin alfa-epbx,Retacrit,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous","2,000UNITS/ML",Procrit,N,2018-05-15
125545,epoetin alfa-epbx,Retacrit,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous","3,000UNITS/ML",Procrit,N,2018-05-15
125545,epoetin alfa-epbx,Retacrit,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous","4,000UNITS/ML",Procrit,N,2018-05-15
125545,epoetin alfa-epbx,Retacrit,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous","10,000UNITS/ML",Procrit,N,2018-05-15
125545,epoetin alfa-epbx,Retacrit,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous","40,000UNITS/ML",Procrit,N,2018-05-15
125545,epoetin alfa-epbx,Retacrit,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous","20,000UNITS/2ML (10,000UNITS/ML)",Procrit,N,2020-06-30
125545,epoetin alfa-epbx,Retacrit,"Hospira Inc., a Pfizer Company",Injection,"Intravenous, Subcutaneous","20,000UNITS/ML",Procrit,N,2020-06-30
125546,Meningococcal Group B Vaccine,Bexsero,GlaxoSmithKline Biologicals,Injection,Intramuscular,0.5ML,N/A,Y,2015-01-23
125547,necitumumab,Portrazza,Eli Lilly and Company,Injection,Intravenous,800MG/50ML (16MG/ML),N/A,Y,2015-11-24
125549,Meningococcal Group B Vaccine,Trumenba,Wyeth Pharmaceuticals LLC,Injection,Intramuscular,0.5ML,N/A,Y,2014-10-29
125553,filgrastim-sndz,Zarxio,Sandoz Inc.,Injection,"Intravenous, Subcutaneous",300MCG/0.5ML,Neupogen,N,2015-03-06
125553,filgrastim-sndz,Zarxio,Sandoz Inc.,Injection,"Intravenous, Subcutaneous",480MCG/0.8ML,Neupogen,N,2015-03-06
125553,filgrastim-sndz,Zarxio,Sandoz Inc.,Injection,"Intravenous, Subcutaneous",300MCG/ML,Neupogen,N,2024-08-09
125553,filgrastim-sndz,Zarxio,Sandoz Inc.,Injection,"Intravenous, Subcutaneous",480MCG/1.6ML (300MCG/ML),Neupogen,N,2024-08-09
125554,nivolumab,Opdivo,Bristol-Myers Squibb Company,Injection,Intravenous,40MG/4ML (10MG/ML),N/A,Y,2014-12-22
125554,nivolumab,Opdivo,Bristol-Myers Squibb Company,Injection,Intravenous,100MG/10ML (10MG/ML),N/A,Y,2014-12-22
125554,nivolumab,Opdivo,Bristol-Myers Squibb Company,Injection,Intravenous,240MG/24ML (10MG/ML),N/A,Y,2017-10-04
125554,nivolumab,Opdivo,Bristol-Myers Squibb Company,Injection,Intravenous,120MG/12ML (10MG/ML),N/A,Y,2021-08-27
125555,Antihemophilic Factor (Recombinant),Nuwiq,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,500IU,N/A,Y,2015-09-04
125555,Antihemophilic Factor (Recombinant),Nuwiq,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,1000IU,N/A,Y,2015-09-04
125555,Antihemophilic Factor (Recombinant),Nuwiq,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,250IU,N/A,Y,2015-09-04
125555,Antihemophilic Factor (Recombinant),Nuwiq,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,2000IU,N/A,Y,2015-09-04
125555,Antihemophilic Factor (Recombinant),Nuwiq,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,2500IU,N/A,Y,2017-07-07
125555,Antihemophilic Factor (Recombinant),Nuwiq,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,4000IU,N/A,Y,2017-07-07
125555,Antihemophilic Factor (Recombinant),Nuwiq,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,3000IU,N/A,Y,2017-07-07
125555,Antihemophilic Factor (Recombinant),Nuwiq,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,1500IU,N/A,Y,2021-12-07
125557,blinatumomab,Blincyto,Amgen Inc.,For Injection,Intravenous,35MCG,N/A,Y,2014-12-03
125559,alirocumab,Praluent,"Regeneron Pharmaceuticals, Inc.",Injection,Subcutaneous,75MG/ML,N/A,Y,2015-07-24
125559,alirocumab,Praluent,"Regeneron Pharmaceuticals, Inc.",Injection,Subcutaneous,150MG/ML,N/A,Y,2015-07-24
125561,sebelipase alfa,Kanuma,"Alexion Pharmaceuticals, Inc.",Injection,Intravenous,20MG/10ML (2MG/ML),N/A,Y,2015-12-08
125562,Anthrax Immune Globulin Intravenous (Human),Anthrasil,Emergent BioSolutions Canada Inc.,Injection,Intravenous,>=60 U,N/A,Y,2015-03-24
125563,"Diphtheria and Tetanus Toxoids and Acellular Pertussis, Inactivated Poliovirus, Haemophilus b Conjugate and Hepatitis B Vaccine",Vaxelis,MSP Vaccine Company,Injection,Intramuscular,0.5ML,N/A,Y,2018-12-21
125563,"Diphtheria and Tetanus Toxoids and Acellular Pertussis, Inactivated Poliovirus, Haemophilus b Conjugate and Hepatitis B Vaccine",Vaxelis,MSP Vaccine Company,Injection,Intramuscular,0.5ML,N/A,Y,2020-09-25
125566,"Antihemophilic Factor (Recombinant), PEGylated",Adynovate,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,1000IU,N/A,Y,2015-11-13
125566,"Antihemophilic Factor (Recombinant), PEGylated",Adynovate,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,2000IU,N/A,Y,2015-11-13
125566,"Antihemophilic Factor (Recombinant), PEGylated",Adynovate,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,250IU,N/A,Y,2015-11-13
125566,"Antihemophilic Factor (Recombinant), PEGylated",Adynovate,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,500IU,N/A,Y,2015-11-13
125566,"Antihemophilic Factor (Recombinant), PEGylated",Adynovate,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,1500IU,N/A,Y,2016-10-25
125566,"Antihemophilic Factor (Recombinant), PEGylated",Adynovate,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,750IU,N/A,Y,2016-10-25
125566,"Antihemophilic Factor (Recombinant), PEGylated",Adynovate,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,3000IU,N/A,Y,2017-03-13
125574,"Antihemophilic Factor (Recombinant), Full Length",Kovaltry,Bayer HealthCare LLC,For Injection,Intravenous,1000IU,N/A,Y,2016-03-16
125574,"Antihemophilic Factor (Recombinant), Full Length",Kovaltry,Bayer HealthCare LLC,For Injection,Intravenous,250IU,N/A,Y,2016-03-16
125574,"Antihemophilic Factor (Recombinant), Full Length",Kovaltry,Bayer HealthCare LLC,For Injection,Intravenous,2000IU,N/A,Y,2016-03-16
125574,"Antihemophilic Factor (Recombinant), Full Length",Kovaltry,Bayer HealthCare LLC,For Injection,Intravenous,3000IU,N/A,Y,2016-03-16
125574,"Antihemophilic Factor (Recombinant), Full Length",Kovaltry,Bayer HealthCare LLC,For Injection,Intravenous,500IU,N/A,Y,2016-03-16
125577,von Willebrand factor (Recombinant),Vonvendi,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,1300IU,N/A,Y,2015-12-08
125577,von Willebrand factor (Recombinant),Vonvendi,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,650IU,N/A,Y,2015-12-08
125579,Rubber Panel Thin-Layer Rapid Use Epicutaneous Patch Test,Rubber Panel T.R.U.E. Test,SmartPractice Denmark ApS,Patch,Topical,PATCH TEST 5 ALLERGEN AND ALLERGEN MIX PATCHES AND A NEGATIVE CONTROL.,N/A,Y,2017-03-03
125582,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein",Idelvion,CSL Behring Lengnau AG,For Injection,Intravenous,500IU,N/A,Y,2016-03-04
125582,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein",Idelvion,CSL Behring Lengnau AG,For Injection,Intravenous,1000IU,N/A,Y,2016-03-04
125582,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein",Idelvion,CSL Behring Lengnau AG,For Injection,Intravenous,2000IU,N/A,Y,2016-03-04
125582,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein",Idelvion,CSL Behring Lengnau AG,For Injection,Intravenous,250IU,N/A,Y,2016-03-04
125582,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein",Idelvion,CSL Behring Lengnau AG,For Injection,Intravenous,3500IU,N/A,Y,2018-05-30
125585,"HPC, Cord Blood",<NA>,Bloodworks,Injection,Intravenous,5X10^8 NUCLEATED CELLS CONTENT WITH 85% VIABILITY & 1.25X10^6 VIABLE CD34+ CELLS (PRE-CRYOPRESERVATION),N/A,Y,2016-01-28
125586,"Coagulation Factor Xa (Recombinant), Inactivated-zhzo",Andexxa,AstraZeneca AB,Injection,Intravenous,100MG,N/A,Y,2018-05-03
125586,"Coagulation Factor Xa (Recombinant), Inactivated-zhzo",Andexxa,AstraZeneca AB,Injection,Intravenous,200MG,N/A,Y,2018-12-31
125587,Immune Globulin Intravenous (Human)-ifas,Panzyga,Octapharma Pharmazeutika Produktionsges.m.b.H.,Injection,Intravenous,1G ML,N/A,Y,2018-08-02
125587,Immune Globulin Intravenous (Human)-ifas,Panzyga,Octapharma Pharmazeutika Produktionsges.m.b.H.,Injection,Intravenous,2.5G ML,N/A,Y,2018-08-02
125587,Immune Globulin Intravenous (Human)-ifas,Panzyga,Octapharma Pharmazeutika Produktionsges.m.b.H.,Injection,Intravenous,30 G ML,N/A,Y,2018-08-02
125587,Immune Globulin Intravenous (Human)-ifas,Panzyga,Octapharma Pharmazeutika Produktionsges.m.b.H.,Injection,Intravenous,20G ML,N/A,Y,2018-08-02
125587,Immune Globulin Intravenous (Human)-ifas,Panzyga,Octapharma Pharmazeutika Produktionsges.m.b.H.,Injection,Intravenous,10G ML,N/A,Y,2018-08-02
125587,Immune Globulin Intravenous (Human)-ifas,Panzyga,Octapharma Pharmazeutika Produktionsges.m.b.H.,Injection,Intravenous,5G ML,N/A,Y,2018-08-02
125590,"Immune Globulin Intravenous, Human-slra",Asceniv,"ADMA Biologics, Inc.",Injection,Intravenous,5G/50ML,N/A,Y,2019-04-01
125591,"Antihemophilic Factor (Recombinant), Single Chain",Afstyla,CSL Behring Lengnau AG,For Injection,Intravenous,3000IU,N/A,Y,2016-05-25
125591,"Antihemophilic Factor (Recombinant), Single Chain",Afstyla,CSL Behring Lengnau AG,For Injection,Intravenous,1000IU,N/A,Y,2016-05-25
125591,"Antihemophilic Factor (Recombinant), Single Chain",Afstyla,CSL Behring Lengnau AG,For Injection,Intravenous,250IU,N/A,Y,2016-05-25
125591,"Antihemophilic Factor (Recombinant), Single Chain",Afstyla,CSL Behring Lengnau AG,For Injection,Intravenous,2000IU,N/A,Y,2016-05-25
125591,"Antihemophilic Factor (Recombinant), Single Chain",Afstyla,CSL Behring Lengnau AG,For Injection,Intravenous,500IU,N/A,Y,2016-05-25
125591,"Antihemophilic Factor (Recombinant), Single Chain",Afstyla,CSL Behring Lengnau AG,For Injection,Intravenous,2500IU,N/A,Y,2017-03-31
125591,"Antihemophilic Factor (Recombinant), Single Chain",Afstyla,CSL Behring Lengnau AG,For Injection,Intravenous,1500IU,N/A,Y,2017-03-31
125592,House Dust Mites (Dermatophagoides farinae and Dermatophagoides pteronyssinus) Allergen Extract,Odactra,ALK - Abello A/S,Tablet,Sublingual,12 SQ-HDM/ML,N/A,Y,2017-03-01
125594,"HPC, Cord Blood",Clevecord,Cleveland Cord Blood Center,Injection,Intravenous,5 x 10^8  TOTAL NUCLEATED CELLS WITH AT LEAST 1.25 x 106 VIABLE CD34+ CELLS,N/A,Y,2016-09-01
125596,"Immune Globulin Subcutaneous (Human), 20% Solution",Cuvitru,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,1G/5ML,N/A,Y,2016-09-13
125596,"Immune Globulin Subcutaneous (Human), 20% Solution",Cuvitru,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,2G/10ML,N/A,Y,2016-09-13
125596,"Immune Globulin Subcutaneous (Human), 20% Solution",Cuvitru,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,8G/40ML,N/A,Y,2016-09-13
125596,"Immune Globulin Subcutaneous (Human), 20% Solution",Cuvitru,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,4G/20ML,N/A,Y,2016-09-13
125596,"Immune Globulin Subcutaneous (Human), 20% Solution",Cuvitru,"Takeda Pharmaceuticals U.S.A., Inc.",Injection,Subcutaneous,10G/50ML,N/A,Y,2019-02-07
125597,"Cholera Vaccine, Live, Oral",Vaxchora,Bavarian Nordic A/S,Suspension,Oral,100ML,N/A,Y,2016-06-10
