ApplNo,ProductNo,TradeName,ActiveIngredient,Strength,DosageForm,Route,MarketingStatus,TECode,ReferenceListedDrugFlag,ReferenceStandardFlag,ApplicantName,ApplType,ApplStatus,FirstApprovalDate
209102,001,BACLOFEN,BACLOFEN,5MG,TABLET,ORAL,RX,AB,N,Y,RUBICON RESEARCH LTD,A,Active,2017-11-28
209102,002,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,RX,AB,N,N,RUBICON RESEARCH LTD,A,Active,2017-11-28
209102,004,BACLOFEN,BACLOFEN,15MG,TABLET,ORAL,RX,AB,N,N,RUBICON RESEARCH LTD,A,Active,2017-11-28
209102,003,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,RX,AB,N,N,RUBICON RESEARCH LTD,A,Active,2017-11-28
077862,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Discontinued,2006-08-14
077862,002,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Discontinued,2006-08-14
073043,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1992-02-27
073044,001,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,1992-02-27
212067,003,BACLOFEN,BACLOFEN,5MG,TABLET,ORAL,RX,AB,N,N,UNICHEM LABORATORIES LTD,A,Active,2020-07-09
212067,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,RX,AB,N,N,UNICHEM LABORATORIES LTD,A,Active,2020-07-09
212067,002,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,RX,AB,N,N,UNICHEM LABORATORIES LTD,A,Active,2020-07-09
071260,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,DISCN,,N,N,USL PHARMA INC,A,Discontinued,1988-05-06
071261,001,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,DISCN,,N,N,USL PHARMA INC,A,Discontinued,1988-05-06
072824,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1991-09-18
073092,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1994-01-28
074698,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1996-08-20
072825,001,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1991-09-18
073093,001,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1994-01-28
074698,002,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,DISCN,,N,N,WATSON LABORATORIES INC,A,Discontinued,1996-08-20
074584,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,RX,AB,N,N,YILING PHARMACEUTICAL LTD,A,Active,1996-08-19
074584,002,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,RX,AB,N,N,YILING PHARMACEUTICAL LTD,A,Active,1996-08-19
211659,003,BACLOFEN,BACLOFEN,5MG,TABLET,ORAL,RX,AB,N,N,ZYDUS LIFESCIENCES GLOBAL FZE,A,Active,2018-11-23
211659,001,BACLOFEN,BACLOFEN,10MG,TABLET,ORAL,RX,AB,N,N,ZYDUS LIFESCIENCES GLOBAL FZE,A,Active,2018-11-23
211659,004,BACLOFEN,BACLOFEN,15MG,TABLET,ORAL,RX,AB,N,N,ZYDUS LIFESCIENCES GLOBAL FZE,A,Active,2018-11-23
211659,002,BACLOFEN,BACLOFEN,20MG,TABLET,ORAL,RX,AB,N,N,ZYDUS LIFESCIENCES GLOBAL FZE,A,Active,2018-11-23
017377,001,BACTRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM,400MG;80MG,TABLET,ORAL,RX,AB,Y,N,SUN PHARMACEUTICAL INDUSTRIES INC,N,Active,1982-01-01
017377,002,BACTRIM DS,SULFAMETHOXAZOLE; TRIMETHOPRIM,800MG;160MG,TABLET,ORAL,RX,AB,Y,Y,SUN PHARMACEUTICAL INDUSTRIES INC,N,Active,1982-01-01
208612,001,BALCOLTRA,ETHINYL ESTRADIOL; LEVONORGESTREL,0.02MG;0.1MG,TABLET,ORAL,RX,AB3,Y,Y,AVION PHARMACEUTICALS LLC,N,Active,2018-01-09
206336,001,BALSALAZIDE DISODIUM,BALSALAZIDE DISODIUM,1.1GM,TABLET,ORAL,DISCN,,N,N,STRIDES PHARMA GLOBAL PTE LTD,A,Discontinued,2015-09-08
212018,001,BALVERSA,ERDAFITINIB,3MG,TABLET,ORAL,RX,,Y,N,JANSSEN BIOTECH INC,N,Active,2019-04-12
212018,002,BALVERSA,ERDAFITINIB,4MG,TABLET,ORAL,RX,,Y,N,JANSSEN BIOTECH INC,N,Active,2019-04-12
212018,003,BALVERSA,ERDAFITINIB,5MG,TABLET,ORAL,RX,,Y,Y,JANSSEN BIOTECH INC,N,Active,2019-04-12
080380,001,BAMATE,MEPROBAMATE,200MG,TABLET,ORAL,DISCN,,N,N,ALRA LABORATORIES INC,A,Discontinued,1982-01-01
080380,002,BAMATE,MEPROBAMATE,400MG,TABLET,ORAL,DISCN,,N,N,ALRA LABORATORIES INC,A,Discontinued,1982-01-01
050687,001,BANAN,CEFPODOXIME PROXETIL,EQ 100MG BASE,TABLET,ORAL,DISCN,,N,N,SANKYO USA CORP,N,Discontinued,1992-08-07
050687,002,BANAN,CEFPODOXIME PROXETIL,EQ 200MG BASE,TABLET,ORAL,DISCN,,N,N,SANKYO USA CORP,N,Discontinued,1992-08-07
007390,001,BANTHINE,METHANTHELINE BROMIDE,50MG,TABLET,ORAL,DISCN,,N,N,SHIRE DEVELOPMENT INC,N,Discontinued,1982-01-01
021911,001,BANZEL,RUFINAMIDE,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,DISCN,,Y,N,EISAI INC,N,Active,2008-11-14
021911,002,BANZEL,RUFINAMIDE,200MG,TABLET,ORAL,RX,AB,Y,N,EISAI INC,N,Active,2008-11-14
021911,003,BANZEL,RUFINAMIDE,400MG,TABLET,ORAL,RX,AB,Y,Y,EISAI INC,N,Active,2008-11-14
021797,001,BARACLUDE,ENTECAVIR,0.5MG,TABLET,ORAL,RX,AB,Y,N,BRISTOL MYERS SQUIBB,N,Active,2005-03-29
021797,002,BARACLUDE,ENTECAVIR,1MG,TABLET,ORAL,RX,AB,Y,Y,BRISTOL MYERS SQUIBB,N,Active,2005-03-29
217542,001,BARICITINIB,BARICITINIB,1MG,TABLET,ORAL,DISCN,,N,N,AUROBINDO PHARMA LTD,A,Discontinued,2024-07-22
217542,002,BARICITINIB,BARICITINIB,2MG,TABLET,ORAL,DISCN,,N,N,AUROBINDO PHARMA LTD,A,Discontinued,2024-07-22
208610,001,BAXDELA,DELAFLOXACIN MEGLUMINE,EQ 450MG BASE,TABLET,ORAL,RX,,Y,Y,MELINTA SUBSIDIARY CORP,N,Active,2017-06-19
020740,001,BAYCOL,CERIVASTATIN SODIUM,0.05MG,TABLET,ORAL,DISCN,,N,N,BAYER PHARMACEUTICALS CORP,N,Discontinued,1997-06-26
020740,002,BAYCOL,CERIVASTATIN SODIUM,0.1MG,TABLET,ORAL,DISCN,,N,N,BAYER PHARMACEUTICALS CORP,N,Discontinued,1997-06-26
020740,003,BAYCOL,CERIVASTATIN SODIUM,0.2MG,TABLET,ORAL,DISCN,,N,N,BAYER PHARMACEUTICALS CORP,N,Discontinued,1997-06-26
020740,004,BAYCOL,CERIVASTATIN SODIUM,0.3MG,TABLET,ORAL,DISCN,,N,N,BAYER PHARMACEUTICALS CORP,N,Discontinued,1997-06-26
020740,005,BAYCOL,CERIVASTATIN SODIUM,0.4MG,TABLET,ORAL,DISCN,,N,N,BAYER PHARMACEUTICALS CORP,N,Discontinued,1997-06-26
020740,006,BAYCOL,CERIVASTATIN SODIUM,0.8MG,TABLET,ORAL,DISCN,,N,N,BAYER PHARMACEUTICALS CORP,N,Discontinued,1997-06-26
021317,001,BAYER EXTRA STRENGTH ASPIRIN FOR MIGRAINE PAIN,ASPIRIN,500MG,TABLET,ORAL,DISCN,,N,N,BAYER HEALTHCARE LLC,N,Discontinued,2001-10-18
062273,001,BEEPEN-VK,PENICILLIN V POTASSIUM,EQ 250MG BASE,TABLET,ORAL,DISCN,,N,N,GLAXOSMITHKLINE,A,Discontinued,1982-01-01
062273,002,BEEPEN-VK,PENICILLIN V POTASSIUM,EQ 500MG BASE,TABLET,ORAL,DISCN,,N,N,GLAXOSMITHKLINE,A,Discontinued,1982-01-01
204569,001,BELSOMRA,SUVOREXANT,5MG,TABLET,ORAL,RX,,Y,N,MERCK SHARP AND DOHME CORP,N,Active,2014-08-13
204569,002,BELSOMRA,SUVOREXANT,10MG,TABLET,ORAL,RX,,Y,N,MERCK SHARP AND DOHME CORP,N,Active,2014-08-13
204569,003,BELSOMRA,SUVOREXANT,15MG,TABLET,ORAL,RX,,Y,N,MERCK SHARP AND DOHME CORP,N,Active,2014-08-13
204569,004,BELSOMRA,SUVOREXANT,20MG,TABLET,ORAL,RX,,Y,Y,MERCK SHARP AND DOHME CORP,N,Active,2014-08-13
076820,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,A,Active,2006-02-03
076820,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,A,Active,2006-02-03
076820,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,A,Active,2006-02-03
076820,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,A,Active,2006-02-03
076333,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,ANI PHARMACEUTICALS INC,A,Active,2004-02-11
076333,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,ANI PHARMACEUTICALS INC,A,Active,2004-02-11
076333,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,ANI PHARMACEUTICALS INC,A,Active,2004-02-11
076333,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,ANI PHARMACEUTICALS INC,A,Active,2004-02-11
078212,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2008-05-22
078212,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2008-05-22
078212,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,Y,AUROBINDO PHARMA LTD,A,Active,2008-05-22
076402,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,CHARTWELL RX SCIENCES LLC,A,Active,2004-02-11
076402,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,CHARTWELL RX SCIENCES LLC,A,Active,2004-02-11
076402,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,CHARTWELL RX SCIENCES LLC,A,Active,2004-02-11
076402,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,CHARTWELL RX SCIENCES LLC,A,Active,2004-02-11
077128,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,COREPHARMA LLC,A,Active,2006-03-08
077128,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,COREPHARMA LLC,A,Active,2006-03-08
077128,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,COREPHARMA LLC,A,Active,2006-03-08
077128,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,COREPHARMA LLC,A,Active,2006-03-08
076476,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,DISCN,,N,N,GENPHARM INC,A,Discontinued,2004-02-11
076476,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,DISCN,,N,N,GENPHARM INC,A,Discontinued,2004-02-11
076476,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,DISCN,,N,N,GENPHARM INC,A,Discontinued,2004-02-11
076476,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,DISCN,,N,N,GENPHARM INC,A,Discontinued,2004-02-11
076267,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,HERITAGE PHARMA LABS INC,A,Active,2004-02-11
076267,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,HERITAGE PHARMA LABS INC,A,Active,2004-02-11
076267,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,HERITAGE PHARMA LABS INC,A,Active,2004-02-11
076267,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,HERITAGE PHARMA LABS INC,A,Active,2004-02-11
076118,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2004-02-11
076118,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2004-02-11
076118,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2004-02-11
076118,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2004-02-11
076430,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,DISCN,,N,N,RISING PHARMA HOLDING INC,A,Discontinued,2004-02-11
076430,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,DISCN,,N,N,RISING PHARMA HOLDING INC,A,Discontinued,2004-02-11
076430,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,DISCN,,N,N,RISING PHARMA HOLDING INC,A,Discontinued,2004-02-11
076430,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,DISCN,,N,N,RISING PHARMA HOLDING INC,A,Discontinued,2004-02-11
076344,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Active,2004-02-11
076344,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Active,2004-02-11
076344,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Active,2004-02-11
076344,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Active,2004-02-11
076211,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,TEVA PHARMACEUTICALS USA INC,A,Active,2004-02-11
076211,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,TEVA PHARMACEUTICALS USA INC,A,Active,2004-02-11
076211,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,TEVA PHARMACEUTICALS USA INC,A,Active,2004-02-11
076211,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,TEVA PHARMACEUTICALS USA INC,A,Active,2004-02-11
078848,001,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,5MG,TABLET,ORAL,RX,AB,N,N,ZYDUS LIFESCIENCES LTD,A,Active,2008-05-23
078848,002,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,10MG,TABLET,ORAL,RX,AB,N,N,ZYDUS LIFESCIENCES LTD,A,Active,2008-05-23
078848,003,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,20MG,TABLET,ORAL,RX,AB,N,N,ZYDUS LIFESCIENCES LTD,A,Active,2008-05-23
078848,004,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,40MG,TABLET,ORAL,RX,AB,N,N,ZYDUS LIFESCIENCES LTD,A,Active,2008-05-23
076342,001,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,5MG;6.25MG,TABLET,ORAL,RX,AB,N,N,ANI PHARMACEUTICALS INC,A,Active,2004-02-11
076348,001,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,5MG;6.25MG,TABLET,ORAL,DISCN,,N,N,ANI PHARMACEUTICALS INC,A,Discontinued,2004-02-11
076342,002,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,10MG;12.5MG,TABLET,ORAL,RX,AB,N,N,ANI PHARMACEUTICALS INC,A,Active,2004-02-11
076348,002,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,10MG;12.5MG,TABLET,ORAL,DISCN,,N,N,ANI PHARMACEUTICALS INC,A,Discontinued,2004-02-11
076342,003,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;12.5MG,TABLET,ORAL,RX,AB,N,N,ANI PHARMACEUTICALS INC,A,Active,2004-02-11
076348,003,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;12.5MG,TABLET,ORAL,DISCN,,N,N,ANI PHARMACEUTICALS INC,A,Discontinued,2004-02-11
076342,004,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;25MG,TABLET,ORAL,RX,AB,N,N,ANI PHARMACEUTICALS INC,A,Active,2004-02-11
076348,004,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;25MG,TABLET,ORAL,DISCN,,N,N,ANI PHARMACEUTICALS INC,A,Discontinued,2004-02-11
078794,001,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,5MG;6.25MG,TABLET,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2014-08-21
078794,002,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,10MG;12.5MG,TABLET,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2014-08-21
078794,003,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;12.5MG,TABLET,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2014-08-21
078794,004,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;25MG,TABLET,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2014-08-21
076688,001,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,5MG;6.25MG,TABLET,ORAL,DISCN,,N,N,AUROBINDO PHARMA USA INC,A,Discontinued,2004-02-11
076688,002,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,10MG;12.5MG,TABLET,ORAL,DISCN,,N,N,AUROBINDO PHARMA USA INC,A,Discontinued,2004-02-11
076688,003,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;12.5MG,TABLET,ORAL,DISCN,,N,N,AUROBINDO PHARMA USA INC,A,Discontinued,2004-02-11
076688,004,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;25MG,TABLET,ORAL,DISCN,,N,N,AUROBINDO PHARMA USA INC,A,Discontinued,2004-02-11
076612,001,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,5MG;6.25MG,TABLET,ORAL,DISCN,,N,N,MYLAN PHARMACEUTICALS INC,A,Discontinued,2004-02-11
076612,002,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,10MG;12.5MG,TABLET,ORAL,DISCN,,N,N,MYLAN PHARMACEUTICALS INC,A,Discontinued,2004-02-11
076612,003,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;12.5MG,TABLET,ORAL,DISCN,,N,N,MYLAN PHARMACEUTICALS INC,A,Discontinued,2004-02-11
076612,004,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;25MG,TABLET,ORAL,DISCN,,N,N,MYLAN PHARMACEUTICALS INC,A,Discontinued,2004-02-11
076631,001,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,5MG;6.25MG,TABLET,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2004-02-11
076631,002,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,10MG;12.5MG,TABLET,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2004-02-11
076631,003,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;12.5MG,TABLET,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2004-02-11
076631,004,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;25MG,TABLET,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2004-02-11
077483,001,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,5MG;6.25MG,TABLET,ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Discontinued,2005-09-08
077483,002,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,10MG;12.5MG,TABLET,ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Discontinued,2005-09-08
077483,003,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;12.5MG,TABLET,ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Discontinued,2005-09-08
077483,004,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,20MG;25MG,TABLET,ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Discontinued,2005-09-08
007898,004,BENEMID,PROBENECID,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,DISCN,,Y,N,MERCK AND CO INC,N,Discontinued,1982-01-01
021286,001,BENICAR,OLMESARTAN MEDOXOMIL,5MG,TABLET,ORAL,RX,AB,Y,N,COSETTE PHARMACEUTICALS INC,N,Active,2002-04-25
021286,003,BENICAR,OLMESARTAN MEDOXOMIL,20MG,TABLET,ORAL,RX,AB,Y,N,COSETTE PHARMACEUTICALS INC,N,Active,2002-04-25
021286,004,BENICAR,OLMESARTAN MEDOXOMIL,40MG,TABLET,ORAL,RX,AB,Y,Y,COSETTE PHARMACEUTICALS INC,N,Active,2002-04-25
